uuid,knowledge_capture_retention_discussed,knowledge_capture_retention_reasoning,knowledge_capture_retention_confidence,digital_technology_used_for_capture_retention,digital_technology_reasoning,digital_technology_confidence,technology_source_mentions,technology_normalized,technology_acm_class,technology_confidence,tacit_knowledge_source_mentions,tacit_knowledge_class,tacit_knowledge_confidence
1272fb09-b48d-4649-ad91-609b0c4f44b0,No,"Focuses on interactive drawing tool for children's observation, not on capture/retention.",high,No,"Uses interactive drawing tool, but not for capture/retention.",high,"Bio Sketchbook; interactive drawing tool","Bio Sketchbook","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
e480e359-cee0-40a0-8771-2a2e9d1afa61,No,"Focuses on embodied interactions for learning, mentions knowledge retention but not capture.",medium,No,"Uses Kinect V2 and Unity3D, but not for capture/retention.",medium,"Kinect V2; Unity3D","Kinect; Unity3D","Human–Computer Interaction and Immersive Technologies",medium,"None identified","None identified",medium
0265d89e-f186-48ab-9879-a0597f9dc38e,No,"Focuses on jadeite origin recognition, not on knowledge capture/retention.",high,No,"Uses ensemble learning, not for capture/retention.",high,"weighted extreme learning machine; AdaBoost; incremental learning","weighted ELM; AdaBoost; incremental learning","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
925f0e21-72c0-4dd9-88da-65124ee5108f,No,"Focuses on incremental maintenance of three-way regions, not on knowledge capture/retention.",high,No,"Uses matrix-based method, but not for capture/retention.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
02458a9a-d91d-4d5b-8c49-3a6f68288582,No,"Focuses on intrusion detection in smart homes, not on knowledge capture/retention.",high,No,"Uses AI, ELM, IoT, but not for capture/retention.",high,"Artificial Immune System; Extreme Learning Machine; IoT","AIS; ELM; IoT","Artificial Intelligence and Intelligent Computation; Cyber-Physical Systems, IoT, and Smart Environments",high,"None identified","None identified",medium
991b6c46-852a-4b54-b7c8-5118f9ffe4d4,No,"Focuses on comparing educational video games, not on capture/retention.",high,No,"Uses educational video games, but not for capture/retention.",high,"educational video games","educational video games","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
7d3e235a-8a60-4af9-ac6d-92f2c3ad257a,Yes,"Discusses knowledge creation and loss during COVID-19, and role of digital transformation in knowledge management.",high,Yes,"Uses digital transformation as a key enabler for knowledge creation and sharing.",high,"digital transformation","digital transformation","Data, Information, and Knowledge Systems",high,"knowledge loss; knowledge creation","None identified",medium
b744d321-179d-4e5b-b890-1780f8c6ba6b,No,"Focuses on automatic recognition of weld types, not on knowledge capture/retention.",high,No,"Uses deep transfer learning and ELM, not for capture/retention.",high,"TL-Alexnet-ELM","TL-Alexnet-ELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
876ad942-efa2-4da4-87ce-1d0e055a5be4,No,"Focuses on relational governance and lead-time performance, not on capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
70b97301-be20-4b75-9ee8-b35bc3af9b65,No,"Focuses on open-book vs closed-book exams, not on capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
05633ab3-95dc-4a9f-b222-154100abb455,No,"Focuses on photovoltaic forecasting, not on knowledge capture/retention.",high,No,"Uses ELM and sparrow search, not for capture/retention.",high,"ELM; auto-encoder (AE); sparrow search algorithm (SSA)","ELM; AE; SSA","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
274afe35-2976-4611-bc05-439172f9f57f,No,"Focuses on impact of ChatGPT on library services, mentions knowledge acquisition but not capture/retention.",medium,No,"Uses AI and ChatGPT, but not for capture/retention.",medium,"ChatGPT; AI","ChatGPT; AI","Artificial Intelligence and Intelligent Computation",medium,"None identified","None identified",medium
8110c376-44b5-4b99-871e-62842534b06a,No,"Focuses on land value prediction, not on knowledge capture/retention.",high,No,"Uses GWELM, not for capture/retention.",high,"Geographically Weighted Extreme Learning Machine (GWELM)","GWELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
b7740804-a529-47bb-b46f-fca8338946e8,No,"Focuses on power forecasting in photovoltaic systems, not on knowledge capture/retention.",high,No,"Uses ELM, not for capture/retention.",high,"Extreme Learning Machine (ELM); Modified Golden Sine Algorithm (GoldSA-II)","ELM; GoldSA-II","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
fb77d6b7-b6e4-49e4-ba56-9b74af28b003,No,"Focuses on mobile technology in primary science inquiry, not on capture/retention.",high,No,"Uses tablets, but not for capture/retention.",high,"tablet computers (iPads)","iPads","Mobile, Social, and Communication Technologies",high,"None identified","None identified",medium
bebcaa4a-7094-46ea-bb11-d884cab59435,No,"Focuses on knowledge activities and technological capability, not on capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
4e6044a9-4312-41c3-8b24-7a483a499da8,No,"Focuses on VR renewable energy laboratory for enhanced learning, not on capture/retention.",high,No,"Uses VR, but not for capture/retention.",high,"Virtual Reality Renewable Energy Laboratory (VR-REL); VR Learning Environment (VRLE)","VR-REL; VRLE","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
f16a69e2-ba37-4e87-b331-e8bab9b84323,No,"Focuses on gamified escape room for language learning, not on capture/retention.",high,No,"Uses mixed reality and tangible user interfaces, but not for capture/retention.",high,"mixed reality; tangible user interfaces (TUI)","MR; TUI","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
15f90bdf-0421-4242-89c9-18800a246083,No,"Focuses on knowledge absorptive capacity and performance, not on capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
440f289e-c120-4bcd-8d3c-c6b62ce52f79,No,"Focuses on VR for English for tourism purposes, not on capture/retention.",high,No,"Uses scenery-based VR, but not for capture/retention.",high,"scenery-based virtual reality (SBVR); EduVenture VR","SBVR; EduVenture VR","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
85ce2782-ef98-4f47-b617-e59efd57d96b,No,"Focuses on suppliers' learning and capabilities development, not on capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
022c405f-e099-4231-980e-236fef83271a,No,"Focuses on use of information technologies in dental education, not on capture/retention.",high,No,"Uses information technologies for education, but not for capture/retention.",high,"information technologies; CAD/CAM; computer tomography; orthopantomography; internet platforms","IT; CAD/CAM; CT; orthopantomography; online platforms","Data, Information, and Knowledge Systems; Imaging, Sensing, and Perception Technologies",high,"None identified","None identified",medium
34021650-57df-429f-b5f8-209961851cb2,No,"Focuses on generative AI in nursing education, mentions knowledge retention but not capture.",medium,No,"Uses GAI, but not for capture/retention.",medium,"Generative Artificial Intelligence (GAI)","GAI","Artificial Intelligence and Intelligent Computation",medium,"None identified","None identified",medium
319b4dc5-afb9-49bb-b89e-ef8afe5caf18,No,"Focuses on detecting cadmium concentration, not on knowledge capture/retention.",high,No,"Uses hyperspectral imaging and ELM, not for capture/retention.",high,"hyperspectral imaging (HSI); Extreme Learning Machine (ELM)","HSI; ELM","Imaging, Sensing, and Perception Technologies; Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
ae146eae-e669-4355-9a3d-57cc1a984ab8,No,"Focuses on diamond price classification, not on knowledge capture/retention.",high,No,"Uses ELM, not for capture/retention.",high,"standard ELM; regularized ELM; weighted ELM","ELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
70b39243-9715-4123-9e29-e5d64482b074,Yes,"Discusses knowledge bricolage, transformation, and exploitation for servitization transformation; captures and uses knowledge.",high,No,"Uses digital technology (data visualization, etc.) to support knowledge processes, but not explicitly for capture/retention.",medium,"digital technology; data visualization","digital technology; data visualization","Data, Information, and Knowledge Systems",medium,"knowledge resources; service knowledge; internal and external knowledge","experiential know-how; procedural know-how",high
75222b9d-3c54-49bf-bc20-435b8e8ccd48,Yes,"Discusses knowledge building, sharing, and decision-making through digital data portals.",high,Yes,"Uses interoperable spatial knowledge web portals for knowledge acquisition and sharing.",high,"interoperable spatial knowledge web portals","spatial knowledge web portals","Data, Information, and Knowledge Systems",high,"knowledge from users; data insights","experiential know-how; expert judgment",high
f11979e9-34ab-4802-b120-5a5d30505197,No,"Focuses on safety training using XR, mentions knowledge retention but not capture.",medium,No,"Uses AR and VR for training, not for capture/retention.",medium,"AR; VR; XR","AR; VR; XR","Human–Computer Interaction and Immersive Technologies",medium,"None identified","None identified",medium
5d61b2ba-0d2e-4b4c-9acf-1688c6c85b55,No,"Focuses on data governance course, mentions knowledge acquisition and retention but not capture.",medium,No,"No digital technology explicitly mentioned for capture/retention.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
7309e706-8d10-4ff5-94cc-8ee092564246,No,"Focuses on requirement elicitation modeling, not on knowledge capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
ad9cd6df-52ed-46bf-82ec-38c34aafa641,Yes,"Discusses knowledge discovery and acquisition via semantic knowledge graphs for public health.",high,Yes,"Uses semantic knowledge graphs and design patterns for organizing and integrating medical information.",high,"semantic knowledge graphs; design patterns; semantic standards; knowledge modelling; graph schemas","semantic knowledge graphs; design patterns; knowledge modelling","Data, Information, and Knowledge Systems",high,"medical knowledge; public health knowledge","expert judgment; clinical know-how",high
be747341-59aa-4275-a455-18d87ba335a0,Yes,"Discusses knowledge retention when outsourcing core components; examines effect of in-house knowledge retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"in-house knowledge; external knowledge; prior exploratory experience","experiential know-how; expert judgment",high
c5f35091-2515-4960-8b33-a7c675b7cfc4,No,"Focuses on usage of web-based video conferencing for knowledge acquisition, not capture/retention.",high,No,"Uses web-based video conferencing platforms, but not for capture/retention.",high,"web-based video conferencing platforms; Google Meet; Zoom; Skype","web-based video conferencing; Google Meet; Zoom; Skype","Mobile, Social, and Communication Technologies",high,"None identified","None identified",medium
cb05e46b-f3e4-4c4c-9842-3c97a861b223,No,"Focuses on electronic application for formative evaluation, not on knowledge capture/retention.",high,No,"Uses mobile application for evaluation, not for capture/retention.",high,"electronic application “MedAPProc”","MedAPProc","Mobile, Social, and Communication Technologies",high,"None identified","None identified",medium
68b0bfa1-35a2-484b-8545-797cfa5e886a,Yes,"Discusses knowledge acquisition, documentation, and standardized workflows for cultural heritage using HBIM.",high,Yes,"Uses HBIM, point clouds, 3D modeling for documenting and preserving heritage knowledge.",high,"HBIM; point clouds; 3D information model; BIM","HBIM; point clouds; BIM","Data, Information, and Knowledge Systems",high,"cultural heritage knowledge; historical and cultural characteristics","expert judgment; procedural know-how",high
68d286b0-54f9-48de-b73e-cd3b406d74d4,No,"Focuses on video-supported collaborative learning for procedural knowledge acquisition, not capture/retention.",high,No,"Uses hypervideo authoring tool for learning, not for capture/retention.",high,"hypervideo authoring tool; digital video","hypervideo authoring tool; digital video","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
713206c8-8fde-4f90-b6eb-6851b156cdff,No,"Focuses on AR for nutritional education, not on capture/retention.",high,No,"Uses AR for education, but not for capture/retention.",high,"AR","AR","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
0d81a5ee-d3df-47fb-865e-39f68c10a515,No,"Focuses on practice-based teaching delivery, not on capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
1c6c88e0-574e-4a64-991b-c1b51afcf962,No,"Focuses on handwork recognition using body-conducted sounds, not on knowledge capture/retention.",high,No,"Uses deep residual learning and ELM for recognition, not for capture/retention.",high,"deep residual learning with dilated causal convolution extreme learning machines (DRLDCC-ELM)","DRLDCC-ELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
54ed70e1-0a09-4e1e-9dd3-3274785bce20,No,"Focuses on programming course retention, not on capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
c2fe9256-34fc-443d-a568-b4c2b4034a34,No,"Focuses on real-time graphics in health education, not on capture/retention.",high,No,"Uses real-time graphics and VR, but not for capture/retention.",high,"real-time graphics; virtual reality (VR)","real-time graphics; VR","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
60e10537-c9ac-4726-9706-bc2678947f1c,No,"Focuses on intrusion detection, not on knowledge capture/retention.",high,No,"Uses ELM and hybrid rice algorithm, not for capture/retention.",high,"SVM; Random Forest; Extreme Learning Machine (ELM); Hybrid rice algorithm (HRO)","SVM; RF; ELM; HRO","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
5832bdd5-8ad2-4493-a1a4-ab4c65e29093,No,"Focuses on intrusion detection, not on knowledge capture/retention.",high,No,"Uses hybrid feature selection and ELM, not for capture/retention.",high,"information gain; Pearson correlation; sequence backward search; extreme learning machine","feature selection; ELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
b74bb594-b50b-49c5-9784-f2c3594b0e0c,No,"Focuses on external knowledge acquisition capability and technological diversification, not capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
b46acc3d-50ee-4ae4-850d-20b0b7a3549c,No,"Focuses on impact of technology-based education, mentions knowledge retention but not capture.",medium,No,"Uses technology-based education, but not for capture/retention.",medium,"technology-based education","technology-based education","Data, Information, and Knowledge Systems",medium,"None identified","None identified",medium
f8466591-36a2-411f-8af1-8c06cc72f93a,No,"Focuses on data sharing system for education, not on capture/retention.",high,No,"Uses cloud storage, but not for capture/retention.",high,"cloud storage; education management system","cloud storage; education management","Distributed, Secure, and Trust Technologies",high,"None identified","None identified",medium
520ad9dc-db26-4b17-9611-ecaf0712c7e8,No,"Focuses on classification of Astragalus origin using LIBS, not on knowledge capture/retention.",high,No,"Uses machine learning, not for capture/retention.",high,"LIBS; SVM; ELM; RF; GWO","LIBS; SVM; ELM; RF; GWO","Imaging, Sensing, and Perception Technologies; Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
5d1f2cbc-08ee-4658-9651-142f48ec56ce,No,"Focuses on state of charge estimation, not on knowledge capture/retention.",high,No,"Uses RELM and Kalman filter, not for capture/retention.",high,"regularized extreme learning machine (RELM); slime mould algorithm (SMA); Kalman filter","RELM; SMA; Kalman filter","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
05c083e0-65ea-449d-b327-ed871b887b18,No,"Focuses on AR for teaching science to students with disabilities, not on capture/retention.",high,No,"Uses AR, but not for capture/retention.",high,"Augmented Reality Inclusive Science Classrooms (ARISC)","ARISC","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
afabe47c-a889-4cb7-9907-52382cfc3293,No,"Focuses on ML inversion of resistivity profiles, not on knowledge capture/retention.",high,No,"Uses machine learning and ELM, not for capture/retention.",high,"mixed spectral element method (MSEM); extreme learning machine (ELM)","MSEM; ELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
91b05cc3-3d74-4c95-b01d-047cbe67f56c,No,"Focuses on AIGC and information resource management, mentions knowledge acquisition but not capture/retention.",medium,No,"Uses AIGC, ChatGPT, etc., but not for capture/retention.",medium,"AIGC; ChatGPT; AI","AIGC; ChatGPT; AI","Artificial Intelligence and Intelligent Computation",medium,"None identified","None identified",medium
b241cc54-016f-497a-bc7e-6a4769297adb,No,"Focuses on insulator aging grade evaluation, not on knowledge capture/retention.",high,No,"Uses hyperspectral detection and ELM, not for capture/retention.",high,"hyperspectral detection; extreme learning machine","hyperspectral; ELM","Imaging, Sensing, and Perception Technologies; Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
896eed52-6509-4270-a854-c179facb7e3c,Yes,"Discusses knowledge elicitation for formal ontology design, capturing expert knowledge.",high,No,"Uses knowledge elicitation methodology, but not a digital technology per se; digital tools may be implied.",medium,"None identified","None identified","None identified",high,"expert knowledge; implicit knowledge; know-how","expert judgment; procedural know-how",high
6c9582c5-a842-4909-a745-b90eadd6e7f0,No,"Focuses on ECG biometric detection, not on knowledge capture/retention.",high,No,"Uses deep learning and feature selection, not for capture/retention.",high,"CNN; deep semi-supervised knowledge acquisition","CNN; deep learning","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
ab67a840-c763-4c42-9252-a1cb1e86b7a8,No,"Focuses on environmental comprehensive perception, mentions knowledge acquisition but not capture/retention.",medium,No,"Uses multi-source data, but not for capture/retention.",medium,"None identified","None identified","None identified",high,"None identified","None identified",medium
608380b7-be26-41a3-8337-a187023d2a10,No,"Focuses on photovoltaic power forecasting, not on knowledge capture/retention.",high,No,"Uses ELM and K-means, not for capture/retention.",high,"improved Extreme Learning Machine; K-Means clustering","ELM; K-means","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
c162dd76-c4dc-4df7-822f-41acccd146d4,No,"Focuses on human activity recognition, not on knowledge capture/retention.",high,No,"Uses ELM and optimization, not for capture/retention.",high,"Fire Hawks optimization with Label Weighting Extreme Learning Machine (FHO-LWELM)","FHO-LWELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
9da8666a-aa75-45b7-8c79-368f398970e8,No,"Focuses on spectral bias in ELMs, not on knowledge capture/retention.",high,No,"Uses ELM, but not for capture/retention.",high,"Extreme Learning Machines (ELMs); Fourier Feature Embeddings","ELM; Fourier Feature Embeddings","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
fc267f24-e767-4a74-a361-2fe3827095fe,No,"Focuses on federated digital twin, mentions knowledge acquisition but not capture/retention.",medium,No,"Uses digital twin and federation, but not for capture/retention.",medium,"digital twin (DT); Federated Digital Twin (FDT); IoT; Big data; Cloud computing; AI","DT; FDT; IoT; Big data; cloud; AI","Cyber-Physical Systems, IoT, and Smart Environments; Artificial Intelligence and Intelligent Computation",medium,"None identified","None identified",medium
b1133f0b-d16b-458e-9314-3342d95946c8,No,"Focuses on polychronicity and multitasking in online learning, not on capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
279ed709-a0db-4774-a22b-7549c1e3a82e,No,"Focuses on digital technology innovation network and knowledge acquisition, not capture/retention.",high,No,"No digital technology explicitly for capture/retention.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
995bb00c-5e9d-41f8-863c-ccceaffb83b6,No,"Focuses on digital educational escape rooms, not on capture/retention.",high,No,"Uses digital escape rooms, but not for capture/retention.",high,"digital educational escape rooms (DEERs)","DEERs","Human–Computer Interaction and Immersive Technologies",high,"None identified","None identified",medium
23541266-91ae-4a2a-bbd4-15187b3489cc,Yes,"Discusses mitigating knowledge loss in Brazilian space sector via knowledge management framework.",high,No,"No digital technology explicitly mentioned; focuses on methodology and strategies.",medium,"None identified","None identified","None identified",high,"knowledge loss; scientific and technological research knowledge","expert judgment; procedural know-how",high
645535a4-3752-48e5-8e92-e098e63a97fd,No,"Focuses on Chinese firms' acquisition of innovation capability, not on capture/retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"None identified","None identified",medium
78da51e7-349f-45d5-98f3-91279540ade8,No,"Focuses on intrusion detection, not on knowledge capture/retention.",high,No,"Uses PCA and fuzzy ELM, not for capture/retention.",high,"Principal Component Analysis; Fuzzy Extreme learning machine (PCA-FELM)","PCA-FELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
de55ce1f-5cbd-415d-833a-72b9dd54af64,No,"Focuses on wind speed prediction, not on knowledge capture/retention.",high,No,"Uses ARMA-SVR and ELM for prediction, not for capture/retention.",high,"ARMA-SVR; ELM","ARMA-SVR; ELM","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
721e8abf-35bd-4c5d-9a1c-36f019ba4103,No,"Focuses on knowledge graph construction management systems, not on capture/retention.",high,No,"Uses knowledge graph systems, but not for capture/retention.",high,"knowledge graph management systems; graph algorithms","knowledge graph management systems","Data, Information, and Knowledge Systems",high,"None identified","None identified",medium
6683d470-dd7b-4560-a3d6-e7eb770df23c,No,"Focuses on gamification and AR for sustainability education, not on capture/retention.",high,No,"Uses AR and gamification, but not for capture/retention.",high,"augmented-reality-based educational mobile application; gamification","AR mobile app; gamification","Human–Computer Interaction and Immersive Technologies; Mobile, Social, and Communication Technologies",high,"None identified","None identified",medium
ebdb3190-bd7a-45f2-ae38-e3861d2efe9c,No,"Focuses on adaptive web tool for knowledge acquisition, not capture/retention.",high,No,"Uses web tool with predictive algorithm, but not for capture/retention.",high,"web application; EventSource; heuristic functions","web app; EventSource","Data, Information, and Knowledge Systems",high,"None identified","None identified",medium
a962ecf9-62b7-471f-83dc-60a413b82889,No,"Focuses on joint entity and relation extraction, not on knowledge capture/retention.",high,No,"Uses encoder-decoder model, but not for capture/retention.",high,"Encoder-Decoder","Encoder-Decoder","Artificial Intelligence and Intelligent Computation",high,"None identified","None identified",medium
33a5462e-b6dc-4af9-a1cc-6eba2475d008,No,"Focuses on using social media for knowledge acquisition in NPD, not capture/retention.",high,No,"Uses social media, but not for capture/retention.",high,"social media","social media","Mobile, Social, and Communication Technologies",high,"None identified","None identified",medium
2efa6573-7555-4be7-96a0-2cbb8ecff155,No,"Focuses on VR training for excavation safety, mentions knowledge retention but not capture.",medium,No,"Uses VR, but not for capture/retention.",medium,"VR","VR","Human–Computer Interaction and Immersive Technologies",medium,"None identified","None identified",medium
e9e9a907-6f57-4747-a2e4-152cf666f864,Yes,"Discusses knowledge retention strategies in libraries, including learning culture and knowledge retention.",high,No,"No digital technology explicitly mentioned.",high,"None identified","None identified","None identified",high,"knowledge from professional librarians","experiential know-how; procedural know-how",high
e787273e-c3ee-4ba0-bede-b50ab4631f9f,No,"Focuses on VR for medical education, mentions knowledge retention but not capture.",medium,No,"Uses VR, but not for capture/retention.",medium,"Collaborative Immersive Virtual Anatomy Laboratory (C-IVAL); VR","C-IVAL; VR","Human–Computer Interaction and Immersive Technologies",medium,"None identified","None identified",medium
797d2c3e-43ed-49f9-aab5-e595b84f0db1,Yes,"Explicitly discusses mitigating tacit knowledge loss in explosives manufacturing via KM practices.",high,No,"No digital technology explicitly mentioned; focuses on human-oriented and technology-driven solutions, but technology not detailed.",medium,"None identified","None identified","None identified",high,"tacit knowledge; specialized expertise","expert judgment; procedural know-how",high
4d1ae83f-d868-491a-9b13-cdb1e58f856e,Yes,"Explicitly discusses knowledge retention through Cognitive Support Technology (CST) and AR for knowledge capture and instruction.",high,Yes,"Uses Augmented Reality for knowledge capture and instruction.",high,"Cognitive Support Technology (CST); Augmented Reality","CST; AR","Human–Computer Interaction and Immersive Technologies",high,"expert knowledge; cognitive challenges; mental rotation","expert judgment; procedural know-how; situational problem-solving knowledge",high
e9422de2-a542-46e4-a79c-e0f666f06b3b,No,"Focuses on AR fire safety training, compares knowledge acquisition and retention, but not capture.",medium,No,"Uses AR, VR, video for training, not for capture/retention.",medium,"video see-through AR; VR; video","AR; VR; video","Human–Computer Interaction and Immersive Technologies",medium,"None identified","None identified",medium
