uuid,knowledge_capture_retention_discussed,knowledge_capture_retention_reasoning,knowledge_capture_retention_confidence,digital_technology_used_for_capture_retention,digital_technology_reasoning,digital_technology_confidence,technology_source_mentions,technology_normalized,technology_acm_class,technology_confidence,tacit_knowledge_source_mentions,tacit_knowledge_class,tacit_knowledge_confidence
e69bcc55-74c1-4095-8358-12854305ccef,No,"The study compares an AI chatbot and a dictionary app for vocabulary tasks and retention, but does not discuss methods to capture or retain knowledge.",high,No,"The AI chatbot and dictionary app are tools used for vocabulary learning, not for knowledge capture/retention.",high,"AI chatbot (Kimi); bilingual dictionary app (NCD)","AI chatbot; dictionary app","Artificial Intelligence and Intelligent Computation; Mobile, Social, and Communication Technologies",high,None identified,None identified,None identified
35a36118-9e40-434f-8a41-14d8a89f100a,No,"The study analyzes the hackathon as an educational approach for knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"The hackathon is an educational format, not a specific digital technology for capture/retention.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
1548569a-8e81-463f-876b-a7b7fd5d3ca3,Yes,"The paper advocates for knowledge representation and acquisition for ethical AI, discussing the challenges of knowledge acquisition.",high,Yes,"The paper discusses (probabilistic) knowledge acquisition as part of the computational approach for ethical AI.",high,"Machine learning (ML); (probabilistic) knowledge acquisition","Machine Learning; Probabilistic knowledge acquisition","Artificial Intelligence and Intelligent Computation",high,None identified,None identified,None identified
3b161690-a059-474f-ae94-9cbece13e82e,Yes,"The review assesses data quality and validation for educational knowledge graphs, highlighting the knowledge acquisition bottleneck, which is central to capturing knowledge.",high,Yes,"The review explicitly discusses Knowledge Graphs (KGs) and the need for rigorous data validation to address the knowledge acquisition bottleneck.",high,"Knowledge Graphs (KGs)","Knowledge Graphs","Data, Information, and Knowledge Systems",high,"Knowledge acquisition bottleneck","expert judgment; procedural know-how",high
376e84bd-d820-4efd-802c-35acb2d116bf,No,"The paper discusses Spatial Reality technologies in education for knowledge acquisition and retention, but does not discuss methods to capture or retain knowledge.",high,No,"Spatial Reality technologies are the educational tools under discussion, not methods for knowledge capture/retention.",high,"Spatial Reality technologies","Spatial Reality technologies","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
85c03162-5c05-4fff-b72d-aa8dee91d38c,Yes,"The article analyzes the withdrawal of a technological innovation policy, noting the requalification of Superphenix as a knowledge acquisition facility.",high,No,"The article discusses the policy and requalification of a facility for knowledge acquisition, not a digital technology.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
136bce0b-65e4-434d-bc34-784ef87697c7,No,"The article analyzes gamification's impact on meaningful learning and knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"Gamification is the pedagogical strategy under review, not a technology for capture/retention.",high,Gamification,Gamification,Human–Computer Interaction and Immersive Technologies,high,None identified,None identified,None identified
a5c05e98-3155-4232-a0aa-921211e95995,No,"The study develops an automated irrigation system as a learning tool for knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"The automated irrigation system is a technological learning object, not a tool for knowledge capture/retention.",high,"Automated and sustainable technological irrigation system","Automated irrigation system","Cyber-Physical Systems, IoT, and Smart Environments",high,None identified,None identified,None identified
fb9de19c-bf5c-4e85-8fe2-cfc5498e2c96,No,"The study presents a gamified virtual rehabilitation system (TWJB) that enhances cultural knowledge acquisition, but does not discuss capture/retention methods.",high,No,"The system uses VR/somatosensory interaction as a rehabilitation and learning tool, not for knowledge capture/retention.",high,"Gamified virtual rehabilitation system; somatosensory interaction; embodied narrative scenarios; avatar-guided mechanisms","Gamified virtual rehabilitation system; somatosensory interaction","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
a580d3d3-1259-4011-8b1c-4d5f6ab63b34,No,"The study explores autodidacticism in postdigital education, facilitated by AI for knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"AI is discussed as enabling personalized learning, not as a tool for knowledge capture/retention.",high,"Artificial intelligence (AI)","Artificial Intelligence","Artificial Intelligence and Intelligent Computation",high,None identified,None identified,None identified
c58774dc-f827-4770-a096-bb26bb9bd2f7,No,"The study explores E-learning's potential for workplace safety training, mentioning knowledge retention, but does not discuss methods to capture or retain knowledge.",high,No,"E-learning, VR, AR, AI are discussed as training methods, not as tools for knowledge capture/retention.",high,"E-learning; Virtual Reality (VR); Augmented Reality (AR); Artificial Intelligence (AI)","E-learning; VR; AR; AI","Mobile, Social, and Communication Technologies; Human–Computer Interaction and Immersive Technologies; Artificial Intelligence and Intelligent Computation",high,None identified,None identified,None identified
29d77240-d8d0-4b05-887c-c89265182eaf,No,"The study describes Accenture's XR-based onboarding program for knowledge retention, but does not discuss methods to capture or retain knowledge.",high,No,"XR is used as an onboarding platform to improve retention, not as a tool for knowledge capture/retention.",high,"Extended reality (XR)","Extended Reality","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
bc7ba7ca-d314-423b-bae2-ff1088e804d1,No,"The systematic review synthesizes trends in VR implementation in education, including knowledge retention, but does not discuss capture/retention methods.",high,No,"VR is the technology under review, used as an educational tool, not for knowledge capture/retention.",high,"Virtual Reality (VR)","Virtual Reality","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
2b114dbb-e72c-4daa-88c4-68f77b25b1db,No,"The paper introduces a gamified learning framework for PV education, aiming for knowledge retention, but does not discuss methods to capture or retain knowledge.",high,No,"Gamified learning framework (board games, simulations) is the educational approach, not for capture/retention.",high,"Gamified learning framework; scenario-based simulations; multiplayer environments; board games","Gamified learning; simulations; board games","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
98500b97-dbea-4d14-abaf-a74ce5621092,No,"The scoping review identifies benefits and barriers of VR in nursing education, including knowledge acquisition, but does not discuss capture/retention methods.",high,No,"VR is the pedagogical method under review, used for teaching, not for knowledge capture/retention.",high,"Virtual reality (VR)","Virtual Reality","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
7781c357-55af-463f-98a1-bdfbc7b707ae,No,"The study validates GAMITIC, a tool using gamification for ICT knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"GAMITIC uses gamification as a learning approach, not as a tool for knowledge capture/retention.",high,"GAMITIC; gamification","GAMITIC; gamification","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
a66d9020-bbeb-4900-be62-46a6550c846e,No,"The article discusses audiotext as an alternative for knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"Audiotext and related technologies (text-to-speech) are discussed as mediums for information access, not capture/retention.",high,"Audiotext; audiobook; text-to-speech conversion; synthetic voices; voice deepfake","Audiotext; text-to-speech; synthetic voices","Imaging, Sensing, and Perception Technologies",high,None identified,None identified,None identified
cb27aabc-0cd4-4c6e-b833-df2da4805c21,Yes,"The paper proposes a digital twin system for DC contactors, investigating knowledge acquisition and data mapping processes of the contactor operation.",high,Yes,"The digital twin system is explicitly used for knowledge acquisition from the contactor operation process.",high,"Digital twin system","Digital twin","Cyber-Physical Systems, IoT, and Smart Environments",high,"Knowledge acquisition of the contactor operation process","procedural know-how",high
28f74f86-d14d-4b86-8dba-8ebef6de9f37,Yes,"The article proposes a dynamic fault diagnosis method for centrifugal compressors, addressing limited knowledge acquisition from expert knowledge bases.",high,Yes,"The method combines CNN and PCA-SPE to combine expert knowledge and instrument data, addressing knowledge acquisition from expert bases.",high,"Convolutional neural networks (CNN); principal component analysis for statistical process monitoring (PCA-SPE); expert system","CNN; PCA-SPE; expert system","Artificial Intelligence and Intelligent Computation; Rule-Based, Decision, and Expert Systems",high,"Expert knowledge","expert judgment",high
6e744663-8ce3-42dd-9a75-5ec4bee2e79b,No,"The study investigates a course integrating history of mathematics and technology, leading to knowledge acquisition, but does not discuss capture/retention methods.",high,No,"Digital resources are used to expand knowledge, but as a learning resource, not a capture/retention tool.",high,"Digital resources","Digital resources","Mobile, Social, and Communication Technologies",medium,None identified,None identified,None identified
12b8764c-4a74-4b22-8869-7cdc0b4ff2b0,No,"The study integrates STEM principles into kindergarten science education, assessing knowledge acquisition, but does not discuss capture/retention methods.",high,No,"The study uses inquiry-based activities, not specific digital technologies for capture/retention.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
93dc4fb5-4410-4d8d-8397-26cc7d271fd5,No,"The study evaluates a laboratory activity with Arduino and POE pedagogy for chemical knowledge acquisition, but does not discuss capture/retention methods.",high,No,"Arduino is used as a tool within the activity, not for knowledge capture/retention.",high,"Arduino system","Arduino","Cyber-Physical Systems, IoT, and Smart Environments",medium,None identified,None identified,None identified
26d68c22-c252-4bc7-83e3-3491048fb200,No,"The study explores a tool for computer vision education, improving knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"The tool is used for learning video coding, not for knowledge capture/retention.",high,"Virtual Programming Language-based tool; custom widget library","Virtual Programming Language-based tool","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
18a26d1f-7546-4f17-be14-46b0cf059845,No,"The study substantiates transformational trends in higher education using AI, discussing knowledge acquisition, but not capture/retention methods.",high,No,"AI technologies are discussed as educational tools, not as methods for knowledge capture/retention.",high,"Artificial intelligence (AI) technologies","AI technologies","Artificial Intelligence and Intelligent Computation",high,None identified,None identified,None identified
f6c4246e-c80f-47a0-8338-7acf47739571,No,"The paper examines gamification in cybersecurity education for knowledge retention, but does not discuss methods to capture or retain knowledge.",high,No,"Gamification is the approach under review, not a tool for knowledge capture/retention.",high,Gamification,Gamification,Human–Computer Interaction and Immersive Technologies,high,None identified,None identified,None identified
281868ab-a69c-4c8b-a68a-28a644881f16,No,"The study evaluates visualizing SysML diagrams in VR for systems understanding and knowledge retention, but does not discuss capture/retention methods.",high,No,"VR is used as a visualization environment, not as a tool for knowledge capture/retention.",high,"Virtual Reality (VR); Systems Modeling Language (SysML); head-mounted displays (HMDs)","VR; SysML; HMD","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
2b7c054b-f926-4e12-a79a-1571dcdef0bc,Yes,"The study explores how technology transfer networks influence urban innovation capacity via external knowledge acquisition, explicitly discussing knowledge acquisition.",high,Yes,"The study uses Big Data mining and social network analysis to construct and analyze technology transfer networks, which are digital tools for understanding knowledge flows.",high,"Big Data mining; social network analysis","Big Data mining; Social Network Analysis","Data, Information, and Knowledge Systems",high,None identified,None identified,None identified
91cdaa8a-0de7-40b1-ace5-32e3b1aab0ec,Yes,"The paper presents HA-ViD, a dataset for understanding comprehensive assembly knowledge from videos, which is a form of capturing procedural knowledge.",high,Yes,"The dataset is created to enable technological breakthrough in understanding assembly knowledge, using video and annotation technologies.",high,"Assembly video dataset (HA-ViD); multi-view and multi-modality videos; action annotations","HA-ViD dataset; video; annotations","Imaging, Sensing, and Perception Technologies",high,"Assembly progress, process efficiency, task collaboration, skill parameters and human intention","procedural know-how; teamwork or coordination know-how",high
0a2a243e-0cc5-4bde-b50e-df01f18c3357,Yes,"The paper presents a data management framework that includes data-based knowledge acquisition for risk estimation, explicitly discussing knowledge acquisition.",high,Yes,"The framework uses data preparation, quality assessment, and data-based knowledge acquisition, implying the use of data management technologies.",high,"Data management framework","Data management framework","Data, Information, and Knowledge Systems",high,"Data-based knowledge acquisition","expert judgment",medium
8cd466e8-53c0-4486-a1b1-486c7560ce7f,Yes,"The chapter discusses designing rigorous studies for technology-based reading interventions like Knowledge Acquisition and Transformation (KATE), focusing on knowledge acquisition.",high,Yes,"The chapter explicitly discusses the Knowledge Acquisition and Transformation Expansions (KATE) intervention, which is a technology-based reading intervention.",high,"Knowledge Acquisition and Transformation Expansions (KATE)","KATE intervention","Data, Information, and Knowledge Systems",high,None identified,None identified,None identified
346a2f37-deb7-45ce-b73a-ea99369074a4,Yes,"The article investigates criteria for prosumers' decisions to use power balancing technology, a process that includes knowledge acquisition.",high,No,"The study focuses on the decision-making process and features of power balancing technology, not on digital technologies for knowledge capture/retention.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
fd5993c9-5922-48f0-a7d1-0245476c8462,No,"The study introduces PixelMap, a TAR system for geography learning, facilitating terrain knowledge acquisition, but does not discuss capture/retention methods.",high,No,"TAR is used as a learning tool to guide geography learning, not for knowledge capture/retention.",high,"Tangible Augmented Reality (TAR) system; PixelMap","Tangible Augmented Reality; PixelMap","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
41603084-7f6d-498f-8902-42b37bba310a,Yes,"The study proposes a low-cost MTC methodology using open-source software to aid decision-making and cadastral updates, promoting territorial knowledge acquisition.",high,Yes,"The methodology explicitly uses open-source software and a web application for data management and updates, facilitating knowledge acquisition.",high,"Open-source software; web application","Open-source software; web application","Data, Information, and Knowledge Systems; Mobile, Social, and Communication Technologies",high,"Territorial knowledge","situational problem-solving knowledge",medium
5928d008-cfae-4a25-bb4a-76d365605162,Yes,"The study examines how industry-university collaboration (IUC) facilitates technology commercialization via channels including knowledge acquisition.",high,No,"The study focuses on IUC as a collaborative arrangement, not on digital technologies for knowledge acquisition.",high,None identified,None identified,None identified,high,"Knowledge acquisition; talent recruiting; direct technology transfers","expert judgment; procedural know-how",high
0028461c-eaed-4cc0-883e-be5d10637e39,No,"The case study examines students' acceptance of playing video games as a learning method for knowledge acquisition, but does not discuss capture/retention methods.",high,No,"Video games are the learning method under study, not a tool for knowledge capture/retention.",high,"Video games","Video games","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
78d1a6ac-9044-4a5d-9ff1-64601aed2fa3,Yes,"The study examines the mediating effect of energy management on corporate technological integration and energy-efficiency innovation, mentioning external knowledge acquisition.",high,Yes,"The study identifies websites and foreign technological licensing as ICT tools that relate to external knowledge acquisition.",high,"Websites; Foreign technological licensing","Websites; Foreign technological licensing","Mobile, Social, and Communication Technologies",high,None identified,None identified,None identified
8d92f784-5cce-43ad-afaf-36f791515a90,Yes,"The study creates a moderated model exploring relationships between DT and open innovation, finding that knowledge acquisition possesses distinct potentials.",high,Yes,"The study explores the role of digital transformation (DT) in open innovation and identifies knowledge acquisition as a key factor.",high,"Digital transformation (DT)","Digital Transformation","Data, Information, and Knowledge Systems",high,None identified,None identified,None identified
a8f560ec-25af-4d92-907b-83bbb56ac937,No,"The paper proposes standard metrics for XR in surgical training to quantify impact on procedural knowledge acquisition, but does not discuss capture/retention methods.",high,No,"XR is the training technology under discussion, used for learning, not for knowledge capture/retention.",high,"Extended Reality (XR) technologies","Extended Reality","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
f81e05a2-7c6a-4947-91c1-12e77bb63fde,No,"The project presents a platform for gamifying educational activities using laser sensors, aiming for curricular knowledge acquisition, but does not discuss capture/retention.",high,No,"The platform uses gamification and laser sensors as an educational tool, not for knowledge capture/retention.",high,"Technological platform; laser sensors; gamification","Technology platform; laser sensors; gamification","Human–Computer Interaction and Immersive Technologies; Imaging, Sensing, and Perception Technologies",high,None identified,None identified,None identified
119a004d-b2b4-42b5-8e06-155e062f9b69,Yes,"The study explores the knowledge management process including knowledge acquisition on organizational performance, explicitly discussing knowledge acquisition.",high,No,"The study focuses on KM processes conceptually, not on specific digital technologies.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
e354b4ec-2708-4079-a467-30aaf4511ad2,No,"The study validates a deep learning activity model enhanced by generative AI, measuring knowledge acquisition, but does not discuss capture/retention methods.",high,No,"Generative AI is used as a supportive technology in the learning model, not for knowledge capture/retention.",high,"Generative artificial intelligence (AI)","Generative AI","Artificial Intelligence and Intelligent Computation",high,None identified,None identified,None identified
9703323a-a555-4874-b0e6-35ef4e358990,No,"The study investigates teaching strategies in immersive educational environments for knowledge acquisition, but does not discuss capture/retention methods.",high,No,"Edutainment systems (web app, multimedia exhibit) are the learning environments, not capture/retention tools.",high,"Multi-platform web app; multimedia exhibit","Web app; multimedia exhibit","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
0a23b3b9-50cf-4191-80a2-c706f51144c8,No,"The study assesses a mixed reality environment for learning, investigating cognitive load and knowledge retention, but does not discuss capture/retention methods.",high,No,"Mixed reality is the learning environment, not a tool for knowledge capture/retention.",high,"Mixed reality","Mixed Reality","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
04c83932-70a5-41c0-b634-e3c27b7728bf,No,"The systematic review examines XR for public understanding of science, noting improvements in knowledge retention, but does not discuss capture/retention methods.",high,No,"XR technologies (AR, VR) are reviewed as tools for engagement and science literacy, not for capture/retention.",high,"Extended Reality (XR); Augmented Reality (AR)","Extended Reality; Augmented Reality","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
d8ee110a-cba4-4665-81fe-0cfaeee8228e,No,"The analysis compares deep and superficial learning, discussing knowledge retention, but does not discuss methods to capture or retain knowledge.",high,No,"The paper discusses AI and digital access in the context of learning, but not as tools for capture/retention.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
6c6d8ede-18de-4c28-939e-b31c3b151b5d,No,"The meta-analysis investigates the effect of chatbot technology on learning outcomes, including knowledge retention, but does not discuss capture/retention methods.",high,No,"Chatbot technology is the intervention under study, used for learning, not for capture/retention.",high,"Chatbot technology","Chatbot technology","Artificial Intelligence and Intelligent Computation",high,None identified,None identified,None identified
68be0028-bd17-44c0-8a84-c897e04b3ae4,No,"The paper explores ICT solutions (VR, AR, mobile apps) for safety training to enhance knowledge retention, but does not discuss capture/retention methods.",high,No,"VR, AR, and mobile apps are discussed as training delivery tools, not for knowledge capture/retention.",high,"Virtual reality (VR); Augmented reality (AR); mobile applications","VR; AR; mobile apps","Human–Computer Interaction and Immersive Technologies; Mobile, Social, and Communication Technologies",high,None identified,None identified,None identified
734af40c-d126-4045-aa2c-63741e9a3b0a,No,"The pilot study evaluates an AR mobile app for anatomy education on knowledge retention, but does not discuss methods to capture or retain knowledge.",high,No,"AR mobile app (Anat_Hub) is the learning tool, not a capture/retention tool.",high,"AR mobile application (Anat_Hub)","AR mobile app","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
70dfe7cf-9792-4451-a536-35b6a9ae8b07,Yes,"The study develops an AIGC music generation framework to support organizational knowledge creation and reuse, aligning with knowledge management goals.",high,Yes,"The framework is explicitly designed to support KM processes including knowledge capture, transfer, and reuse.",high,"AIGC music generation framework; hybrid Transformer-GNN framework; dual-loop control mechanism","AIGC music generation framework; Transformer-GNN; dual-loop control","Artificial Intelligence and Intelligent Computation",high,"Organizational knowledge; knowledge capture, transfer, and reuse","expert judgment",high
a89a74fa-6c75-4d3f-a503-88fbe6ccd3c2,No,"The study investigates the effects of visualization on promoting sustainability knowledge and knowledge acquisition, but does not discuss capture/retention methods.",high,No,"Visualization features (explanation illustration, dynamic linking) are studied in a driving simulation with eye tracking, but as a tool for understanding, not capture/retention.",high,"Visualization; driving simulations; eye tracking","Visualization; driving simulation; eye tracking","Human–Computer Interaction and Immersive Technologies; Imaging, Sensing, and Perception Technologies",high,None identified,None identified,None identified
d9fe9590-7f9a-4410-af28-7118404f45b2,Yes,"The study explores the effects of cross-border search and knowledge co-creation on service innovation, following the logic of knowledge acquisition.",high,No,"The study focuses on the conceptual processes of cross-border search and knowledge co-creation, not on specific digital technologies.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
8db20f3e-2cea-40ac-a01e-d7622a23bd68,No,"The study analyzes advantages of immersive technologies for creating didactic materials, aiming for knowledge acquisition, but does not discuss capture/retention methods.",high,No,"Immersive technologies (AR, VR, MR, 360 content) are proposed as tools for creating educational materials, not for knowledge capture/retention.",high,"Augmented Reality (AR); Virtual Reality (VR); Mixed Reality (MR); 360 degrees content","AR; VR; MR; 360 content","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
67949eb2-c9a5-447f-8734-915de0062d48,No,"The study investigates a VR-based library orientation system for knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"VR is used as an orientation tool to enhance understanding, not for knowledge capture/retention.",high,"Virtual Reality (VR)-based library orientation system","VR-based library orientation","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
28623f1f-625b-4956-a1c3-b53adfa02faa,Yes,"The systematic review identifies knowledge management as a key factor for organizational performance, and highlights knowledge acquisition in organizations.",high,No,"The review focuses on strategic components like innovation and knowledge management, not on specific digital technologies for capture/retention.",high,None identified,None identified,None identified,high,"Knowledge acquisition","procedural know-how",medium
8d9dfbfe-98fe-4921-93dc-4724a9082984,No,"The paper proposes a VR application for visualizing biological data and assesses its quality, but does not discuss methods to capture or retain knowledge.",high,No,"VR is used for visualization, not for knowledge capture/retention.",high,"Virtual Reality (VR) application","VR application","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
befe0ccc-e0f4-461b-9fe3-d783add7bc80,No,"The study explores digital game-based learning (DGBL) for environmental literacy, focusing on knowledge acquisition, but does not discuss capture/retention methods.",high,No,"DGBL is the learning approach, not a tool for knowledge capture/retention.",high,"Digital game-based learning (DGBL)","Digital game-based learning","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
bf02d9ed-16e7-4da5-9255-1af51a9a948c,No,"The study evaluates translation technology training effectiveness based on perceptions, including knowledge acquisition, but does not discuss capture/retention methods.",high,No,"Translation technology is the subject of the training, not a tool used for capture/retention in the study.",high,"Translation technology","Translation technology","Artificial Intelligence and Intelligent Computation",medium,None identified,None identified,None identified
c5592848-7b1e-4e45-a9be-43957d98f179,No,"The research presents an inclusive learning platform with serious games for knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"The platform uses serious games and interactive projection as learning tools, not for knowledge capture/retention.",high,"Serious games; interactive projection technology; depth camera","Serious games; interactive projection; depth camera","Human–Computer Interaction and Immersive Technologies; Imaging, Sensing, and Perception Technologies",high,None identified,None identified,None identified
1d2f61b6-6a4c-40ce-b93e-dbeebe15532a,Yes,"The study investigates critical success factors for LSS implementation in SMEs, identifying knowledge acquisition as one of four main factors.",high,No,"The study identifies knowledge acquisition as a factor, but does not discuss digital technologies used for it.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
286183f1-d38b-4ed7-9c4d-0f37943949f1,No,"The study evaluates the impact of 2D and 3D navigation interfaces in AR-HUD on drivers' spatial learning and knowledge acquisition, but does not discuss capture/retention.",high,No,"AR-HUD is the navigation technology under study, used to influence learning, not to capture/retain knowledge.",high,"Augmented Reality Head-Up Displays (AR-HUDs); 2D and 3D Arrow Navigation Interfaces (ANIs)","AR-HUD; 2D/3D navigation interfaces","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
5a1b1caf-b5d8-4c33-940e-332e57257b9a,No,"The study explores the use of AR and VR as educational resources for teaching the solar system, focusing on knowledge acquisition, but does not discuss capture/retention.",high,No,"AR and VR are used as teaching tools, not for knowledge capture/retention.",high,"Augmented reality (AR); virtual reality (VR)","AR; VR","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
26b27339-aba8-496a-a862-174a44f3b940,Yes,"The study investigates teachers' informal learning activities and knowledge acquisition preferences for technology integration, explicitly discussing knowledge acquisition.",high,No,"The study focuses on learning activities and preferences, not on specific digital technologies used for capture/retention.",high,None identified,None identified,None identified,high,"Technical skills; pedagogical knowledge","procedural know-how; expert judgment",high
ff34ca41-437f-4b24-8be5-02ccc41ed091,No,"The review discusses VR technology for knowledge acquisition in education, biological data, and games, but does not discuss methods to capture or retain knowledge.",high,No,"VR is the technology under review, used as a learning tool, not for knowledge capture/retention.",high,"Virtual Reality (VR) technology","Virtual Reality","Human–Computer Interaction and Immersive Technologies",high,None identified,None identified,None identified
20b6e639-b4e1-4b87-8e0d-27738c8980f2,No,"The study examines the openness of consultants and clients to digital consulting services, mentioning new types of knowledge acquisition methods, but not capture/retention.",high,No,"The study discusses digital consulting services, but not as a method for knowledge capture/retention.",high,"Digital consulting services","Digital consulting services","Mobile, Social, and Communication Technologies",medium,None identified,None identified,None identified
2f7bf07c-e52a-4dc1-85fa-c984ef25f25f,No,"The article discusses the flipped classroom approach in Arabic language teaching, moving knowledge acquisition outside the classroom, but does not discuss capture/retention.",high,No,"Educational technology (online platforms, videos) is used to facilitate the flipped model, but not for knowledge capture/retention.",high,"Educational technology; online platforms; educational videos; digital resources","Educational technology; online platforms; videos","Mobile, Social, and Communication Technologies",high,None identified,None identified,None identified
727779a5-cf3a-491d-84ab-41d0486e9bd0,No,"The study discusses applied learning for developing knowledge on AI among students, focusing on knowledge acquisition, but does not discuss capture/retention methods.",high,No,"The study focuses on applied learning as a pedagogical approach, not on digital technologies for capture/retention.",high,None identified,None identified,None identified,high,None identified,None identified,None identified
2d8b91ff-9f1c-4248-89bf-5542ad66ca63,Yes,"The study investigates how enterprise social media use affects employee creativity via internal information exchange and external knowledge acquisition, explicitly discussing knowledge acquisition.",high,Yes,"The study explicitly examines enterprise social media (ESM) usage as a technology that facilitates external knowledge acquisition.",high,"Enterprise social media (ESM)","Enterprise social media","Mobile, Social, and Communication Technologies",high,"External knowledge acquisition","situational problem-solving knowledge",medium
69d9e4f0-db6f-45cc-aac4-f1f1633987b6,No,"The study compares robot- and tablet-facilitated PBL on STEM knowledge acquisition, but does not discuss methods to capture or retain knowledge.",high,No,"Robots and tablets are used as educational tools, not for knowledge capture/retention.",high,"DrawDio-enhanced project-based learning (PBL); robot-facilitated PBL; tablet-facilitated PBL","DrawDio PBL; robot PBL; tablet PBL","Human–Computer Interaction and Immersive Technologies; Mobile, Social, and Communication Technologies",high,None identified,None identified,None identified
