uuid,kr_flag,kr_evidence,kr_confidence,tacit_knowledge,TK_normalized,TK_confidence,DT_flag,DT_evidence,DT_confidence,Digital_Technologies,DT_normalized,article_type,article_type_evidence,article_type_confidence,kr_DT_evidence,ic_label
876ad942-efa2-4da4-87ce-1d0e055a5be4,Yes,This study aims to integrate social capital theory and the knowledge-based view of firms to develop and test a theoretical framework of the mechanisms that explain the influence of relational governance (RG) on lead-time performance (LTP) of developing-country suppliers in global value chains (GVCs). RG creates knowledge and learning opportunities that transform into LTP.,medium,knowledge and learning opportunities,Relational Tacit Knowledge,medium,No,The abstract does not mention the use of digital technologies to capture or retain knowledge.,None identified,None identified,None identified,Empirical Study,Hypotheses were tested using data collected from a sample of 321 Bangladeshi suppliers embedded in apparel GVCs by using structural equation modeling.,high,Undisposed,False
878cc251-ee82-48b5-8e98-8b2080c78309,No,"The abstract discusses the effects of using the 6E model and a robot teaching assistant on students' STEM knowledge, learning motivation, and hands-on performance, but does not mention capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,Yes,The study uses a robot teaching assistant to enhance learning efficiency in hands-on STEM activities.,high,robot teaching assistant,Human–Computer Interaction and Immersive Technologies,Empirical Study,"Conducted over 12 weeks with 103 participants, the study employed a quasi-experimental design.",high,Undisposed,False
87b5d066-f079-4dbd-ba5f-737ea78b7a33,No,"The abstract discusses a multi-strategy predator algorithm for passenger flow prediction, but does not mention capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,Yes,"The abstract mentions the use of big data technology, Marine Predator Algorithm, regularized extreme learning machines, and Collaborative Filtering Algorithms for passenger flow prediction.",high,big data technology; Marine Predator Algorithm; regularized extreme learning machines; Collaborative Filtering Algorithms,"Artificial Intelligence and Intelligent Computation; Data, Information, and Knowledge Systems",Empirical Study,"The experiment findings denote that the performance parameters of the algorithm are excellent, with extremely strong convergence performance, and only 30 iterations are needed to reach the optimal solution.",high,Undisposed,False
87cdf000-50f1-4154-9a52-fdcd37be26ac,No,The primary objective of this research is to develop accurate predictive models for compressive strength (CS) and flexural strength (FS) of 3D-printed fiber-reinforced concrete (3DP-FRC) using advanced machine learning techniques.,high,None identified,None identified,high,Yes,"The study evaluates six extreme learning-based approaches: the standard extreme learning machine (ELM) and its optimized variants using differential evolution (ELM-DE), grey wolf optimization (ELM-GWO), whale optimization algorithm (ELM-WOA), genetic algorithm (ELM-GA), and bat algorithm (ELM-BAT).",high,extreme learning machine (ELM); differential evolution (ELM-DE); grey wolf optimization (ELM-GWO); whale optimization algorithm (ELM-WOA); genetic algorithm (ELM-GA); bat algorithm (ELM-BAT),Artificial Intelligence and Intelligent Computation,Empirical Study,"A substantial database was assembled for this investigation, consisting of 299 CS laboratory specimens and 200 FS examples extracted from published research. This data was leveraged to develop diverse, dependable predictive frameworks based on ELM technology.",high,Undisposed,False
87e53443-8761-4c75-9a8b-66711fa742cd,No,"The abstract discusses the construction of a knowledge graph and proactive service mechanism for knowledge service in space quality management, but does not mention capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,Yes,"The abstract mentions the construction of structured knowledge graph, non-graph knowledge processing technology, and a scenario-based recommendation mechanism combining user portrait, context information and deep learning algorithm.",high,knowledge graph; non-graph knowledge processing technology; deep learning algorithm,"Data, Information, and Knowledge Systems; Artificial Intelligence and Intelligent Computation",Conceptual Framework,This paper studies and proposes a solution based on knowledge graph and proactive service mechanism.,medium,Undisposed,False
87f0c717-acd7-4f19-a158-48dbe12e5afc,No,"The aim of the study was to describe a DNP student’s experience using a generative AI tool to supplement traditional study strategies and improve learning outcomes. The approach is evaluated against academic performance, clinical feedback, and alignment with the American Association of Colleges of Nursing Essentials.",low,None identified,None identified,None identified,Yes,"This case narrative outlines how Chat Generative Pre-trained Transformer (ChatGPT), an AI tool, was integrated into a first-year DNP student’s daily study routines for concept simplification, reinforcement through repetition, and clarification of complex content.",high,Chat Generative Pre-trained Transformer (ChatGPT),Artificial Intelligence and Intelligent Computation,Case Study,"This case narrative outlines how Chat Generative Pre-trained Transformer (ChatGPT), an AI tool, was integrated into a first-year DNP student’s daily study routines for concept simplification, reinforcement through repetition, and clarification of complex content.",high,Undisposed,False
882cf878-bc89-4592-9f0d-67952ebdf266,Yes,"This study explores the comparative effects of traditional 2D and immersive 360° documentary formats on educational outcomes and knowledge retention broadly on ethnic minority culture, represented by the Miao culture, one of the most representative in the country. Using visual materials capturing Miao villages, folk dances, and crafts as a case study, the study produced documentaries in both formats. Eighty-four participants engaged with these documentaries, providing data on knowledge retention and viewer engagement.",high,"knowledge of Miao villages, folk dances, and crafts",Collective Tacit Knowledge,medium,Yes,"Using visual materials capturing Miao villages, folk dances, and crafts as a case study, the study produced documentaries in both formats.",medium,immersive 360° documentary formats; traditional 2D documentary formats,Human–Computer Interaction and Immersive Technologies,Empirical Study,"Eighty-four participants engaged with these documentaries, providing data on knowledge retention and viewer engagement.",high,Undisposed,True
8849a1fd-35c8-4385-8171-12300f1200ad,Yes,"To explore the relationships among polychronicity, multitasking behavior and learning performance (including knowledge acquisition and learning satisfaction) in an online learning environment.",high,"polychronicity, multitasking behavior and learning performance (including knowledge acquisition and learning satisfaction)",None identified,low,No,"The relationship among variables was analyzed from 865 responses obtained from a questionnaire survey, and independent sample t tests and SEM analysis were used to examine the research hypotheses.",low,None identified,None identified,Empirical Study,"The relationship among variables was analyzed from 865 responses obtained from a questionnaire survey, and independent sample t tests and SEM analysis were used to examine the research hypotheses.",high,Undisposed,False
888c435e-8417-4aae-a6df-99c8ccabcfc0,No,"The abstract does not discuss preserving, capturing, retaining, or preventing loss of knowledge from individuals, group, and organization environment.",high,None identified,None identified,low,Yes,The proposed research focused on using hybrid Deep Learning (DL) model by integrating Convolutional Neural Network (CNN) and Long Short Term Memory (LSTM).,high,hybrid Deep Learning (DL) model; Convolutional Neural Network (CNN); Long Short Term Memory (LSTM),Artificial Intelligence and Intelligent Computation,Empirical Study,"Experimental results showed that the proposed LSTM-CNN-CSS achieved sensing accuracy at 98.34%, precision at 95.62%, recall at 96.77% when compared to the traditional SS classification models such as Ensemble Convolutional Recurrent Neural Network (ECRNN) and LSTM-Extreme Learning Machine (LSTM-ELM).",high,Undisposed,False
888c6e01-e06a-4b61-8d69-25b309cec745,Yes,"The paper analyzes the influence of integrating artificial intelligence (AI)- based knowledge management initiatives on the decision-making process of leadership in large-scale initiatives. Leveraging artificial intelligence-based knowledge management initiatives has become essential to enhance resilience and operational efficiency. The qualitative data analysis has shown how AI-driven tools can significantly improve the data analysis in real time, ultimately facilitating knowledge management and enhancing the predictive insights shaping and devising strategic decisions.",high,Knowledge management initiatives; predictive insights shaping and devising strategic decisions,Collective Tacit Knowledge,medium,Yes,"Leveraging artificial intelligence-based knowledge management initiatives has become essential to enhance resilience and operational efficiency. The qualitative data analysis has shown how AI-driven tools can significantly improve the data analysis in real time, ultimately facilitating knowledge management and enhancing the predictive insights shaping and devising strategic decisions.",high,artificial intelligence-based knowledge management initiatives; AI-driven tools,Artificial Intelligence and Intelligent Computation,Conceptual Framework,The paper discusses the challenges in adopting the AI-based knowledge management initiatives. Leadership support can be marked vital as a clear support with visionary guidance is necessary to gain traction. The study investigates the role of leadership support in the AI-based KM initiatives for the success of the project.,medium,Undisposed,False
88d9cdd9-b791-4cf5-9426-d3f983e3e674,Yes,"This study explores the impact of novel teaching strategies in orthopaedic education through an extensive literature review and evaluation of current trends. Key parameters assessed include student engagement, knowledge retention, and clinical skill development.",high,None identified,None identified,low,No,The study does not explicitly mention the use of digital technologies to capture or retain tacit knowledge.,low,None identified,None identified,Literature review,This study explores the impact of novel teaching strategies in orthopaedic education through an extensive literature review and evaluation of current trends.,high,Undisposed,False
88efd65e-d492-4229-ae93-ed9db45518e5,No,"Although digital technology (DT) is often introduced with the aim of enhancing organizational knowledge transfer and learning, these aims often fail to materialize. Leveraging the literature on strategic ignorance, we explore how actors expected to use technology for learning purposes justify their non-engagement with it.",medium,None identified,None identified,None identified,Yes,"Studying an implementation of a DT with the purpose of facilitating organizational learning on basis of provided data in health care, we identify seven ignoring justifications through which the target users of the DT avoided key knowledge acquisition and knowledge-based action activities.",medium,digital technology (DT),"Data, Information, and Knowledge Systems",Empirical Study,"Studying an implementation of a DT with the purpose of facilitating organizational learning on basis of provided data in health care, we identify seven ignoring justifications through which the target users of the DT avoided key knowledge acquisition and knowledge-based action activities.",medium,Undisposed,False
89127d76-eb2a-4c0b-98f2-5a004b2d0648,Yes,"This study constructed jigsaw-integrated task-driven learning (jigsaw-TDL) in a high school Python programming course under a STEM curriculum and verified its teaching effectiveness on students' learning motivation, computational thinking, collaborative skills, and programming performance both quantitatively and qualitatively.",high,"students' learning motivation, computational thinking, collaborative skills, and programming performance","Other(students' learning motivation, computational thinking, collaborative skills, and programming performance)",medium,No,The abstract does not explicitly mention the use of digital technologies to capture or retain tacit knowledge.,medium,None identified,None identified,Empirical Study,"Questionnaires, programming tasks, and semistructured interviews were comprehensively applied to examine students' learning outcomes.",high,Undisposed,False
8912f062-fded-4a2b-9cbc-7c18574f2f67,No,"The abstract discusses the integration and optimization of teaching and evaluation processes with AI technology, but does not mention capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,No,"The abstract describes the use of AI technology for instructional support, but not for capturing or retaining tacit knowledge.",high,None identified,None identified,Case Study,"During the reform, the following modulus, including interactive conversation led by guide words, optional module expansion for practical applications, error-spotting games for figures and literatures, curriculum design and composition of business plans are facilitated by the AI assistant to improve the interest, breadth and depth of the curriculum contents.",medium,Undisposed,False
89203579-3340-45b0-912d-ca499087fdaf,No,This scoping review explores the pedagogical implications of GenZ's learning traits and advocates for a generational shift in orthopedic education to align with their cognitive styles and career aspirations.,medium,None identified,None identified,None identified,No,The abstract discusses the use of digital tools but does not explicitly mention their use to capture or retain tacit knowledge.,medium,None identified,None identified,Literature review,This scoping review explores the pedagogical implications of GenZ's learning traits and advocates for a generational shift in orthopedic education.,high,Undisposed,False
896eed52-6509-4270-a854-c179facb7e3c,Yes,"This paper proposes a methodological approach based on knowledge elicitation for the conception of formal, consensual, and shared ontologies.",high,implicit knowledge related to high level know-how rarely verbalized; explicit knowledge and implicit knowledge acquired through observation,Relational Tacit Knowledge; Somatic Tacit Knowledge,medium,No,The abstract does not mention the use of digital technologies to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,The proposed approach is experimentally tested on industrial collaboration projects in the field of manufacturing (associating knowledge sources from multinational companies) and in the field of viticulture (associating explicit knowledge and implicit knowledge acquired through observation).,high,Undisposed,False
89b7b264-7b03-4f49-afee-7847ef0810ec,Yes,"The abstract discusses the impact of knowledge management process on worker performance, the mediating role of smart technologies, and the importance of training/skill development, indicating a focus on capturing and retaining knowledge from individuals and organizational environments.",high,knowledge sharing; knowledge acquisition; knowledge utilization,Relational Tacit Knowledge,high,Yes,The abstract mentions the use of smart technologies to enhance worker performance and the mediating role of these technologies between knowledge management process and worker performance.,high,smart technologies,"Cyber-Physical Systems, IoT, and Smart Environments",Empirical Study,"This study is quantitative in nature and data is collected with the help of well-developed questionnaire randomly from 302 employees working in different hospital in Hail health cluster. Smart PLs is used, for analyzing the PLS-SEM of conceptual framework. After the Analysis, this study found positive and significant relationship of knowledge management process (knowledge sharing, knowledge acquisition and knowledge utilization) with worker performance.",high,Undisposed,True
89dd4f8a-09e3-4173-8888-22ca902e67e0,No,We evaluated a gamified cardiometabolic health curriculum utilizing a student response system (SRS) to assess the benefits of gamification in teaching guidelines to internal medicine residents.,medium,None identified,None identified,None identified,Yes,KAHOOT!® is an SRS where learners utilize their mobile devices to answer questions.,high,KAHOOT!®,"Mobile, Social, and Communication Technologies",Empirical Study,We developed a gamified cardiometabolic health curriculum for categorical residents in internal medicine utilizing KAHOOT!®.,high,Undisposed,False
8a1b0003-ab8e-40c2-a20c-be068cf1c0ac,Yes,"The present study examines the effects of VR-mediated interventions on cultural education. In greater detail, secondary school adolescents (N = 52) embarked on a journey into local history through an immersive 360 degrees VR experience. As part of our research approach, we conducted pre- and post-intervention assessments to gauge participants' grasp of the content and further distributed psychometric instruments to evaluate their reception of VR as an instructional approach.",medium,Adolescent perceptions in cultural education,Other(Adolescent perceptions in cultural education),medium,Yes,The study uses immersive 360 degrees VR experience as an intervention.,high,Virtual Reality (VR),Human–Computer Interaction and Immersive Technologies,Empirical Study,"The present study examines the effects of VR-mediated interventions on cultural education. In greater detail, secondary school adolescents (N = 52) embarked on a journey into local history through an immersive 360 degrees VR experience.",high,Undisposed,True
8aa7096c-677d-4d5b-85a3-63730a2abde2,No,The study explores the development and evaluation of a VR-based MOOC but does not discuss capturing or retaining knowledge from individuals or organizations.,medium,None identified,None identified,None identified,No,The abstract mentions the use of VR technology but does not discuss capturing or retaining tacit knowledge.,medium,None identified,None identified,Empirical Study,"The study employed a Research and Development (R&D) approach, using the 4D model (Define, Design, Development, Dissemination) to create and assess the VR program.",high,Undisposed,False
8ae0fb6c-157b-4998-a29e-63ca2e9cf727,Yes,"This paper presents the agile model-based systems engineering (MBSE) approach used in developing the SysML-based system architecture for the MRSH system-of-systems and its context. Our objectives were to quickly demonstrate the value of MBSE to NASA, JPL, and ESA stakeholders, and to improve the quality of project artifacts by leveraging MBSE early in the project life cycle.",high,None identified,None identified,None identified,Yes,"The agile MBSE methods we employed included: establishing a project lexicon, developing model-based requirements, developing tailored views and generating project artifacts, meta-modeling for project reuse, and model co-development using informal reviews for authoritative feedback prior to Mission Concept Review (MCR).",high,agile model-based systems engineering (MBSE); SysML-based system architecture,"Data, Information, and Knowledge Systems",Empirical Study,"In a period of 9 months, approximately 25,000 model elements, over 100 diagrams, and over 300 requirements and 50 requirement sets were developed for 9 (sub-)systems with hybrid human-robotic operations and interdependent interfaces across three cleanroom isolators.",high,Undisposed,True
8ae69fe7-c20d-4d1b-a813-94328cfd2a5c,Yes,This paper develops a research framework of knowledge acquisition and explores how automatic summarization technology helps extract knowledge of mobile payment to help managers and users reduce the financial risks.,high,knowledge of mobile payment,Other(knowledge of mobile payment),medium,Yes,"we construct the mobile payment domain thesaurus and propose an automatic summary extraction model that integrates Bi-directional Long Short-Term Memory (BiLSTM), Attention Mechanism, and Reinforcement Learning (RL). The model is then used to extract the summary of mobile payment policy documents for knowledge acquisition.",high,Bi-directional Long Short-Term Memory (BiLSTM); Attention Mechanism; Reinforcement Learning (RL),Artificial Intelligence and Intelligent Computation,Empirical Study,"Our proposed model performs better than other basic models in Rouge-2, Rouge-4, and Rouge-SU4 indexes.",high,Undisposed,True
8b206d0c-5aab-4b52-9dc4-8f3776ef524e,Yes,The Extended C&C2-Approach is introduced for systematically capturing Embodiment Function Relations (EFR) to address knowledge loss from departing engineers.,high,Embodiment Function Relations (EFR),Relational Tacit Knowledge,high,No,The abstract does not explicitly mention the use of digital technologies to capture or retain EFR.,medium,None identified,None identified,Conceptual Framework,We introduce the Extended C&C2-Approach for systematically capturing Embodiment Function Relations (EFR) to address knowledge loss from departing engineers.,high,Undisposed,False
8b614b62-2e86-4920-8d9a-2c77db9977c5,Yes,"The study focuses on identifying methods of knowledge acquisition, investigating adaptive strategies, unveiling challenges, and exploring knowledge preservation techniques among traditional fishermen.",high,ancestral wisdom and local expertise,Collective Tacit Knowledge,high,Yes,The study mentions the use of NVivo 12 software for analyzing qualitative data and suggests developing sustainable training initiatives and establishing community platforms.,high,NVivo 12 software,"Data, Information, and Knowledge Systems",Empirical Study,"Through in-depth interviews with more than two decades of experienced fishermen, qualitative data was gathered and meticulously analyzed using NVivo 12 software.",high,Undisposed,True
8b7d0a4b-7d89-4d6a-9dbe-34a65c0ad698,Yes,"The findings highlight that hands-on, practical activities, especially those integrating technology (e.g., virtual reality and interactive quizzes), significantly enhance student engagement and knowledge retention.",high,student engagement; knowledge retention,None identified,medium,Yes,"The findings highlight that hands-on, practical activities, especially those integrating technology (e.g., virtual reality and interactive quizzes), significantly enhance student engagement and knowledge retention.",high,virtual reality; interactive quizzes,Human–Computer Interaction and Immersive Technologies,Literature review,"This review aims to summarize the current evidence on teaching methodologies in anatomy education for undergraduate physiotherapy students. A scoping review was conducted consulting the PubMed, EBSCO, SCOPUS, and Web of Science databases. By analyzing ten studies involving over 1380 students, we identified four primary pedagogical approaches.",high,Undisposed,False
8bcbf324-443a-4b09-9f88-a5131e0954df,No,"The abstract discusses improving the recall rate of candidate entities and the efficiency of the connection algorithm in an entity link system, but does not mention capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,No,"The abstract mentions the use of an entity reference expansion algorithm and a graph model filtering algorithm, but these are not explicitly described as digital technologies for capturing or retaining knowledge.",medium,None identified,None identified,Empirical Study,The study designs algorithms and verifies and analyzes the efficiency of the algorithm through experiments.,high,Undisposed,False
8c0d4e67-c2f9-4304-9f81-76c535873afc,No,"The abstract focuses on predicting the remaining useful life of lithium-ion batteries using data-driven models, without discussing capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,No,The abstract does not mention the use of digital technologies to capture or retain knowledge.,high,None identified,None identified,Empirical Study,Two publicly available datasets from National Aeronautics and Space Administration (NASA) and MIT are adopted to verify the feasibility and effectiveness of the proposed method.,high,Undisposed,False
8c120edd-f8de-4ff7-8f16-760b78ad92fc,No,The abstract discusses the creation of virtual scenes for revolutionary education using VR technology but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,medium,None identified,None identified,None identified,Yes,This study focuses on the creation of virtual sceneries using virtual reality technology.,high,virtual reality technology,Human–Computer Interaction and Immersive Technologies,Empirical Study,The goal of this project is to merge virtual reality technology with actual museum artifacts as well as non-material cultural assets in order to create an online museum browsing service for visitors and the general public.,medium,Undisposed,False
8c308910-cc61-4b62-a16b-5e49f1f5eb90,Yes,"The abstract discusses the perceptions of library professionals regarding factors influencing knowledge management implementation, indicating a focus on capturing knowledge from individuals and organizations.",high,Knowledge sharing on social media platforms; Libraries’ current cultures conducive to knowledge sharing,Relational Tacit Knowledge,medium,No,The abstract discusses knowledge management implementation but does not mention the use of digital technologies to capture or retain knowledge.,medium,None identified,None identified,Empirical Study,"Methodology: This research employs a quantitative approach. The total population for the present research was 59. Forty-one library professionals from 11 private university libraries in Dhaka, Bangladesh, participated in this study, and we distributed 46 questionnaires among library professionals, as 13 of them refused to participate in the survey because they had little idea about KM.",high,Undisposed,False
8c5e1286-fae3-4f3e-b849-d40451e90b7d,Yes,"The study evaluates the impact of creating GIFs compared to traditional methodologies in teaching geology to undergraduate students in Primary Education, focusing on three key aspects: effectiveness in knowledge acquisition, motivation and interest in geology, as well as in information and communication technologies (ICTs). The results indicated that creating GIFs was more effective than traditional methodologies for enhancing geological knowledge acquisition.",high,geological knowledge acquisition,Other(geological knowledge acquisition),high,No,The study compares creating GIFs to traditional methodologies but does not explicitly state digital technologies are used to capture or retain tacit knowledge.,medium,None identified,None identified,Empirical Study,"A total of 79 students participated, divided into two groups: one group utilized the research and creation of GIFs to learn geological processes, while the other group acquired this knowledge through traditional lecture-based classes. The study was conducted over a period of three months.",high,Undisposed,False
8cca90a5-bd1a-4924-84f3-890cf3d630dd,Yes,"Further, we discuss how to promote knowledge retention and skills acquisition through cognitive and behavioral interactivity, role play demonstrations, real-time assessment, and simulation-based learning.",high,knowledge retention; skills acquisition,None identified,medium,Yes,"The advent of learning management systems (LMS) and online data collection tools has advanced scientific inquiry and reach, while also requiring mastery of an ever-changing digital landscape.",medium,learning management systems (LMS); online data collection tools,"Data, Information, and Knowledge Systems",Conceptual Framework,"This paper provides a framework for developing effective online violence prevention trainings, using tenets of bystander intervention, andragogical learning principles, learning taxonomies, and eLearning instructional design.",medium,Undisposed,False
8cd466e8-53c0-4486-a1b1-486c7560ce7f,Yes,"The abstract discusses designing rigorous studies to identify technology-based interventions to improve K-12 student reading skills, with a focus on retaining and capturing knowledge through the KATE intervention as a case study.",high,student reading comprehension skills,Other(student reading comprehension skills),medium,No,The abstract does not explicitly mention the use of digital technologies to capture or retain the tacit knowledge.,high,None identified,None identified,Case Study,This chapter presents that road using the Knowledge Acquisition and Transformation Expansions (KATE) intervention as a case study.,high,Undisposed,False
8cd96041-79ee-49b8-ad30-668fe2052761,Yes,"In this article, we examine organizational resilience to research and development (R&D) productivity losses following knowledge loss (aka forgetting) using a long panel (1970-2007) of data on U.S. biotechnology research. In our model, knowledge and R&D productivity loss may occur through three mechanisms, scientist turnover, interference with knowledge retrieval, and scientist knowledge decay.",high,scientist knowledge decay; interference with knowledge retrieval,Other(scientist knowledge decay; interference with knowledge retrieval),medium,No,The abstract does not explicitly mention the use of digital technologies to capture or retain tacit knowledge.,medium,None identified,None identified,Empirical Study,"In our model, knowledge and R&D productivity loss may occur through three mechanisms, scientist turnover, interference with knowledge retrieval, and scientist knowledge decay. Our model also proposes three means through which organizations may become resilient to the effects of knowledge loss on R&D productivity.",medium,Undisposed,False
8cfe4668-c4c7-4f7e-9d95-882d081fba86,Yes,"The research has advanced its knowledge by determining how AI-based analytics, knowledge acquisition, opportunity exploitation, and circular innovation orientation drive circular product development performance. The study also examines these relationships under the influence of knowledge transfer and sustainable entrepreneurial orientation, which serve as mediators and moderators.",high,"knowledge acquisition, opportunity exploitation, circular innovation orientation","Other(knowledge acquisition, opportunity exploitation, circular innovation orientation)",high,Yes,"The research has advanced its knowledge by determining how AI-based analytics, knowledge acquisition, opportunity exploitation, and circular innovation orientation drive circular product development performance.",high,AI-based analytics,Artificial Intelligence and Intelligent Computation,Empirical Study,"The outcomes based on PLS-SEM, reveal that factors such as AI-based analytics, knowledge acquisition, opportunity exploitation, and circular innovation directly influence circular product development performance.",high,Undisposed,True
8d00ff0c-0d56-4db4-a7a6-f42aad615709,Yes,"Integrated Drilling Services (IDS) provided a unified method of channeling multi-disciplinary solutions and technologies to ensure high quality planning and risk management, optimized execution strategies and knowledge capture.",high,knowledge capture,Other (knowledge capture in drilling operations),medium,Yes,"Technological changes were implemented, including the utilization of newly developed spacers and cement slurries to achieve competent cement behind 9-5/8"" casing for reservoir sealing, the use of circulating subs across open and cased hole at higher rates than normal for slim hole sizes, and best in class lubricants in reservoir drilling fluids to reduce the friction factor and aid the drilling of the slim ERD hole section and subsequent lower completion run.",medium,newly developed spacers and cement slurries; circulating subs; best in class lubricants in reservoir drilling fluids,Other (specialized drilling technologies),Case Study,"This paper demonstrates the integrated approach solutions and best operational practices instituted during a linerless slim hole extended reach drilling (ERD) campaign in a mature oilfield, located onshore Abu Dhabi, United Arab Emirates.",high,Undisposed,True
8d171dc0-abcb-43f0-9b4d-77e76754024c,No,"The abstract discusses a method of using wireless communication technology to achieve load control and a power load forecasting method, but does not mention capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,Yes,"The abstract mentions using wireless communication technology, data mining, Pearson correlation analysis, and an extreme speed learning machine based on Spike algorithm to achieve load prediction of power grid.",high,wireless communication technology; data mining; Pearson correlation analysis; extreme speed learning machine based on Spike algorithm,"Data, Information, and Knowledge Systems; Artificial Intelligence and Intelligent Computation",Empirical Study,"The experiment has proven that the established prediction model has a high prediction accuracy, with a prediction coefficient of 0.95.",high,Undisposed,False
8d20ba5c-8689-4460-a8e8-bc97854a4ccd,No,The study explores the potential application and perception of VR in medical education but does not discuss capturing or retaining knowledge from individuals or organizations.,medium,None identified,None identified,None identified,No,The abstract mentions the use of VR technology but does not discuss capturing or retaining tacit knowledge.,medium,None identified,None identified,Empirical Study,This study aimed to explore the potential application and perception of VR in a focus group of medical students as an innovative tool for learning anatomy.,high,Undisposed,False
8d3165d6-2adb-41c6-a80c-ccd3a45459cf,Yes,"This study introduces a new approach to enhance intubation medical training by developing an immersive Virtual Reality (VR) storyboard. The VR storyboard comprises ten scenes, each representing a key step in the intubation procedure, aligning with recent developments and incorporating real-life complexities. Developed collaboratively with board-certified physicians, medical students, and software programmers, our methodology integrates practice-based guidelines and fosters interdisciplinary collaboration.",high,Key steps in the intubation procedure; Practice-based guidelines,Collective Tacit Knowledge,high,Yes,This study introduces a new approach to enhance intubation medical training by developing an immersive Virtual Reality (VR) storyboard.,high,Virtual Reality (VR),Human–Computer Interaction and Immersive Technologies,Empirical Study,"Preliminary results from comprehensive focus group assessments, combining quantitative metrics and qualitative insights, demonstrate positive impacts on trainee engagement, procedural knowledge retention, and critical decision-making skills.",high,Undisposed,True
8d50274b-0725-4391-a555-44bd75b8c41c,Yes,"The analysis revealed evidence of the logic of open innovation in the EC acquisition processes of SMEs. Relevant aspects were also identified regarding the management and processes of EC acquisition among SMEs, which can be recovered as contributions to the academic debate and management practices.",medium,management and processes of external knowledge acquisition among SMEs,Relational Tacit Knowledge,medium,No,The abstract does not mention the use of digital technologies to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,"Methodology: The method used is qualitative, exploratory and interpretative, employing a systematic literature review to develop the research instruments. The fieldwork was supported by 9 semi-structured interviews with managers/professionals from the 7 SMEs investigated, and was carried out in the Seoul region, South Korea.",high,Undisposed,False
8d92f784-5cce-43ad-afaf-36f791515a90,No,"Although DT can help companies develop open innovation as a new value proposition, the external operating constraints of the company may limit the use of this strategy. However, previous studies have not investigated the processes that limit the effects of DT on open innovation.",medium,None identified,None identified,None identified,Yes,"The development of digital technologies, including big data, analytics, blockchain, cloud, and social media, has resulted in a rise in the creation and deployment of digital transformation (DT) strategies by organizations.",high,"big data, analytics, blockchain, cloud, and social media","Data, Information, and Knowledge Systems; Distributed, Secure, and Trust Technologies; Cyber-Physical Systems, IoT, and Smart Environments; Mobile, Social, and Communication Technologies",Conceptual Framework,We create a moderated explanatory model that explores the relationships between DT and open innovation. It is based on the theories of constraint and dynamic capability.,high,Undisposed,False
8d9dfbfe-98fe-4921-93dc-4724a9082984,No,"The abstract discusses evaluating the quality of VR applications using metrics such as performance, usability, user engagement, accuracy, and safety, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,No,The abstract mentions the use of VR technology and questionnaires for evaluation but does not explicitly discuss using digital technologies to capture or retain tacit knowledge.,medium,None identified,None identified,Empirical Study,"The paper proposes a VR application and assesses it using a variety of VR software evaluation metrics, collecting insights from expert biologists via questionnaires.",high,Undisposed,False
8dc6a3ae-803a-47f9-85a6-6959994a02d6,Yes,"To enhance student engagement and modernize the learning experience, we implemented various gamification tools in the Biology course of the Veterinary Medicine degree. Our findings support gamification as a valuable tool in higher education, particularly in science-based courses. By aligning teaching methods with students’ expectations and cognitive habits, educators can improve both learning outcomes and classroom dynamics.",high,None identified,None identified,None identified,Yes,"To enhance student engagement and modernize the learning experience, we implemented various gamification tools in the Biology course of the Veterinary Medicine degree. Strategies included a zoology-themed version of the classic game “Who’s Who?”, the use of the Kahoot! platform to review practical content, and interactive sessions designed to promote debate and teamwork in solving complex problems.",high,Kahoot! platform,Human–Computer Interaction and Immersive Technologies,Empirical Study,"The impact of these methods was assessed through academic performance data and student surveys focusing on engagement, knowledge acquisition, subject interest, and perceptions of the teaching team.",high,Undisposed,True
8e03df58-7cb8-4bb1-bea8-adfef9a12c1b,No,"The study examines Taqiyudin Malik's Instagram account posts, specifically those collected in the #TamparanPagi (Morning Slaps) category, to understand how social media can be used to convey religious thoughts. There is no clear discussion on capturing or retaining knowledge from individuals or organization environment.",medium,None identified,None identified,None identified,Yes,The use of social media as a tool to convey religious thoughts has a considerable impact when carried out on/by accounts of public figures that are popular among millennials.,high,social media; Instagram,"Mobile, Social, and Communication Technologies",Empirical Study,"Using sociolinguistics and netnography approaches as well as employing a descriptive qualitative method, we examined Taqy's account posts, specifically those collected in the #TamparanPagi (Morning Slaps) category.",high,Undisposed,False
