uuid,kr_flag,kr_evidence,kr_confidence,tacit_knowledge,TK_normalized,TK_confidence,DT_flag,DT_evidence,DT_confidence,Digital_Technologies,DT_normalized,article_type,article_type_evidence,article_type_confidence
8ed1e2c1-ff65-4156-b8d7-3548c7dc6ee9,No,"The study evaluates the effects of interaction frequency with chatbots on learning autonomy, but does not discuss capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,No,"The study uses chatbots, but they are not used to capture or retain tacit knowledge.",high,None identified,None identified,Empirical Study,The 1-year longitudinal study was designed to be conducted from May 2022 to May 2023 and included three rounds of surveys of 1155 undergraduate students on their use of robots for learning.,high
c30347be-25b1-437a-a95b-99e039e1d3ef,No,"The study focuses on the development of a mixed-reality application for indoor building navigation and evacuation, but does not discuss capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,Yes,The application uses feature extraction for location sensing and situational awareness to provide accurate and reliable navigation in any indoor environment using Microsoft HoloLens.,high,Microsoft HoloLens; Mixed reality (MR) technologies; Feature extraction,"Human–Computer Interaction and Immersive Technologies; Imaging, Sensing, and Perception Technologies; Others(*)",Empirical Study,"Experimental results demonstrate the effectiveness of the application, providing 3D visualizations of multilevel spaces and aiding individuals in understanding their position and evacuation path during emergencies.",high
7feeab77-4aa7-4bf8-8f9e-920e0ba206b0,No,"The study focuses on the development and evaluation of a location-based game for first-year students, but does not discuss capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,No,"The study uses a location-based game, but it is not used to capture or retain tacit knowledge.",high,None identified,None identified,Empirical Study,"Using a mixed-methods approach, the study collects quantitative data through pre-post measures as well as qualitative data synthesis using an online open-ended questionnaire.",high
ff99d72f-224b-4fc6-a9a1-712c2099f4c7,No,"The study explores the effectiveness of AI-generated learning materials in facilitating active learning strategies and knowledge retention, but does not discuss capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,None identified,Yes,The study uses AI-generated learning materials to support active learning strategies and knowledge retention.,high,AI-generated learning materials,Artificial Intelligence and Intelligent Computation,Empirical Study,"Primary data was collected through structured questionnaire administered online via Google form. Based on the non-probability sampling technique, 300 higher education tutors and students across the UK were purposively targeted, out of which 218 (72.7%) response rate was achieved.",high
b7c62eb5-2f0f-4179-9479-500ae2d31f55,Yes,"The study develops a protocol for the management, transfer, and retention of critical knowledge to address the skills gap due to retirements and rotations of civil service staff.",high,"Tacit, operational, and individually owned knowledge; Tacit technological knowledge",Somatic Tacit Knowledge; Somatic Tacit Knowledge,high,No,The study does not use digital technologies to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,"A scoping review is conducted in Scopus and Web of Science to develop the protocol, to identify critical knowledge workers through tool scores. The instrument developed in this research includes two pilots on Baby Boomer and Millennial workers.",high
00c107d0-13a6-4d2d-9b7d-5fbf7c472f8b,No,The study focuses on the impact of robot-assisted teaching and learning systems in STEM education. It does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,"Cyber-physical systems (CPS), along with information technology devices such as portable devices and robots, materials including knowledge contents, and Internet resources, can be integrated into curricula to guide learners in observing and experiencing STEM (science, technology, engineering, and mathematics) knowledge and skills. The combination of robot teachers and tablet computers served as a supplementary learning resource within the learning environment.",high,Cyber-physical systems; portable devices; robots; tablet computers,"Cyber-Physical Systems, IoT, and Smart Environments; Mobile, Social, and Communication Technologies",Empirical Study,"An experimental design was employed, with 30 college students assigned to learn and create a Drawdio electronic sound synthesizer using robot teachers and tablet computers. Pre- and post-tests were administered to measure students' academic achievement in STEM, and a survey was conducted to assess their attitudes toward STEM.",high
2f026189-ec65-4478-913d-083d483aa25c,No,The study focuses on the effects of immersive virtual reality (IVR) on learning in K-6 students. It does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,"Immersive virtual reality (IVR) is a rapidly evolving technology that has the potential to enhance learning. IVR's effects on content-dependent knowledge acquisition and transfer, considering IVR affordances of agency and presence, underlying motivational and cognitive factors, and potential differential effects related to individual characteristics and IVR instructional setting (e.g. scaffolding measures).",high,Immersive virtual reality (IVR),Human–Computer Interaction and Immersive Technologies,Literature review,"To address this issue, we conducted a PRISMA-guided systematic review of randomized controlled and quasi-experimental studies with K-6 learners across four databases (PsycINFO, PubMed, Web of Science, ERIC). Twenty-four studies were included.",high
8cd96041-79ee-49b8-ad30-668fe2052761,Yes,"The article examines organizational resilience to R&D productivity losses following knowledge loss (aka forgetting). It discusses mechanisms through which organizations may become resilient to the effects of knowledge loss on R&D productivity, including recruitment, minimizing interference with knowledge retrieval, and relearning.",high,scientist turnover; interference with knowledge retrieval; scientist knowledge decay,Relational Tacit Knowledge; Relational Tacit Knowledge; Somatic Tacit Knowledge,high,No,The study does not explicitly discuss the use of digital technologies to capture or retain tacit knowledge. It focuses on organizational and managerial strategies to mitigate knowledge loss.,high,None identified,None identified,Empirical Study,"In our model, knowledge and R&D productivity loss may occur through three mechanisms, scientist turnover, interference with knowledge retrieval, and scientist knowledge decay. Our results suggest that the agency plays a role in making an organization resist the negative effects of knowledge loss on its R&D productivity.",high
ca6326fd-6562-4ac5-ad75-86de47d0d552,No,"The study examines the effects of digital transformation on sustainable corporate performance, focusing on the mediating roles of green knowledge acquisition and innovation performance. It does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,"The rapidly growing proliferation of digital technology presents unprecedented opportunities to address sustainability challenges in today's manufacturing sector. Data were collected via structured surveys from 332 middle and senior managers, representing diverse sectors, using purposive sampling. Statistical analyses, including regression and moderated multiple regression, were executed using AMOS and Hayes' PROCESS macro.",high,digital technology; AMOS; Hayes' PROCESS macro,"Data, Information, and Knowledge Systems; Others(*)",Empirical Study,"This research examines the effects of digital transformation on sustainable corporate performance, focusing on the mediating roles of green knowledge acquisition and innovative performance. Data were collected via structured surveys from 332 middle and senior managers, representing diverse sectors, using purposive sampling.",high
a866dbbf-1d4c-4228-b024-c6fe51e93218,No,"The study aims to assess the degree of university students' awareness and use of artificial intelligence applications, specifically ChatGPT, within the educational process in the UAE. It does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,"The study aimed to assess the degree of university students' awareness and use of artificial intelligence applications, specifically chat generative pre-trained transformer (ChatGPT), within the educational process in the United Arab Emirates (UAE).",high,artificial intelligence applications; chat generative pre-trained transformer (ChatGPT),Artificial Intelligence and Intelligent Computation,Empirical Study,"The descriptive-analytical method was employed, using a questionnaire distributed to a sample of 608 male and female students from Ajman University, representing a population of 6,072. The results revealed that university students have a high overall level of awareness (mean = 3.72, standard deviation = 0.83).",high
1f0efe79-ac36-47ed-87aa-8dfe95d3ee5e,Yes,The paper proposes a one-stop knowledge acquisition ecosystem termed BWKA that covers the whole process from upper-layer knowledge trading to underlying knowledge generation. It discusses the use of blockchain technology to protect the truthfulness of data gathering and the fairness of knowledge trading.,high,data gathering; knowledge trading; knowledge generation,Relational Tacit Knowledge; Relational Tacit Knowledge; Relational Tacit Knowledge,high,Yes,We propose a one-stop knowledge acquisition ecosystem termed BWKA that covers the whole process from upper-layer knowledge trading to underlying knowledge generation. We resort to blockchain technology and provide a series of tailored operating rules and functions to protect the truthfulness of data gathering and the fairness of knowledge trading.,high,blockchain technology,"Distributed, Secure, and Trust Technologies",Conceptual Framework,"In this paper, we propose a one-stop knowledge acquisition ecosystem termed BWKA that covers the whole process from upper-layer knowledge trading to underlying knowledge generation. We develop a nested hierarchical game model, where the upper-layer knowledge trading is evaluated based on the Contract Theory, and the lower-layer knowledge generation is formulated as a two-stage Stackelberg game.",high
9589adfe-20c0-47a3-b929-7e49594461f4,No,The study focuses on evaluating learning experiences and the use of gamification and virtual tools to enhance student engagement and knowledge acquisition. It does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,"The study mentions the use of virtual tools such as an escape room, which is a digital technology used to enhance knowledge acquisition and engagement.",high,escape room,Human–Computer Interaction and Immersive Technologies,Empirical Study,"The implementation of these activities in the intensive 5-week course focused on climate change education has revealed valuable insights into student motivation, attitude, knowledge acquisition, and engagement. The study also mentions a 15-week course with diagnostic tests and final exams, indicating data collection and analysis.",high
5245b4cb-ea48-49a4-bd9b-59423a502fcc,No,The study focuses on the adoption and impact of disruptive technologies in knowledge management (KM). It does not explicitly discuss capturing or retaining tacit knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,"The study discusses the application of disruptive technologies such as artificial intelligence, augmented and virtual reality, and blockchain in KM, particularly in knowledge transfer and acquisition.",high,artificial intelligence; augmented and virtual reality; blockchain,"Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies; Distributed, Secure, and Trust Technologies",Literature review,"The analysis involves a keyword co-occurrence network of literature, cooperative patent classification code co-classification analysis of patents, and topic modeling using BERTopic. This indicates a synthesis of existing literature without new data collection.",high
c71c6527-2bbe-4d7e-a25b-87e0aa645916,Yes,"The study examines the role of supply chain knowledge development processes in mediating the relationship between Industry 4.0 digital technologies and circular economy (CE) capabilities. It discusses the importance of structured processes for knowledge acquisition, shared meaning, and achieved memory.",high,"structured processes for knowledge acquisition, shared meaning, and achieved memory",Collective Tacit Knowledge,high,Yes,"The study mentions the use of Industry 4.0 digital technologies to facilitate data gathering and analysis, which are part of the knowledge development processes.",high,Industry 4.0 digital technologies,"Cyber-Physical Systems, IoT, and Smart Environments",Empirical Study,"The authors conducted a survey-based study and collected data from 205 French manufacturing firms, indicating primary data collection and analysis.",high
5f5680cc-96d6-4b8c-b5c1-7ca4f75ce75e,No,The study explores how firms can enhance their innovation processes by effectively utilizing external knowledge and employing digital technologies. It does not explicitly discuss capturing or retaining tacit knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,"The study identifies common digital technologies supporting absorptive capacity (ACAP), such as social media and online communities, which contribute to knowledge acquisition, assimilation, transformation, and exploitation.",high,social media; online communities,"Mobile, Social, and Communication Technologies",Literature review,"The study conducted a structured literature review of academic papers sourced from Scopus-Elsevier, indicating a synthesis of existing literature without new data collection.",high
76d59148-5ba6-41bb-ab58-ffc2393cb9ef,Yes,"The study introduces a generic Depot and Vehicle ontology (called the Virtual Depot) to capture the structures, relationships, and attributes of objects in the depot. It uses an automated knowledge acquisition method to populate the ontology with fleet-specific information.",high,fleet-specific information obtained from a manufacturer's Vehicle Maintenance Instruction manuals,Relational Tacit Knowledge,high,Yes,"The study uses advanced computing techniques and an automated knowledge acquisition method to create and populate the Virtual Depot, which is a digital technology used to capture and retain knowledge.",high,advanced computing techniques; automated knowledge acquisition method,"Data, Information, and Knowledge Systems; Others(*)",Case Study,"The paper describes the systematic method for the creation of a Virtual Depot and evaluates its integrative aspects, focusing on a specific case study.",high
dfb84e20-eaeb-4e50-8c50-79d9fdd905a7,Yes,"The study aims to identify key barriers to effective tacit knowledge loss risk management in South African public sector enterprises (PSEs). It discusses the need to address issues such as a silo mentality, organizational red-tape, and lack of recognition and rewards to improve knowledge risk management efforts.",high,knowledge as a power source; unspoken norms; workplace culture; HRM practices; inadequate KM technologies and systems,Relational Tacit Knowledge; Collective Tacit Knowledge,high,No,The study does not explicitly discuss the use of digital technologies to capture or retain tacit knowledge. It focuses on organizational and human resource management barriers.,high,None identified,None identified,Empirical Study,"The research utilized a mixed methods exploratory sequential design, collecting qualitative data through interviews and survey data, indicating primary data collection and analysis.",high
dcd40031-8877-4a0f-8136-f8ca0d5c342d,No,"The study focuses on how teachers develop more creative learning views through online knowledge building activities, but it does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,"The study uses a technological platform for online knowledge building activities, which includes guided perspective-taking (PT) activities to discuss critical teaching incidents (CTIs).",high,technological platform; online discussion,"Human–Computer Interaction and Immersive Technologies; Mobile, Social, and Communication Technologies",Empirical Study,Data were mainly from online discussion. The main findings indicate that PT-based KB activities in a technological platform can guide teachers to reflect deeply on the CTIs they experienced before and on how they might be able to help students learn better in a more constructivist and creative manner.,high
a1fd2e84-dbc7-450f-a5a3-757bc0f3fb1f,No,"The study investigates the impact of technology literacy, information literacy, and user satisfaction on the adoption of GAI-ChatGPT, but it does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,"The study integrates Cognitive Load Theory and the UTAUT framework to understand the adoption of ChatGPT for learning, knowledge acquisition, and dissemination.",high,ChatGPT; Cognitive Load Theory; UTAUT framework,"Artificial Intelligence and Intelligent Computation; Rule-Based, Decision, and Expert Systems",Empirical Study,Data were acquired from 620 university students in China via a self-administered questionnaire and analyzed through structural equation modeling (SEM) with SmartPLS.,high
7b7afcbb-2981-46ef-8f28-a31bb42765e7,No,"The study develops and evaluates immersive VR laboratories for organic chemistry and physics, but it does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,"The study uses virtual reality (VR) to create lab simulations for chemistry and physics experiments, and assesses the usability of the developed system through surveys and comparative studies.",high,virtual reality (VR); real-time 3D graphics; pre-rendered animations; Oculus Quest 2,"Human–Computer Interaction and Immersive Technologies; Imaging, Sensing, and Perception Technologies",Empirical Study,"To assess the usability of the developed system, 20 students were surveyed as research subjects and they filled out the SUS survey after conducting the VR experiments in Oculus Quest 2. The average score for the VR chemistry lab simulations was 92.63%, and, the average score for the physics lab was 93.38%.",high
7cb85d8f-90bc-4d3c-b54f-f0588abce3c1,No,"The study compares the effectiveness of different CPR training methods, but it does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,"The study uses game-based virtual reality (VR), high-fidelity simulation (HFS), and low-fidelity simulation (LFS) to compare their effectiveness in CPR training.",high,game-based virtual reality (VR); high-fidelity simulation (HFS); low-fidelity simulation (LFS),"Human–Computer Interaction and Immersive Technologies; Cyber-Physical Systems, IoT, and Smart Environments",Empirical Study,"Ninety undergraduate nursing students were randomized into three groups (VR, HFS, LFS; n = 30 each). After standardized theoretical training, students underwent practical training in CPR techniques, including chest compressions and automated external defibrillator (AED) use, based on their assigned method. Knowledge was assessed pre- and post-training and at three- and six-months. Skills were evaluated immediately post-training.",high
5284c171-c50f-4be7-9608-4dcdf6a21199,No,"The study designs and tests a microbial VR science product, but it does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,"The study uses virtual reality (VR) to design and test a microbial science popularization product, and evaluates its user experience and educational quality.",high,virtual reality (VR); head-mounted VR glasses,"Human–Computer Interaction and Immersive Technologies; Imaging, Sensing, and Perception Technologies",Empirical Study,"Participants used head-mounted VR glasses to experience virtual scenarios teaching microbiological knowledge. The product's user experience was evaluated through a User Experience Questionnaire (UEQ), and the results showed that our product provided both usefulness and enjoyment. In addition, the quality of participants' relevant knowledge acquisition was measured using the Student Education of Educational Quality (SEEQ).",high
21757913-d5b3-4121-8ab3-54e7aa1bb93a,No,"The study examines the use of augmented reality (AR) as a concept-association tool to enhance learning outcomes and engagement, but it does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,"The study uses augmented reality (AR) to assist in concept-association and evaluates its effectiveness in enhancing essential knowledge acquisition and skills outcomes, increasing cognitive load, and increasing self-efficacy and learning motivation among primary school students.",high,augmented reality (AR),"Human–Computer Interaction and Immersive Technologies; Imaging, Sensing, and Perception Technologies",Empirical Study,"A quasi-experimental design with a control group was employed to investigate the effectiveness of the intervention. The results demonstrate that the implementation of the AR-assisted concept-association strategy effectively enhanced essential knowledge acquisition and skills outcomes, increased cognitive load, and increased self-efficacy and learning motivation among primary school students.",high
56ac7215-4c59-46c1-9619-dd25443fbbe2,Yes,"The study discusses the processes of knowledge acquisition, integration, and creation. It also mentions the reverse transfer of knowledge, which contributes to other firms' knowledge management cycle.",high,"mission spirit, learning spirit, innovation spirit, cooperation spirit, global vision",Collective Tacit Knowledge,medium,No,The abstract does not mention any digital technologies used to capture or retain tacit knowledge.,high,None identified,None identified,Case Study,This study uses a case-based qualitative approach to examine the relationship between entrepreneurship and technological innovation. The authors first analyze the case of SANY and then explore the mechanism of how entrepreneurship can promote a firm's technological innovation from the perspective of knowledge management based on the technology-organization-environment framework.,high
9c8c4969-6e0e-4f2e-b23a-306204763adf,No,The study focuses on the use of virtual and augmented reality technologies for medical education but does not discuss capturing or retaining tacit knowledge.,high,None identified,None identified,None identified,Yes,"The study discusses the use of virtual and augmented reality technologies, 3D modeling, real-time rendering, and multisensory feedback to provide immersive, interactive simulations for medical education.",high,Virtual and augmented reality technologies; 3D modeling; real-time rendering; multisensory feedback,"Human–Computer Interaction and Immersive Technologies; Imaging, Sensing, and Perception Technologies",Literature Review,"The abstract summarizes the benefits and innovations in VR/AR for medical education, indicating a synthesis of existing literature rather than new data collection or analysis.",high
ec60bb25-65fa-4787-9b87-45bbac05ebce,Yes,"The study examines the types of knowledge transferred/shared between foreign MNCs and local partner firms within international interfirm alliances, focusing on the viability of interfirm knowledge transfer for boosting the knowledge base and innovation capacity.",high,technological and international market knowledge; limited to mainly the explicit dimension of the knowledge,Relational Tacit Knowledge,medium,No,The abstract does not mention any digital technologies used to capture or retain tacit knowledge.,high,None identified,None identified,Case Study,"Using a qualitative case study research method, four cases of international interfirm collaborative arrangements between foreign and local companies in the Nigerian oil industry were studied.",high
3cf7d662-93a7-4c64-8d64-c16862b3b898,Yes,"The study explores the impact of digital technology innovation network embedding on enterprise innovation performance, including the mediating effect of knowledge acquisition and the moderating effect of digital transformation.",high,social capital and tacit knowledge,Collective Tacit Knowledge,medium,Yes,The study discusses the use of digital technology innovation networks and the role of digital transformation in enhancing knowledge acquisition and innovation performance.,high,digital technology innovation networks; digital transformation,"Cyber-Physical Systems, IoT, and Smart Environments; Distributed, Secure, and Trust Technologies",Empirical Study,This study conducts an empirical study based on Chinese A-share listed firms that undertook digital technology innovation from 2010-2021.,high
4a5b1586-2542-46bb-9168-efefd755e79a,Yes,"The study evaluates the effects of virtual site tours on students' transferable knowledge acquisition in construction technology education, using an ePlatform with 360-degree panoramas.",high,transferable knowledge,Relational Tacit Knowledge,medium,Yes,The study uses an ePlatform with 360-degree panoramas to provide an immersive learning environment for virtual site tours.,high,360-degree panoramas; ePlatform,"Human–Computer Interaction and Immersive Technologies; Imaging, Sensing, and Perception Technologies",Empirical Study,The study evaluated the effects of the proposed virtual site tour approach through two years of implementation in a tertiary course: Introductory Construction Technology and Materials. The students' knowledge acquisition and learning experience when applying the ePlatform were well measured through in-class quizzes and questionnaire surveys.,high
ee1ffbc0-1e50-4476-acc6-fe626957b7d6,Yes,"The study investigates the impact of the outside-in dimension of open innovation on new product development (NPD) performance, examining the mediating roles of potential absorptive capacity (PAC) and realized absorptive capacity (RAC).",high,potential absorptive capacity (PAC); realized absorptive capacity (RAC),Collective Tacit Knowledge,medium,No,The abstract does not mention any digital technologies used to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,"Drawing on survey data from 342 SMEs in Sweden and Slovakia, partial least squares structural equation modeling (PLS-SEM) is applied to test a conceptual framework grounded in the knowledge-based view (KBV) and the dynamic capabilities view (DCV).",high
9b185e70-9167-41f2-b501-0bca41cfe883,No,The study focuses on the influence of gamification on learning outcomes and does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,"The study uses gamification as a technological tool to measure learning outcomes, and structural equation modeling for data analysis.",high,gamification; structural equation modeling,"Artificial Intelligence and Intelligent Computation; Rule-Based, Decision, and Expert Systems",Empirical Study,"Using structural equation modeling, the model hypotheses were validated on primary data-based instruments and based on a sample collected from student respondents (executives) in a typical management classroom of a postgraduate-level management course.",high
fdb93e22-3b38-4dc7-aecb-0a008d34a213,No,"The study investigates the impact of AI-generated instructional videos on self-efficacy, task performance, and learning outcomes but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,Yes,The study uses AI-generated instructional videos and compares their effectiveness with and without a preview feature.,high,AI-generated instructional videos,Artificial Intelligence and Intelligent Computation,Empirical Study,"Employing a within-subjects design, the current study included pre-test, post-test, and transfer assessments to evaluate learning durability and transferability, consistent with design-based research methodology.",high
6bb3da76-979d-4145-baf8-9280dd7e606c,No,The paper explores a ubiquitous learning approach for robotics but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,The paper discusses the use of ubiquitous learning principles and technologies in the field of robotics.,high,ubiquitous learning principles,"Cyber-Physical Systems, IoT, and Smart Environments",Conceptual Framework,This paper presents an in-depth exploration of a ubiquitous learning approach for robotics with the aim to enhance the educational experiences and capabilities of robotic systems.,high
dcd7decd-9423-49f0-9dda-b32a2e520980,No,The chapter presents a model of an evidence-based technology reading comprehension intervention but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,The chapter presents Knowledge Acquisition and Transformation (KAT) as a model of an evidence-based technology reading comprehension intervention.,high,Knowledge Acquisition and Transformation (KAT),"Data, Information, and Knowledge Systems",Empirical Study,"With a decade-long history of intervention design, development, and evaluation, KAT has caused positive, meaningful, and statistically significant effects on upper elementary students' reading comprehension.",high
ce8c0c5e-1655-435f-a316-5b653a458a73,No,The study examines Virtual Reality (VR) as a tool to redesign university instruction but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,Yes,"The study uses Virtual Reality (VR) as a tool to redesign university instruction through immersive, experiential learning.",high,Virtual Reality (VR),Human–Computer Interaction and Immersive Technologies,Empirical Study,"A comparative experiment assesses its impact against conventional methods, measuring engagement, motivation, and understanding. Results show VR enhances participation and learning by fostering immersion.",high
92539db2-9b20-4110-90ae-5ba5a5d6597f,No,The paper discusses the challenges and opportunities in designing technology for neurodivergent persons but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,No,The paper discusses the design of technology for neurodivergent people but does not mention using digital technologies to capture or retain tacit knowledge.,high,None identified,None identified,Conceptual Framework,"Participants in the widest sense are encouraged to discuss the major challenges and opportunities in designing technology for neurodivergent persons in the context of education, work and for leisure.",high
48b962b6-4626-4640-ade3-e596aa19ed18,Yes,The study investigates how strategic alliances foster post-disruption recovery among manufacturing SMEs in emerging markets by examining the mediating role of tacit knowledge capture and the moderating effect of disruption absorption capacity. Results show that tacit knowledge embedded in alliance routines enhances firms' ability to reconfigure resources and recover from disruptions.,high,tacit knowledge embedded in alliance routines,Relational Tacit Knowledge,high,No,The abstract does not mention any digital technologies used to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,"Grounded in the resource-based view and dynamic capabilities framework, the study develops and tests a conditional indirect effects model using primary data from 247 manufacturing SMEs in Ghana. Hypotheses were tested with Hayes' PROCESS macro to estimate the mediation and moderation effects simultaneously.",high
0d489221-8b7f-42c3-95a6-c1e98ebffcbf,No,"The abstract discusses the use of extended reality and metaverse technologies for industrial training, safety, and social interaction but does not explicitly discuss capturing or retaining tacit knowledge.",high,None identified,None identified,low,Yes,"The abstract mentions extended reality and metaverse technologies as tools for enhancing knowledge acquisition, work protection and well-being, and social engagement in industrial settings.",high,extended reality; metaverse technologies,Human–Computer Interaction and Immersive Technologies,Literature review,"The article organises and evaluates research into extended reality and metaverse technologies, suggesting a synthesis of existing literature.",medium
42888b67-5367-4caf-9c11-1d4d614af41b,No,The abstract discusses the use of zSpace technology for learning through holographic content and simulation experiments but does not explicitly discuss capturing or retaining tacit knowledge.,high,None identified,None identified,low,Yes,"The abstract mentions zSpace technology, which combines hardware, software, and learning content focused on various STEM disciplines, to enhance knowledge acquisition.",high,zSpace technology; Virtual and Augmented Reality (VR/AR),Human–Computer Interaction and Immersive Technologies,Empirical Study,"The use of zSpace leads to significant improvements in knowledge acquisition, which suggests empirical evidence from the application of the technology.",medium
693df4b7-0c60-452e-a9f3-734601f2ab06,No,The abstract discusses the integration of a digital math vector game into a blended classroom but does not explicitly discuss capturing or retaining tacit knowledge.,high,None identified,None identified,low,Yes,"The abstract mentions the development and implementation of a vector digital game in school classrooms, which is a digital technology used to enhance students' vector learning.",high,vector digital game,Human–Computer Interaction and Immersive Technologies,Empirical Study,"Employing a design-based research methodology, this study developed a vector digital game targeting Chinese high school students, and implemented it in school classrooms over three iterative cycles. Empirical data on knowledge acquisition, learning motivation, cognitive load, and interviews was collected.",high
697623bc-0a9e-4e7b-833b-5864d8f5f462,No,The abstract discusses the impact of air pollution on firms' cross-border M&A but does not explicitly discuss capturing or retaining tacit knowledge.,high,None identified,None identified,low,No,The abstract does not mention any digital technologies used to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,"Leveraging granular PM2.5 data and listed company records, we identify robust exposure effects at both broad and hyperlocal metrics validated by IV and spatial gradients.",high
d936d183-23db-4519-b8dc-a10318f3e16b,No,The abstract discusses the fusion of Knowledge Graphs and Large Language Models but does not explicitly discuss capturing or retaining tacit knowledge.,high,None identified,None identified,low,Yes,"The abstract mentions the fusion of Knowledge Graphs (KGs) and Large Language Models (LLMs) to enhance knowledge representation, reasoning, and question answering.",high,Knowledge Graphs (KGs); Large Language Models (LLMs),"Data, Information, and Knowledge Systems",Literature review,"This paper explores integration practices, opportunities, and challenges, focusing on three strategies: KG-enhanced LLMs (KEL), LLM-enhanced KGs (LEK), and collaborative LLMs and KGs (LKC). The study reviews these methodologies, highlighting their potential to enhance knowledge representation, reasoning, and question answering.",high
bac4a7e4-1c6f-43d8-b853-002263338db6,No,"The abstract focuses on an optimal growth model and the pace of productivity growth, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,None identified,No,The abstract does not mention any digital technologies used to capture or retain tacit knowledge.,high,None identified,None identified,Conceptual Framework,"The abstract describes a theoretical model (""An optimal growth model is devised and subject to dynamic analysis."") and does not mention collecting or analyzing any new data.",high
0e474583-4007-4041-af22-f918b76b7a8e,Yes,The study investigates strategies to optimize knowledge retention and operational performance among Brazil's Riachuelo-Class Submarines (RCS) crews during the France-Brazil technology transfer under PROSUB. The abstract mentions mitigating skill gaps and enhancing adaptive capacity in high-complexity naval environments.,high,Skill gaps; adaptive capacity in high-complexity naval environments,Collective Tacit Knowledge,high,Yes,The abstract mentions the use of Computer-Based Training (CBT) systems to maintain crew readiness amid evolving technological and operational demands.,high,Computer-Based Training (CBT) systems,Human–Computer Interaction and Immersive Technologies,Empirical Study,"The abstract indicates that the study uses a Grounded Theory approach and analyzes semi-structured interviews with submariners and instructors, complemented by anthropotechnological frameworks.",high
e85b9c68-1de0-458d-9263-2e93a32cc25c,No,The abstract introduces a CAN bus training system for engineering education but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,None identified,No,"The abstract does not mention any digital technologies used to capture or retain tacit knowledge, though it does mention a CAN bus training system for practical application.",high,None identified,None identified,Case Study,"The abstract describes the development and preliminary classroom evaluation of a specific training system, indicating a focus on a specific case.",high
278166b7-2d9b-47cd-a331-99764d2c034f,Yes,"The study introduces an educational game, Study with Confucius, which aims to enhance student engagement and learning outcomes by simulating historical figures and reconstructing historical backgrounds. The abstract mentions improving student immersion and their understanding and memorization of knowledge.",high,Understanding and memorization of classical knowledge; insights into associated wisdom and moral culture,Collective Tacit Knowledge,high,Yes,The abstract mentions the use of ChatGPT technology to assign distinct educational abilities to different Agents in the game.,high,ChatGPT technology,Artificial Intelligence and Intelligent Computation,Empirical Study,The abstract indicates that the study includes a user study to evaluate the effectiveness of the educational game.,high
