uuid,Title,Abstract,DOI Link,Publication title,deepseek_kr_flag,qwen_kr_flag,deepseek_kr_evidence,qwen_kr_evidence,deepseek_TK_normalized,qwen_TK_normalized,deepseek_DT_flag,qwen_DT_flag,deepseek_DT_evidence,qwen_DT_evidence,deepseek_DT_normalized,qwen_DT_normalized,deepseek_article_type,qwen_article_type,deepseek_ic_label,qwen_ic_label
83aa1998-5bd9-4567-aa65-811235367bf8,Workflow-Embedded Ai As A Cognitive Scaffold: A Randomized Trial On Knowledge Retention And Diagnostic Competency In Undergraduate Radiology Education,"BACKGROUND: Traditional didactic methods in medical imaging education, predominantly reliant on static images (non-augmented, traditional PACS workflow that requires manual, unguided search and interpretation), consistently fail to bridge the theory-practice divide, contributing to high diagnostic error rates. While the integration of artificial intelligence (AI) with Picture Archiving and Communication Systems (PACS+AI) offers transformative potential, robust evidence quantifying its impact on longitudinal competency development remains scarce. OBJECTIVE: This study aims to quantitatively evaluate the efficacy of a cognitively optimized PACS+AI framework versus conventional PACS in enhancing radiology education across four critical domains: theoretical knowledge, clinical decision-making competencies, AI acceptance, and knowledge retention. METHODS: In a prospective single-blind randomized controlled trial (RCT), 110 medical imaging undergraduates were randomized to PACS+AI (n = 55) or standard PACS (n = 55) groups. Theoretical knowledge was assessed using validated item-bank assessments; clinical decision-making competencies were evaluated through lesion detection, anatomical localization, diagnostic accuracy, and report completeness; AI acceptance was measured using the Technology Acceptance Model (TAM); and knowledge retention was tracked through immediate, 1-month, and 3-month follow-up assessments. The PACS+AI framework provided three core cognitive support functions: automated lesion annotation, structured diagnostic prompting, and workflow-contextualized feedback. RESULTS: The PACS+AI group demonstrated significantly superior outcomes across all domains: theoretical knowledge retention was substantially higher (79.3 % vs. 19.7 % at 3 months, P < 0.001, d=1.95); clinical decision-making competencies showed progressive improvement with large effect sizes (Δ=12.4-18.1, all P < 0.001, d=1.88-2.48); AI acceptance scores were significantly elevated across all TAM constructs (all P < 0.001, d>1.9); and knowledge retention was maintained longitudinally with amplified effects over time. CONCLUSION: The PACS+AI framework significantly enhances radiology education by optimizing cognitive load distribution, resulting in sustained knowledge retention, superior clinical decision-making competencies, and heightened AI acceptance. This integrated teaching model effectively bridges the gap between theory and practice, cultivates professionals adaptable to the artificial intelligence environment, and aligns with the core needs of the new generation of medical education.",10.1016/j.ejro.2026.100724 [doi],Eur J Radiol Open,Yes,Yes,"The study explicitly discusses knowledge retention as a key outcome, measured at immediate, 1-month, and 3-month follow-up assessments. The PACS+AI framework is designed to enhance knowledge retention and clinical decision-making competencies, indicating a focus on capturing and retaining knowledge from individuals (students).","The study aims to evaluate the efficacy of a cognitively optimized PACS+AI framework in enhancing radiology education across four critical domains: theoretical knowledge, clinical decision-making competencies, AI acceptance, and knowledge retention. The PACS+AI group demonstrated significantly superior outcomes across all domains, including higher theoretical knowledge retention (79.3% vs. 19.7% at 3 months, P < 0.001, d=1.95).",Somatic Tacit Knowledge,Collective Tacit Knowledge; Somatic Tacit Knowledge; Relational Tacit Knowledge,Yes,Yes,"The study uses a PACS+AI framework that provides automated lesion annotation, structured diagnostic prompting, and workflow-contextualized feedback to enhance knowledge retention and clinical competencies.","The study uses a PACS+AI framework that provides three core cognitive support functions: automated lesion annotation, structured diagnostic prompting, and workflow-contextualized feedback.",Artificial Intelligence and Intelligent Computation,"Artificial Intelligence and Intelligent Computation; Human–Computer Interaction and Immersive Technologies; Data, Information, and Knowledge Systems",Empirical Study,Empirical Study,True,True
d4fd9f16-543b-4aa7-89e8-de39bb9b4991,What Should Ai Explain To You? Visions Of Older Adults Regarding Explainable Ai,"BACKGROUND AND OBJECTIVES: Artificial intelligence (AI) combined with smart sensors or conversational agents are becoming part of our lives, and have the potential to improve aging in place by supporting independent living. Trust and willingness to use AI seem essential for actual embedding. Explainable AI (XAI), originating from the recognition that AI infrastructures often operate in an opaque, ""black boxed"" way, might assist in understanding the underlying logic of AI-made decisions. However, it is unknown what older adults think about XAI and what they consider as needed explainability. RESEARCH DESIGN AND METHODS: I conducted 28 semi-structured interviews to explore XAI in the worlds of older adults. Inductive analysis was applied to analyze what do older adults know about AI and how do they imagine our society with AI? What is XAI to them and how do they value explainability? FINDINGS: The analysis resulted in nine themes: four regarding the knowledge on AI of older adults, including definitions, knowledge acquisition, attitudes, and expectations, and five themes were leading for the views on XAI in which XAI is not desirable, XAI is necessary, or collaboration is preferred. DISCUSSION AND IMPLICATIONS: The visions of XAI are different from current technological discourses. For older adults, XAI is not only technological, but a constellation between humans and machines. Most argue that a form of joint decision-making is important. As a follow-up, it seems recommended to explore the enactment of XAI in real life, and investigate the form or degree of XAI needed and for whom.",10.1093/geront/gnaf308 [doi],Gerontologist,No,No,"The study explores older adults' views on explainable AI (XAI) and their understanding of AI, but does not discuss capturing or retaining knowledge from individuals or organizational environments. It focuses on perceptions and preferences regarding AI explainability.",The study explores what older adults think about Explainable AI (XAI) and their views on the need for explainability. It does not discuss capturing or retaining knowledge from individuals or organizations.,None identified,None identified,No,No,The study discusses AI and XAI conceptually but does not describe the use of digital technologies to capture or retain tacit knowledge.,The study focuses on understanding the views and perceptions of older adults regarding XAI and does not discuss the use of digital technologies to capture or retain tacit knowledge.,None identified,None identified,Empirical Study,Empirical Study,False,False
42f0a7e2-6b97-490e-831c-71d3b61e939f,Effectiveness Of Fully Immersive Virtual Reality-Based Simulation Training On Objective Knowledge Acquisition In Acute Coronary Syndrome/St-Elevation Myocardial Infarction Emergency Management: A Pre-Post-Intervention Study,"AIMS: Effective management of emergencies, particularly acute coronary syndrome (ACS), demands rapid, guideline-based interventions to optimize outcomes. However, many medical students and young professionals report feeling unprepared due to limited hands-on experience. Virtual reality (VR) presents a promising training tool, though its efficacy remains unproven. METHODS AND RESULTS: In this single-center study, 247 medical students were assigned to three different guidance modes to manage a virtual ST-elevation myocardial infarction patient using the Simulation-based Training of Emergencies for Physicians using Virtual Reality (STEP-VR) application. A pre-post-test design, based on European Society of Cardiology (ESC) guidelines, was used to evaluate learning outcomes. Our results showed a significant increase in knowledge after the training. Students in the tutor-moderated 'human guidance' group demonstrated the greatest knowledge improvement ( M =  + 24%, SD = 13% ), being significantly better than the 'no guidance' group ( M = 14% , SD = 9% ). However, there was no significant difference between the 'human guidance' group and the 'integrated guidance' group ( M =  + 19%,  SD = 14% ), which used an embedded learning mode within STEP-VR. To evaluate the potential impact on clinical performance, we calculated composite quality indicators based on ESC-defined metrics. Consistently, we found a significant improvement in these indicators [clinical quality indicators (CQI) 0.47 (pre) vs. 0.76 (post) and 0.8 (post), respectively], with no significant difference between the 'human guidance' and 'integrated guidance' groups. CONCLUSION: In conclusion, our findings demonstrate that VR-based acute coronary syndrome/ST-elevation myocardial infarction training is both operationally feasible and educationally effective. Notably, integrated guidance yielded outcomes comparable to tutor-led instruction, underscoring the potential of this approach as a platform for independent, extracurricular learning. While our data suggest VR training may support clinical performance, future studies with objective assessments are needed to confirm its real-world value.",10.1093/ehjdh/ztaf094 [doi],Eur Heart J Digit Health,Yes,Yes,"The study explicitly measures knowledge acquisition through pre-post-test design based on ESC guidelines, showing a significant increase in knowledge after VR training. This indicates a focus on capturing and retaining knowledge from individuals (medical students).","The study evaluates the effectiveness of fully immersive virtual reality-based simulation training on objective knowledge acquisition in acute coronary syndrome/ST-elevation myocardial infarction emergency management. The results showed a significant increase in knowledge after the training, with the 'human guidance' group demonstrating the greatest knowledge improvement (M = +24%, SD = 13%).",Somatic Tacit Knowledge,Collective Tacit Knowledge; Somatic Tacit Knowledge,Yes,Yes,"The study uses a fully immersive virtual reality (VR) application (STEP-VR) to train and assess medical students, which is a digital technology used to capture and retain clinical knowledge.","The study uses a virtual reality (VR) application, Simulation-based Training of Emergencies for Physicians using Virtual Reality (STEP-VR), to manage a virtual ST-elevation myocardial infarction patient.",Human–Computer Interaction and Immersive Technologies,"Human–Computer Interaction and Immersive Technologies; Data, Information, and Knowledge Systems",Empirical Study,Empirical Study,True,True
61a74a7b-02d1-4a58-af93-120855139fa7,Application Of Renal Pathology Three-Dimensional Animation In Clinical Clerkship Teaching For Medical Students: A Randomized-Controlled Trial,"OBJECTIVES: Teaching renal pathology, characterized by complex spatial relationships and dynamic pathological processes, poses significant challenges. Traditional methods such as static slides often fail to convey these concepts effectively. This study evaluated the efficacy of custom-developed renal pathology three-dimensional (3D) animations in enhancing learning outcomes and satisfaction during students’ internal medicine clerkships in nephrology. METHODS: A randomized controlled trial was conducted. 93 students undertaking nephrology clerkships were randomly assigned 1:1 to either a conventional teaching group or a 3D animation group (intervention group). The intervention group utilized specifically developed 3D animations depicting renal microstructure and the dynamic progression of common pathologies. Teaching effectiveness was assessed via pre- and post-teaching written examinations. Student and faculty satisfaction with the 3D animations was evaluated using 5-point scale questionnaires. RESULTS: Baseline knowledge scores were comparable between groups. Post-teaching scores were significantly higher in the 3D animation group, representing a greater score improvement (34.5 ± 34.8 vs. 19.1 ± 32.4, p = 0.03). Over 95% of students in 3D animation group rated the 3D animations superior to traditional slides for vividness and conceptual understanding, 89% reported increased learning initiative and outcomes. Faculty unanimously agreed animations improved structural explanation clarity and student attentiveness. CONCLUSIONS: Incorporating 3D renal pathology animations significantly improved knowledge acquisition and achieved exceptionally high satisfaction among students and faculty during internal medicine clerkships. This approach effectively addresses traditional teaching difficulties in renal pathology, enhances engagement, and promotes self-directed learning. It offers a valuable model for teaching complex spatial and dynamic biomedical concepts in medical education. TRIAL REGISTRATION: Chinese Clinical Trial Registry ChiCTR2500112643, 2025-11-18, retrospective registration. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1186/s12909-026-08663-4.",10.1186/s12909-026-08663-4 [doi],BMC Med Educ,Yes,Yes,"The study explicitly evaluates knowledge acquisition through pre- and post-teaching written examinations, showing significantly higher scores in the 3D animation group. This indicates a focus on capturing and retaining knowledge from individuals (medical students).","The study evaluates the efficacy of custom-developed renal pathology three-dimensional (3D) animations in enhancing learning outcomes and satisfaction during students’ internal medicine clerkships in nephrology. Post-teaching scores were significantly higher in the 3D animation group, representing a greater score improvement (34.5 ± 34.8 vs. 19.1 ± 32.4, p = 0.03).",Somatic Tacit Knowledge,Collective Tacit Knowledge; Somatic Tacit Knowledge,Yes,Yes,"The study uses custom-developed renal pathology three-dimensional (3D) animations to enhance learning outcomes, which is a digital technology used to capture and retain knowledge.",The study uses custom-developed renal pathology three-dimensional (3D) animations to depict renal microstructure and the dynamic progression of common pathologies.,Human–Computer Interaction and Immersive Technologies,"Imaging, Sensing, and Perception Technologies; Human–Computer Interaction and Immersive Technologies",Empirical Study,Empirical Study,True,True
2516ee3c-8435-402a-bb1c-251237bab926,The Impact Of Generative Ai Health Knowledge Acquisition On Adolescents' Physical Activity: The Mediating Role Of Exercise Self-Efficacy And The Moderating Effect Of Health Information Literacy,"BACKGROUND: This study investigates the impact of generative artificial intelligence health knowledge acquisition (GAI-HKA) on adolescents' physical activity (PA), with a focus on the mediating role of exercise self-efficacy (ESE) and the moderating role of health information literacy (HIL). METHODS: Using stratified cluster random sampling, a total of 2,306 valid questionnaires were collected from 10 secondary schools across five cities in southern China. Data were obtained using the self-developed Generative AI Health Knowledge Acquisition Scale, the Adolescent Exercise Self-Efficacy Scale, the Health Information Literacy Scale, and Liang's revised Physical Activity Rating Scale. Structural equation modelling with PROCESS v3.5 macro (5,000 bootstraps) was employed to test direct, mediating, and moderating effects. RESULTS: GAI-HKA was significantly and positively associated with adolescents' PA (β = 0.376, p < 0.001). ESE partially mediated this relationship (indirect effect = 0.065, 95% CI [0.052, 0.079]). HIL positively moderated the pathway from GAI-HKA to ESE (interaction term β = 0.079, p < 0.001); the effect was more substantial among adolescents with high HIL (β = 0.367) compared with those with low HIL (β = 0.209). CONCLUSION: GAI-HKA directly enhances adolescents' PA and indirectly promotes exercise behavior through strengthening ESE. Moreover, higher HIL amplifies the positive effect of AI-based health knowledge on ESE. These findings suggest that schools and families should integrate efforts to cultivate adolescents' information literacy and efficacy beliefs when promoting AI-based health interventions, thereby maximizing the benefits of digital technologies in fostering youth physical activity.",10.3389/fpubh.2025.1705265 [doi],Front Public Health,Yes,Yes,"The study investigates how generative AI health knowledge acquisition (GAI-HKA) impacts adolescents' physical activity, with exercise self-efficacy as a mediator. This implies that knowledge is being acquired and retained from the AI system, influencing behavior.","The study investigates the impact of generative artificial intelligence health knowledge acquisition (GAI-HKA) on adolescents' physical activity (PA), with a focus on the mediating role of exercise self-efficacy (ESE) and the moderating effect of health information literacy (HIL). GAI-HKA was significantly and positively associated with adolescents' PA (β = 0.376, p < 0.001). ESE partially mediated this relationship (indirect effect = 0.065, 95% CI [0.052, 0.079]).",Relational Tacit Knowledge,Collective Tacit Knowledge; Somatic Tacit Knowledge,Yes,Yes,"The study explicitly uses generative artificial intelligence (GAI) as a source of health knowledge acquisition, which is a digital technology used to capture and retain knowledge.",The study uses generative artificial intelligence (GAI) to facilitate health knowledge acquisition among adolescents.,Artificial Intelligence and Intelligent Computation,Artificial Intelligence and Intelligent Computation,Empirical Study,Empirical Study,True,True
fdccbc6c-774c-419e-9459-5250c76c1a89,Virtual Reality In Training And Assessment Among Clinical Students And Lecturers At A Nigerian University: A Phenomenological Study,"BACKGROUND: Virtual reality (VR) technology is increasingly used in health care professionals' education as a novel tool for teaching, learning, and assessment. OBJECTIVE: This study explored the experiences of clinical students and lecturers with VR for training and assessment at a Nigerian institution. It also explored students' perceptions of the usefulness of VR in improving their clinical abilities, knowledge retention, engagement, and overall learning experience. METHODS: A qualitative research study was conducted among 24 clinical students and 8 clinical lecturers. A developed Virtual reality model to TRain and Assess Clinical Students (VTRACS) was used to train and assess clinical students using clinical scenarios. Data were collected through 4 focus group discussions conducted among the clinical students and 8 in-depth interviews conducted among the clinical lecturers. Trustworthiness was maintained, and ethical approval for the study was obtained. The focus group discussions and in-depth interviews were audio-recorded, transcribed verbatim, and analyzed using NVivo (version 11; QSR International). RESULTS: Many of the participants had no previous experience with VR in teaching and learning activities, but judging from their engagement with VTRACS, they defined VR as an alternative learning method (alternative to the traditional physical method). Major themes emerging from the study were expression of excitement, simple and useful innovation, proficiency enhancement, challenges with innovation, and uniformity. The clinical students adjudged VTRACS as an educational supplement with a feeling of unlimited learning access, enhancing clinical abilities while positively impacting their confidence and reducing clinical errors. The participants also described the objectivity and standardization of clinical scenarios as drivers of uniformity in training and assessment of clinical students. The participants were, however, concerned about the loss of empathy with the use of VTRACS, which may negatively impact the affective domain of learning. CONCLUSIONS: The use of VR in the teaching and assessment of clinical students at a Nigerian university is perceived as a complementary method of learning that increases skill acquisition, provides unlimited access to training, and enhances proficiency. While VR is considered to be engaging and beneficial to health care professionals' education, there is a need for its effective incorporation into clinical courses and mitigation of challenges such as cost and technology to ensure the realization of the full potential of VR in health care professionals' education.",10.2196/75021 [doi],JMIR Med Educ,Yes,No,"The study explores how VR (VTRACS) is used for training and assessment of clinical students, with themes including proficiency enhancement and knowledge retention. This indicates a focus on capturing and retaining knowledge from individuals (students).",The study explores the experiences of clinical students and lecturers with VR for training and assessment at a Nigerian institution. It does not discuss capturing or retaining knowledge from individuals or organizations.,Somatic Tacit Knowledge,None identified,Yes,Yes,"The study uses a Virtual reality model to TRain and Assess Clinical Students (VTRACS) for training and assessment, which is a digital technology used to capture and retain knowledge.",The study uses a developed Virtual reality model to TRain and Assess Clinical Students (VTRACS) to train and assess clinical students using clinical scenarios.,Human–Computer Interaction and Immersive Technologies,"Human–Computer Interaction and Immersive Technologies; Data, Information, and Knowledge Systems",Empirical Study,Empirical Study,True,False
174e36b4-c719-498f-8730-595872c1e82c,The Role Of Epistemic Beliefs In Predicting Chatgpt Adoption And Avoidance In Higher Education,"AI-based tools such as ChatGPT are currently reshaping the landscape of higher education and significantly impacting student learning and academic achievement. With such powerful tools, individuals might get the impression of being guided by an omniscient epistemic authority that can be trusted absolutely and has the right answer to every question. However, little empirical research has yet addressed how these epistemic beliefs are associated with the adoption or avoidance of ChatGPT in higher education. Based on the theoretical frameworks of Hofer and Pintrich (1997) as well as Schommer (1990), we conducted a questionnaire study to assess epistemic beliefs about generative artificial intelligence and its adoption or avoidance. The sample consisted of 185 students (74.6% female) with an average age of 22.50 years from a German university. The questionnaire assessed the source and certainty of knowledge, the justification of knowledge claims, and the speed of knowledge acquisition. Results show that students' epistemic beliefs strongly predict their adoption of ChatGPT and moderately predict their avoidance of it. Epistemic beliefs thus emerge as an important factor in explaining learners' engagement with generative AI in higher education.",10.1016/j.actpsy.2026.106334 [doi],Acta Psychol (Amst),No,No,"The abstract discusses epistemic beliefs predicting ChatGPT adoption/avoidance, but does not discuss capturing or retaining knowledge from individuals or the organization environment.",The study focuses on the role of epistemic beliefs in predicting ChatGPT adoption and avoidance. It does not discuss capturing or retaining knowledge from individuals or organizational environments.,None identified,None identified,No,No,"The abstract mentions ChatGPT as an AI tool but not for capturing or retaining knowledge; it is the subject of study, not a knowledge capture technology.","The study uses a questionnaire to assess epistemic beliefs about generative artificial intelligence, but it does not use digital technologies to capture or retain tacit knowledge.",None identified,None identified,Empirical Study,Empirical Study,False,False
ca880fa7-d6da-4f2f-b915-21314c9b1882,"Augmented Reality And Embodied Learning: Effects Of Embodiment Degrees On Students' Learning Achievement, Cognitive Load, And Technology Acceptance","INTRODUCTION: Embodiment in augmented reality has attracted increasing attention in educational research. This study investigated how the degree of embodied experience in augmented reality affects high school students' learning achievement, cognitive load, and technology acceptance. METHODS: Drawing on embodied cognition and the Cone of Experience, augmented reality learning tasks were designed with different degrees of embodied experience and implemented in biology instruction on cell structure. A total of 122 Chinese high school students participated and were assigned to either low- or high-embodiment augmented reality experiences. Data were analyzed using analyses of covariance, with learners' prior knowledge scores entered as a covariate to control for pre-existing differences in knowledge level. RESULTS: Students who engaged in high-embodiment augmented reality achieved better learning performance in both knowledge retention and transfer, and they also reported significantly lower cognitive load. In terms of technology acceptance, high-embodiment augmented reality enhanced perceived usefulness, while low-embodiment augmented reality was associated with higher perceived ease of use. DISCUSSION: These findings demonstrate that the degree of embodiment in augmented reality experiences differentially influences learning achievement, cognitive load, and technology acceptance, offering empirical evidence and practical guidance for optimizing embodied augmented reality design in education.",10.3389/fpsyg.2025.1712261 [doi],Front Psychol,No,No,"The abstract investigates effects of embodiment in augmented reality on learning achievement, cognitive load, and technology acceptance, but does not discuss capturing or retaining knowledge from individuals or the organization environment.","The study investigates the effects of different degrees of embodied experience in augmented reality on learning achievement, cognitive load, and technology acceptance. It does not discuss capturing or retaining knowledge from individuals or organizational environments.",None identified,None identified,No,Yes,"Augmented reality is used as a learning tool, not for capturing or retaining knowledge from individuals or organizations.",Augmented reality (AR) was used to create different degrees of embodied experiences for high school students in biology instruction on cell structure. The AR experiences were designed to enhance learning and reduce cognitive load.,None identified,Human–Computer Interaction and Immersive Technologies,Empirical Study,Empirical Study,False,False
a5554319-8fbc-4617-99a4-a143729d721f,"Ethical Knowledge, Challenges, And Institutional Strategies Among Medical Ai Developers And Researchers: Focus Group Study","BACKGROUND: As artificial intelligence (AI) becomes increasingly embedded in clinical decision-making and preventive care, it is urgent to address ethical concerns such as bias, privacy, and transparency to protect clinician and patient populations. Although prior research has examined the perspectives of medical AI stakeholders, including clinicians, patients, and health system leaders, far less is known about how medical AI developers and researchers understand and engage with ethical challenges as they develop AI tools. This gap is consequential because developers' ethical awareness, decision-making, and institutional environments influence how AI tools are conceptualized and deployed in practice. Thus, it is essential to understand how developers perceive these issues and what supports they identify as necessary for ethical AI development. OBJECTIVE: The objectives of the study were twofold: (1) to examine medical AI developers' and researchers' knowledge, attitudes, and experiences with AI ethics; and (2) to identify recommendations to enhance and strengthen interpersonal and institutional ethics-focused training and support. METHODS: We conducted 2 semistructured focus groups (60-90 minutes each) in 2024 with 13 AI developers and researchers affiliated with 5 US-based academic institutions. Participants' work spanned a wide variety of medical AI applications, including Alzheimer disease prediction, clinical imaging, electronic health records analysis, digital health, counseling and behavioral health, and genotype-phenotype modeling. Focus groups were conducted via Microsoft Teams, recorded, and transcribed verbatim. We applied conventional qualitative content analysis to inductively identify emerging concepts, categories, and themes. Coding was performed independently by 3 researchers, with consensus reached through iterative team meetings. RESULTS: The analysis identified four key themes: (1) AI ethics knowledge acquisition: participants reported learning about ethics informally through peer-reviewed literature, reviewer feedback, social media, and mentorship rather than through structured training; (2) ethical encounters: participants described recurring ethical challenges related to data bias, patient privacy, generative AI use, commercialization pressures, and a tendency for research environments to prioritize model accuracy over ethical reflection; (3) reflections on ethical implications: participants expressed concern about downstream effects on patient care and clinician autonomy, and model generalizability, noting that rapid technological innovation outpaces regulatory and evaluative processes; and (4) strategies to mitigate ethical concerns: recommendations included clearer institutional guidelines, ethics checklists, interdisciplinary collaboration, multi-institutional data sharing, enhanced institutional review board support, and the inclusion of bioethicists as members of the AI research team. CONCLUSIONS: Medical AI developers and researchers recognize significant ethical challenges in their work but lack structured training, resources, and institutional mechanisms to address them. Findings of this study underscore the need for institutions to consider embedding ethics into research processes through practical tools, mentorship, and interdisciplinary partnerships. Strengthening these supports is essential to preparing the next generation of developers to design and deploy ethical AI in health care.",10.2196/79613 [doi],J Med Internet Res,No,No,"The abstract examines ethical knowledge, challenges, and strategies among medical AI developers, but does not discuss capturing or retaining knowledge from individuals or the organization environment.","The study examines medical AI developers' and researchers' knowledge, attitudes, and experiences with AI ethics. It does not discuss capturing or retaining knowledge from individuals or organizational environments.",None identified,None identified,No,No,The study uses focus groups and qualitative analysis; no digital technology is used to capture or retain knowledge.,The study uses focus groups to gather qualitative data on ethical challenges and recommendations. It does not use digital technologies to capture or retain tacit knowledge.,None identified,None identified,Empirical Study,Case Study,False,False
1e6c1aa2-cae3-4117-9515-c22fbb2f0ba4,Disaster Medicine Training For Medical Students In Lebanon: Quasi-Experimental Comparison Of E-Learning And Face-To-Face Modalities,"BACKGROUND: Despite global advocacy for its integration into medical curricula, disaster medicine (DM) education remains underdeveloped, especially in fragile settings where such training is urgently needed. In Lebanon, a country facing political and economic crises, students face significant barriers to in-person education. OBJECTIVE: This study aims to evaluate the effectiveness of e-learning versus face-to-face (F2F) approaches in improving knowledge retention and provides insight into the practical considerations of implementing DM courses in such settings. METHODS: This quasi-experimental study used a Solomon 4-group design to evaluate e-learning and F2F DM courses for second- to fifth-year medical students at the Lebanese University. A total of 205 participants, stratified by academic year, were divided between the 2 modalities. Knowledge was assessed before the course, after the course, and at 1-month follow-up. Confidence, competency, and satisfaction were evaluated after the course using validated tools. RESULTS: Of 205 participants, 56.6% (n=116) favored e-learning. Both modalities improved knowledge and knowledge retention, with no significant difference between the 2 groups. Fifth-year students achieved the highest gains in knowledge, particularly in the e-learning group. Similarly, no significant difference in satisfaction was observed across modalities, although F2F was preferred overall, except among fifth-year students, who preferred e-learning. Confidence levels were also similar across both modalities, but F2F scored higher for skills like triaging. Feedback emphasized the relevance of the course and advocated for integration of DM into the medical curriculum, and adding practical sessions. CONCLUSIONS: Integrating DM education into the fifth-year curriculum, prior to externship, can enhance preparedness and promote knowledge retention and application in real-world disaster settings. The study shows that e-learning is an effective modality for improving knowledge acquisition and retention in DM. Although feasibility and efficiency were not measured directly, the successful delivery of the course to geographically dispersed students suggests potential practical advantages. Combining F2F practical sessions for specific targeted topics in a blended curriculum is recommended to further enhance medical students' confidence for future disaster response. These findings support broader policy efforts to institutionalize DM in medical curricula, particularly in fragile and resource-limited settings.",10.2196/80409 [doi],JMIR Med Educ,No,No,"The abstract evaluates e-learning versus face-to-face disaster medicine training for knowledge retention, but does not discuss capturing or retaining knowledge from individuals or the organization environment; it focuses on educational outcomes.",The study evaluates the effectiveness of e-learning versus face-to-face (F2F) approaches in disaster medicine training. It does not discuss capturing or retaining knowledge from individuals or organizational environments.,None identified,None identified,No,Yes,"E-learning is used as a teaching modality, not for capturing or retaining knowledge from individuals or organizations.",E-learning was used as one of the modalities to deliver disaster medicine training to medical students. Both e-learning and F2F approaches were compared for their effectiveness in improving knowledge retention and other outcomes.,None identified,"Mobile, Social, and Communication Technologies",Empirical Study,Empirical Study,False,False
d09f0e07-f594-4a95-93b5-9c1b3ba9c3eb,Creation Of The Sonntag Virtual Reality Laboratory: A Framework For Innovation In Neurosurgical Training And Global Education,"BACKGROUND AND OBJECTIVES: Neurosurgical education requires innovative approaches to meet the demands of an evolving field and adequately train the next generation of surgeons. The Sonntag Virtual Reality Laboratory (SVRL) was established to transform neurosurgical education by harnessing immersive technologies such as virtual reality (VR), augmented reality (AR), and mixed reality (MR). Inspired by the legacy of Dr Volker K. H. Sonntag, the SVRL aims to enhance skill acquisition and knowledge retention through high-fidelity simulations, interactive anatomic modules, and advanced spine procedure training. METHODS: A multidisciplinary team of neurosurgeons, medical educators, and technology experts collaborated to align SVRL development with core educational goals. The initial phase focused on curriculum design and assessment metrics, followed by the creation of customized VR, AR, and MR modules targeting essential neurosurgical procedures and concepts. All of these modules underwent iterative testing and refinement to ensure educational value and clinical relevance. RESULTS: The SVRL has produced innovative applications, including a VR-based freehand pedicle screw placement application, an MR scoliosis module, an ultrarapid artificial intelligence-driven spine model, and a comprehensive VR pathology library. Trainee feedback has been positive, citing improvements in decision-making, technical proficiency, and conceptual understanding. Engagement with SVRL tools has been associated with an increased interest in neurosurgical topics and enhanced learner confidence. CONCLUSION: The SVRL represents a forward-thinking approach to neurosurgical training. By offering immersive, scalable, and globally accessible educational experiences, the SVRL breaks down traditional learning barriers. Its early success highlights the potential to reshape surgical education and improve the preparedness of future neurosurgeons worldwide.",10.1227/ons.0000000000001893 [doi],Oper Neurosurg,No,No,"The abstract describes creating a virtual reality laboratory for neurosurgical training to enhance skill acquisition and knowledge retention, but does not discuss capturing or retaining knowledge from individuals or the organization environment; it focuses on educational delivery.",The study describes the creation of the Sonntag Virtual Reality Laboratory (SVRL) for neurosurgical training and education. It does not discuss capturing or retaining knowledge from individuals or organizational environments.,None identified,None identified,No,Yes,"VR, AR, and MR are used as training tools, not for capturing or retaining knowledge from individuals or organizations.","Virtual Reality (VR), Augmented Reality (AR), and Mixed Reality (MR) were used to create immersive educational experiences for neurosurgical training. These technologies were used to enhance skill acquisition and knowledge retention.",None identified,Human–Computer Interaction and Immersive Technologies,Case Study,Case Study,False,False
57a7034d-d9ce-474d-8ef1-4c2a33d5639f,How Does Ict Self-Efficacy Of Undergraduate Students Influence The Intention To Use Ict?,"The role of Information and Communication Technology (ICT) in tourism education is pivotal in preparing students for a digitally driven industry. While ICT tools enhance learning through online platforms, simulations, and data analytics, students differ markedly in their willingness to engage with these tools. This study examines how ICT self-efficacy influences undergraduate tourism students' intention to use ICT, with ICT knowledge acquisition as a mediator and organizational ICT support as a moderator. Drawing on Social Cognitive Theory, we employed a quantitative design and analyzed survey data from 450 tourism students at a Chinese university using partial least squares structural equation modeling (PLS-SEM). The results show that ICT self-efficacy has both direct and indirect positive effects on use intention through ICT knowledge acquisition, and that perceived organizational ICT support strengthens the links between self-efficacy and both knowledge acquisition and use intention. The structural model explains 54% of the variance in use intention, indicating substantial explanatory power. These findings highlight the joint importance of psychological resources and institutional support in fostering ICT adoption in tourism education and suggest targeted strategies for building students' digital competencies.",10.1016/j.actpsy.2026.106303 [doi],Acta Psychol (Amst),No,No,"The abstract examines how ICT self-efficacy influences intention to use ICT, with ICT knowledge acquisition as a mediator, but does not discuss capturing or retaining knowledge from individuals or the organization environment.",The study examines how ICT self-efficacy influences undergraduate tourism students' intention to use ICT. It does not discuss capturing or retaining knowledge from individuals or organizational environments.,None identified,None identified,No,No,"ICT tools are the subject of the study, not used for capturing or retaining knowledge from individuals or organizations.",The study uses a survey to collect data on ICT self-efficacy and intention to use ICT. It does not use digital technologies to capture or retain tacit knowledge.,None identified,None identified,Empirical Study,Empirical Study,False,False
