uuid,kr_flag,kr_evidence,kr_confidence,tacit_knowledge,TK_normalized,TK_confidence,DT_flag,DT_evidence,DT_confidence,Digital_Technologies,DT_normalized,article_type,article_type_evidence,article_type_confidence,ic_label
93f1871f-0096-4639-aa51-0eed8fe05681,Yes,The abstract discusses a VR PetCPR training system designed to help pet healthcare professionals acquire and refine CPR skills in a simulated environment. It explicitly mentions 'knowledge acquisition stage' and aims to facilitate 'pet healthcare skills acquisition'.,high,"pet healthcare professionals' CPR skills including operation status, operation positions, and chest compression techniques",Somatic Tacit Knowledge,high,Yes,"The abstract explicitly states that a Virtual Reality (VR) simulation technology is used for training and skill acquisition: 'The designed VR PetCPR training system aims to provide pet healthcare professionals with an inexpensive, accessible and reliable CPR training tool and refine their skills in a controlled and simulated environment.'",high,Virtual Reality (VR) simulation technology,Human–Computer Interaction and Immersive Technologies,Empirical Study,"The abstract describes a pilot study with a one-day workshop, data collection through questionnaires, and analysis of trainee attitudes. It states: 'From data collected from 16 animal hospitals... with 709 cases...' and 'trainees completed the questionnaire and reported their attitudes.'",high,True
9453fb92-5466-4b3d-9f91-3d3a11808727,Yes,"The abstract explicitly discusses knowledge acquisition and absorptive capacity as mediators through which blockchain technology applications promote enterprise innovation. It states: 'this paper illustrates that blockchain technology applications promote enterprise innovation by improving knowledge acquisition and absorptive capacity.' Knowledge acquisition involves capturing knowledge from the environment, and absorptive capacity involves retaining and utilizing that knowledge.",high,innovation knowledge,Collective Tacit Knowledge,medium,Yes,"The abstract explicitly discusses blockchain technology as a digital technology used to help enterprises 'acquire and absorb innovative knowledge'. It states: 'blockchain technology, as an emerging digital technology with features such as tamper-evident, distributed storage and accounting, has the potential to help enterprises solve the trust risk in a multi-entity environment, and help them acquire and absorb innovative knowledge to gain innovation advantages.' This indicates blockchain is used to capture and retain knowledge.",high,blockchain technology,"Distributed, Secure, and Trust Technologies",Empirical Study,"The abstract states: 'Based on the data of Chinese A-share listed companies from 2013 to 2020, this paper conducts an empirical test by applying the PSM-DID method.' This indicates collection and statistical analysis of secondary data.",high,True
9466e576-5507-48c4-bf38-07433fbdd095,Yes,"The abstract explicitly discusses 'absorptive capacity' as a mediator, defined as 'knowledge acquisition, assimilation, transformation, and exploitation' which are essential pathways for enhancing resilience. This implies capturing and retaining knowledge from the organizational environment.",high,"Knowledge acquisition, assimilation, transformation, and exploitation related to digital twin in mechanical maintenance management",Collective Tacit Knowledge,medium,Yes,"The abstract states that 'digital twin in mechanical maintenance management' is used to enhance operational resilience, and absorptive capacity mediates this relationship, implying digital twin technology is used to capture and retain knowledge.",high,digital twin,"Cyber-Physical Systems, IoT, and Smart Environments",Empirical Study,"The abstract describes a 'quantitative, cross-sectional design' with data collected from 295 professionals using validated scales, analyzed with ADANCO, including confirmatory factor analysis and path analysis.",high,True
947574dd-4524-4164-851f-177aea666a94,No,"The abstract discusses learning and knowledge retention in VR environments, but focuses on the effects of guidance on immersion and learning outcomes, not on capturing or retaining knowledge from individuals or organizational environment.",high,None identified,None identified,high,No,"The abstract uses VR technology for the study, but not for capturing or retaining tacit knowledge.",high,None identified,None identified,Empirical Study,"The abstract describes a controlled A/B test with 37 participants, collecting data on error rates, immersion scores, and retention rates.",high,False
94899ec0-c171-4cfa-be7c-6cf7c4b940ec,No,"The abstract discusses using Generative AI to assist teaching and learning, focusing on professional skill development and AI literacy. It does not discuss capturing or retaining knowledge from individuals or the organization environment.",high,None identified,None identified,None identified,No,"While Generative AI is discussed as a tool for learning, it is not used to preserve, capture, archive, transfer, or retain knowledge from individuals or organizations.",high,None identified,None identified,Other(*),"The abstract describes a model Gen-AI assisted mini-course and provides an overview of GenAI uses in higher education, but does not collect new data or propose a new theoretical framework. It is a descriptive/practice-oriented article.",medium,False
949605f4-cb09-46aa-a8bb-a0fe5b8322d8,No,The abstract discusses the integration of Explainable AI (XAI) with O-RAN and space communication systems to ensure transparency and interpretability. It focuses on explaining AI decisions rather than capturing or retaining knowledge from individuals or the organization environment.,high,None identified,None identified,high,No,"The abstract discusses XAI techniques like LIME and SHAP for explaining AI models, but does not describe any digital technologies used to capture or retain tacit knowledge.",high,None identified,None identified,Literature review,The abstract states: 'This survey concludes by summarizing the general progress of AI and the benefits of utilizing XAI for O-RAN and Space communication.' This indicates a synthesis of existing literature without new data collection.,high,False
94cea0e5-29d2-4481-b318-0160a98e4ace,No,"The abstract reviews instructional interventions for multilingual students, focusing on teaching strategies and knowledge construction, but does not discuss capturing or retaining knowledge from individuals or the organization environment.",high,None identified,None identified,high,No,"The abstract mentions 'technology-enhanced learning' but not in the context of preserving, capturing, or retaining knowledge.",high,None identified,None identified,Literature review,"The abstract states 'this literature review explores evidence-based instructional interventions' and 'examined nine peer-reviewed studies', indicating synthesis of existing literature without new data.",high,False
94e244a6-4137-41db-afa8-76082a7b5b94,No,"The abstract explores nursing students' perceptions of using HoloPatient for learning and clinical training. It focuses on educational value, challenges, and ethical considerations, but does not discuss capturing or retaining knowledge from individuals or the organizational environment.",high,None identified,None identified,high,No,"HoloPatient is a mixed reality application used for simulation-based education, but the abstract does not describe it being used to capture or retain knowledge. It is used as a learning tool, not for knowledge capture or retention.",high,None identified,None identified,Empirical Study,"The abstract describes an exploratory-descriptive qualitative study with semi-structured interviews of 32 nursing students, using reflexive thematic analysis. This involves primary data collection and analysis.",high,False
94ebe687-ec92-4e92-a532-3a23ab1a6f0d,No,"The abstract focuses on enhancing hydrogen literacy and environmental awareness through gamified learning, but does not discuss capturing or retaining knowledge from individuals or organizational environments. It mentions short-term knowledge gains but not retention or capture mechanisms.",high,None identified,None identified,high,No,"The abstract describes a gamified educational framework with simulation-based learning, but does not specify digital technologies used to capture or retain knowledge. The focus is on learning outcomes, not knowledge capture.",high,None identified,None identified,Empirical Study,"The abstract states: 'A pre-post study design assessed knowledge acquisition, gamification engagement, and environmental awareness shifts' involving adolescents aged 13-15 from two contexts, indicating primary data collection and statistical analysis.",high,False
94fcdb19-e28e-47c3-8ebd-406cea7a319c,No,"The abstract discusses constructing a knowledge system for a course using knowledge graphs to enhance teaching interactivity and learning experience, but does not explicitly discuss or strongly imply capturing or retaining knowledge from individuals or the organizational environment. It focuses on educational content structuring rather than knowledge preservation.",high,None identified,None identified,high,No,"The abstract mentions knowledge graph technology and the Chaoxing Learning Platform for constructing a course knowledge system, but not for capturing or retaining tacit knowledge from individuals or organizations.",high,None identified,None identified,Empirical Study,"The abstract states: 'The study visualizes the knowledge graph and implements it in a semester-long teaching practice, then analyzes the teaching outcomes using platform data.' This indicates collection and analysis of data from a teaching practice.",high,False
951ca551-2d65-4ed7-9a2b-040aa1ad7e3e,No,"The abstract discusses using distance learning tools (Moodle, Learning Apps, Kahoot!) for teaching and knowledge acquisition, but does not explicitly discuss capturing or retaining knowledge from individuals or the organizational environment. It focuses on delivering educational content and checking student mastery, not on preserving or preventing loss of knowledge.",high,None identified,None identified,high,No,"Digital technologies (Moodle, Learning Apps, Kahoot!) are used for teaching and assessment, but not for capturing or retaining tacit knowledge. The abstract does not mention any mechanism for preserving or transferring tacit knowledge.",high,None identified,None identified,Case Study,"The abstract describes the experience of a specific institution (Uzhhorod National University, Faculty of Philology) and analyzes the use of specific tools (Moodle, Learning Apps, Kahoot!) in their learning process, indicating a focus on one or several specific cases for deep contextual insight.",high,False
953a750e-bad7-4573-9fcf-2700d124cfdd,No,The abstract discusses using DSI Studio to enhance neuroanatomy teaching and improve student understanding. It does not discuss capturing or retaining knowledge from individuals or the organizational environment.,high,None identified,None identified,high,No,"DSI Studio is used as a teaching tool for visualization, not for capturing or retaining tacit knowledge. The abstract states it is used for 'fiber reconstruction and 3D visualization in neuroanatomy workshops' to improve learning.",high,None identified,None identified,Empirical Study,"The abstract states: 'A total of 38 students participated in hands-on sessions, with 13 completing pre-training surveys and 19 completing post-training surveys. The students' understanding of neuroanatomy prior to training, as well as their performance and experiences... were systematically recorded.' This indicates primary data collection.",high,False
953f5775-13dc-4081-8e39-6cbcf08df7ea,Yes,"The abstract explicitly discusses capturing and sharing people's experiences, reflections, and learning via podcast-style recording to create intraorganizational knowledge resources and prevent loss of tacit knowledge.",high,The resulting conversation could be knowledge of high value to the firm that is released from the minds of personnel,Relational Tacit Knowledge,high,Yes,The abstract describes using podcast-style recording and distribution as a digital method to capture and share tacit knowledge within an organization.,high,podcast-style recording and distribution,"Mobile, Social, and Communication Technologies",Conceptual Framework,"The abstract proposes a structure for a conversational podcast-like artifact and asserts its value, but does not collect or analyze new data.",high,False
9589adfe-20c0-47a3-b929-7e49594461f4,No,"The abstract discusses evaluating learning experiences and knowledge acquisition in students, but does not discuss capturing or retaining knowledge from individuals or the organization environment. It focuses on educational outcomes and engagement, not on knowledge retention mechanisms.",high,None identified,None identified,high,No,"The abstract mentions virtual tools like escape rooms for learning, but these are used for education and engagement, not for capturing or retaining tacit knowledge from individuals or organizations.",high,None identified,None identified,Empirical Study,"The abstract describes evaluating learning experiences through courses with different durations and activities, and reports quantitative results from diagnostic tests and final exams (e.g., '53% understanding level', '93% correctness rate'), indicating primary data collection and analysis.",high,False
95acf740-481c-4004-993e-cb4edc233304,No,"The abstract focuses on adaptive VR learning systems using big data analytics to personalize courses, but does not explicitly discuss capturing or retaining knowledge from individuals or the organization environment.",high,None identified,None identified,high,No,"The abstract describes using big data analytics and VR for adaptive learning, not for capturing or retaining knowledge from individuals or organizations.",high,None identified,None identified,Empirical Study,"The abstract mentions 'Experimental testing on a pilot pool of secondary science students' and reports quantitative results (24% increase, 31% better, 18% decrease).",high,False
95dd039f-ebb0-429f-bba2-3b7725186ec2,No,"The abstract investigates a pedagogical approach to enhance learning and knowledge retention in students, but does not discuss capturing or retaining knowledge from individuals or the organizational environment. It focuses on educational outcomes, not knowledge management.",high,None identified,None identified,high,No,"Digital technologies are not used to capture or retain knowledge; the study uses a learning management system for tracking grades, not for knowledge capture.",high,None identified,None identified,Empirical Study,"The abstract states 'Academic performance was tracked via grades from the learning management system, and survey-based self-reports assessed students’ perceptions', indicating data collection and analysis.",high,False
96568777-e8b3-4cbd-bfe2-8d24c1866320,Yes,"The abstract discusses the effects of management support systems on job performance and mentions 'knowledge acquisition' as an underrepresented area. This implies knowledge retention is a relevant aspect, though the review focuses on performance effects.",medium,knowledge acquisition,Collective Tacit Knowledge,low,No,The abstract discusses management support systems (MSS) but does not explicitly state that digital technologies are used to capture or retain tacit knowledge. The focus is on job performance effects.,medium,None identified,None identified,Literature review,The abstract states: 'This study presents a systematic literature review of research examining the effects of management support systems (MSSs) on various facets of job performance.' It synthesizes existing literature without new data.,high,False
966a99d8-fc50-4641-afbe-283887710203,Yes,"The abstract discusses 'facilitating knowledge sharing between stakeholders' and using a method to 'identify stakeholder perspectives' and 'explore a complex range of views', which involves capturing knowledge from individuals (stakeholders) in an organizational context.",medium,stakeholder perspectives on socio-economic values associated with decommissioning of Australian offshore oil and gas structures,Relational Tacit Knowledge,medium,Yes,The abstract explicitly mentions combining 'causal mapping with group decision support system technology' to explore stakeholder views and facilitate knowledge sharing.,high,group decision support system technology,"Rule-Based, Decision, and Expert Systems",Case Study,"The abstract reports on 'an approach to identify stakeholder perspectives...in a manner that enabled a holistic understanding' and describes results from a specific application ('Australian offshore oil and gas structures'), indicating a focus on one or several specific cases for deep contextual insight.",medium,True
96a9e94e-5f3f-4222-ab4b-2ab06253cfdf,Yes,"The abstract explicitly discusses knowledge acquisition (KA) as a mediator between Standards Alliance Coopetition Relationship (SCR) and enterprises' Technology Innovation Performance (TIP). It states: 'Knowledge Acquisition (KA) and Routine Updating (RU) act as both a twopath mediator and a chain mediator between SCR and the enterprises' TIP'. Knowledge acquisition involves capturing knowledge from alliance partners, which is a form of retaining knowledge from the organizational environment.",high,ideas/expertise from people external to the team; feedback about the team's work from people external to the team; advice from people external to the team; knowledge about the market,Collective Tacit Knowledge,medium,No,"The abstract does not mention any digital technologies used to capture or retain knowledge. It focuses on the coopetition relationship and its effects on knowledge acquisition and routine updating, but does not specify the use of digital tools for these processes.",high,None identified,None identified,Empirical Study,The abstract states: 'The researchers conducted a questionnaire survey involving 542 standards alliance participating enterprises in China. The results of the regression analysis and self-help test reveal...' This indicates collection and statistical analysis of primary data.,high,False
96c36b54-a960-43fc-85ee-58caf600facb,No,The abstract discusses a forecasting model for total dissolved solids (TDS) using machine learning. It does not discuss capturing or retaining knowledge from individuals or the organization environment.,high,None identified,None identified,low,No,The abstract does not discuss using digital technologies to capture or retain knowledge.,high,None identified,None identified,Empirical Study,"The abstract mentions 'numerical evaluations conducted on both real-world and simulated signals' and uses statistical metrics (R, RMSE, WHD, U95) to evaluate the model.",high,False
96c76769-f9f4-4cfe-bd83-860e96ed0109,No,"The study focuses on using VR to deliver informed consent information and improve patient comprehension, not on capturing or retaining knowledge from individuals or the organization environment.",high,None identified,None identified,high,No,"VR is used to deliver information, not to capture or retain tacit knowledge.",high,None identified,None identified,Empirical Study,"The abstract describes a feasibility study with 16 adult participants, pre- and post-intervention questionnaires, and quantitative knowledge scores, indicating primary data collection and analysis.",high,False
9703323a-a555-4874-b0e6-35ef4e358990,No,"The abstract discusses enhancing learning and collaboration through edutainment systems, but does not explicitly discuss capturing or retaining knowledge from individuals or organizational environments. It focuses on teaching strategies and learning processes.",high,None identified,None identified,high,No,"The abstract mentions 'multi-platform web app' and 'multimedia exhibit' as edutainment systems, but these are used for teaching and learning, not for capturing or retaining tacit knowledge.",high,None identified,None identified,Empirical Study,"The abstract states 'Two edutainment systems were proposed and developed to compare and evaluate learning strategies' and 'preliminary results indicate', indicating data collection and analysis from the developed systems.",medium,False
97223ebd-b042-4942-827f-ee3dcc43890e,No,"The abstract discusses knowledge integration and acquisition in pre-service teachers, but does not address capturing or retaining knowledge from individuals or the organization environment.",high,None identified,None identified,low,No,The abstract mentions a digital learning environment but not for capturing or retaining knowledge.,high,None identified,None identified,Empirical Study,"The abstract describes an experimental field study (N = 158) with a one-factorial experimental design, collecting and analyzing data.",high,False
97406004-edc7-4670-b39e-068cb5ded144,No,"The abstract discusses using m-learning to improve knowledge retention for nurses, but this refers to educational knowledge retention, not capturing or retaining knowledge from individuals or the organization environment.",high,None identified,None identified,high,No,"Digital technology (m-learning, MOOC) is used for education and knowledge retention, but not for capturing or retaining tacit knowledge from individuals or organizations.",high,None identified,None identified,Empirical Study,"The abstract describes a quasi-experimental pre- and posttest study with 168 nurses, reporting statistical results (P<.001) and completion rates.",high,False
9754f211-8776-4f41-aaed-16cd72e24268,No,The study assesses the impact of COVID-19 on pediatric emergency fellowship training. It does not discuss capturing or retaining knowledge from individuals or the organizational environment.,high,None identified,None identified,high,No,The study mentions online classes/webinars as useful but does not use digital technologies to capture or retain tacit knowledge.,high,None identified,None identified,Empirical Study,"The abstract describes a cross-sectional, nationwide, survey-based study: 'A cross-sectional, nationwide, survey-based study was conducted between June and December 2020. PEM program directors as well as fellowship trainees were eligible.'",high,False
977027f5-3c41-4d40-99c9-aca6fe545dab,Yes,"The abstract discusses developing collaborative research networks to overcome constraints and advance robotics applied to architecture. It mentions 'knowledge acquisition' as an anticipated outcome, implying knowledge retention from collaborative efforts.",medium,knowledge acquisition,Collective Tacit Knowledge,low,No,The abstract discusses robotics and digital manufacturing but does not explicitly state that digital technologies are used to capture or retain tacit knowledge. The focus is on collaboration and implementation guidelines.,medium,None identified,None identified,Conceptual Framework,The abstract states: 'the authors draw on their lab experience to propose guidelines for implementing robotics research units in academia within the region.' It does not mention new data collection; it proposes a framework based on experience.,medium,False
978d1c23-ade4-45ff-b040-5c823abb56a0,No,"The abstract discusses real-time trajectory generation for SAR imaging, focusing on optimization and control under perturbations. It does not discuss capturing or retaining knowledge from individuals or organizational environments.",high,None identified,None identified,high,No,The abstract does not mention any digital technologies used for capturing or retaining knowledge.,high,None identified,None identified,Other(Technical Framework),"The abstract describes a proposed framework (multiobjective evolutionary algorithm based on large-scale optimization-based adaptive networks) and experimental results, but does not collect primary data via surveys, interviews, or case studies. It is a technical/methodological paper.",high,False
979845ea-05b0-40e0-b02d-afeb0f745840,No,"The abstract examines the effectiveness of VR-based instruction on knowledge retention, but does not discuss capturing or retaining knowledge from individuals or organizational environment. It focuses on comparing instructional methods for immediate knowledge retention.",high,None identified,None identified,high,No,"VR is used as an instructional tool, not for capturing or retaining tacit knowledge. The study compares VR with other teaching modalities for knowledge acquisition, not for knowledge retention/capture.",high,None identified,None identified,Empirical Study,The abstract states: 'A total of 106 undergraduate medical students with no prior technical experience were randomly assigned to one of three instructional conditions... Immediate knowledge retention was evaluated through a 20-item multiple-choice test.' This indicates a controlled experiment with statistical analysis.,high,False
97d1d2b6-582c-4670-bb25-c747102d1c2b,Yes,"The abstract discusses knowledge encapsulation and reuse for product design and development, aiming to accelerate training of high-tech equipment R&D talents and promote knowledge reuse.",high,professional knowledge services; reusable professional knowledge,Relational Tacit Knowledge,medium,Yes,"Domain knowledge graph, label clustering method, and intelligent information recommendation technology are explicitly used to encapsulate and provide knowledge services.",high,domain knowledge graph; label clustering method; intelligent information recommendation technology,"Data, Information, and Knowledge Systems",Conceptual Framework,"The abstract proposes a knowledge encapsulation and application technology based on domain knowledge graph, but does not mention collecting or analyzing new data.",high,False
980540c6-bd50-4e78-8516-35aa22a9e49c,Yes,"The abstract discusses using serious games to collect voice data for enhancing speech emotion recognition models, which involves capturing knowledge (emotional expressions) from individuals.",high,emotional responses from players captured as voice data,Somatic Tacit Knowledge,medium,Yes,The abstract explicitly states that serious games incorporate speech emotion recognition (SER) technology to collect voice data.,high,speech emotion recognition (SER) technology; Unreal Engine 5,Artificial Intelligence and Intelligent Computation,Case Study,"The abstract presents a case study on the design, development, and evaluation of two serious games, Silent Kingdom and Job Interview Simulator, focusing on specific instances.",high,True
9818d4d5-ec10-4bea-8e9a-189712afa5a3,No,"The abstract focuses on identifying urban waterlogging risk zones using AHP, GIS, and remote sensing, but does not discuss capturing or retaining knowledge from individuals or organizational environment.",high,None identified,None identified,high,No,"The abstract discusses GIS and remote sensing techniques for mapping and analysis, but not for preserving, capturing, archiving, transferring, or retaining knowledge.",high,None identified,None identified,Empirical Study,"The abstract describes using AHP, GIS, and remote sensing to model and identify waterlogging risks, and presents quantitative results (e.g., percentages of risk zones) and ROC curve analysis, indicating data collection and analysis.",high,False
982654a6-c085-4d9a-810a-319e1fa0b1c6,No,"The abstract discusses integrating learning technologies into medical curricula to enhance learning outcomes, but does not discuss capturing or retaining knowledge from individuals or the organizational environment.",high,None identified,None identified,high,No,"The abstract discusses technologies like virtual patient simulations, 3D modeling, augmented reality, and AI for teaching, but not for capturing or retaining tacit knowledge.",high,None identified,None identified,Literature review,"The abstract states: 'A comprehensive literature search... was conducted' and 'The selection of 56 articles... provided a comprehensive analysis', indicating a synthesis of existing literature with no new data collection.",high,False
98440cbf-c58c-47d8-a8ba-27b41dc32dd1,No,The abstract focuses on language skill development using CLIL and blended teaching; it does not discuss capturing or retaining knowledge from individuals or the organizational environment.,high,None identified,None identified,low,No,"The abstract mentions 'blended teaching' and 'web-based technology tools', but not for the purpose of preserving, capturing, or retaining knowledge.",high,None identified,None identified,Empirical Study,"The abstract states: 'The quantitative study includes two groups (n=25) experimental group and (n=25) controlled group... The results of the study are measured analysing the data of student’s pre-test, post-test and the delayed post-test'.",high,False
98500b97-dbea-4d14-abaf-a74ce5621092,No,"The abstract is a scoping review that identifies benefits and barriers of using VR in nursing education. It discusses knowledge acquisition as a benefit, but does not discuss capturing or retaining knowledge from individuals or the organizational environment. The focus is on VR as a pedagogical method.",high,None identified,None identified,None identified,No,"The abstract discusses VR as a pedagogical method, but does not describe its use for capturing or retaining knowledge. The review identifies VR's benefits and barriers for teaching, not for knowledge capture.",high,None identified,None identified,Literature review,"The abstract explicitly states it is a 'scoping review of 6 databases using PRISMA-ScR reporting guidelines' and synthesizes findings from 17 articles, indicating a synthesis of existing literature without new data collection.",high,False
986f73ef-399c-4e34-a413-2b5f479e014a,No,"The abstract evaluates medical students' perceptions of peer teaching in online PBL, focusing on learning outcomes and motivation, not on capturing or retaining knowledge from individuals or the organization.",high,None identified,None identified,high,No,"The abstract mentions online PBL and virtual environment, but these are used for teaching delivery, not for capturing or retaining knowledge.",high,None identified,None identified,Empirical Study,"The abstract describes a cross-sectional study applying a 14-item survey to 378 medical students to evaluate perceptions, collecting and analyzing primary data.",high,False
98b1dfe1-63d1-4a5b-b375-68e8c6480d74,No,The study evaluates medical students' knowledge and perceptions of micronutrients in surgical care. It does not discuss capturing or retaining knowledge from individuals or the organization environment; it assesses existing knowledge and perceptions.,high,None identified,None identified,None identified,No,"The study uses videoconferencing and online surveys for data collection, but these are not used to capture or retain knowledge. The focus is on evaluating knowledge, not preserving it.",high,None identified,None identified,Empirical Study,"The abstract describes a 'cross-sectional mixed methods study' with surveys and focus groups, collecting and analyzing data from medical students.",high,False
98b4efe6-d30b-49ae-893b-af9d2c899631,Yes,"The abstract discusses 'knowledge acquisition' and 'notable knowledge acquisition' as a result of the CIVE experience, indicating knowledge retention from the learning environment.",high,knowledge of climate zones acquired through immersive virtual experience,Collective Tacit Knowledge,low,Yes,"The abstract explicitly states that a Collaborative Immersive Virtual Environment (CIVE) using Meta Quest 2 headsets was used to teach climate zones, which captures and retains knowledge through the immersive experience.",high,Collaborative Immersive Virtual Environment (CIVE); Meta Quest 2 headsets,Human–Computer Interaction and Immersive Technologies,Empirical Study,"The abstract states '16 students (aged 12-15) participated in structured lessons using Meta Quest 2 headsets, followed by semi-structured focus groups' and 'The analysis yielded three overarching themes', indicating primary data collection and analysis.",high,True
98e8ee09-07a1-4baf-b342-1b5d35c4ddbf,No,"The abstract discusses integrating history of mathematics with technology to enhance learning and motivation for gifted students, but does not discuss capturing or retaining knowledge from individuals or the organizational environment.",high,None identified,None identified,high,No,The abstract does not discuss using digital technologies to capture or retain tacit knowledge.,high,None identified,None identified,Case Study,"The abstract states: 'The method of the research is qualitative, using a case study design.' It focuses on a specific course for gifted students.",high,False
99178ec7-85f0-4e3a-980e-e1aec3175dde,Yes,"The abstract discusses that AI-driven tools 'facilitate skill development and knowledge acquisition' and mentions the 'dual role of AI as both an enabler and a limiter' of skills, creativity, and innovation, implying that knowledge is being captured or retained through AI tools, though the focus is on impact rather than explicit retention mechanisms.",medium,"Culinary skills and creativity of Michelin-star chefs, which are developed or diminished through AI-driven tools.",Somatic Tacit Knowledge,medium,Yes,"The abstract explicitly mentions 'AI-driven technological tools' used in Michelin-starred restaurant kitchens that impact chefs' skills, creativity, and innovation, implying these tools capture or retain culinary knowledge.",high,AI-driven technological tools,Artificial Intelligence and Intelligent Computation,Empirical Study,"The abstract states: 'Following the qualitative research approach, semi-structured interviews were conducted with 23 chefs working in Michelin-starred restaurants.' This indicates primary data collection through interviews.",high,True
991b6c46-852a-4b54-b7c8-5118f9ffe4d4,No,The abstract investigates the effectiveness of educational video games for knowledge acquisition in computer science education. It measures learning gains from playing games but does not discuss capturing or retaining knowledge from individuals or the organizational environment.,high,None identified,None identified,high,No,"The abstract does not discuss using digital technologies to capture or retain tacit knowledge. The video games are used as educational tools, not for knowledge retention purposes.",high,None identified,None identified,Empirical Study,"The abstract describes an experimental design (randomized controlled trial with pre-post test design) with 45 computer science students. It collects quantitative data (knowledge acquisition, student ratings) and analyzes results statistically.",high,False
9928cd47-226b-409f-954a-9938837e3346,No,The abstract is a systematic review evaluating immersive tools and serious games for student engagement and knowledge retention; it does not discuss capturing or retaining knowledge from individuals or organizational environments.,high,None identified,None identified,high,No,The abstract reviews immersive tools but does not describe using digital technologies to capture or retain knowledge.,high,None identified,None identified,Literature review,The abstract states: 'This systematic review aimed to evaluate the effectiveness of immersive tools and serious games... analyzing 31 articles published between 2020 and 2025 across four databases.' This indicates a synthesis of existing literature without new data collection.,high,False
993ab0a9-3181-4b56-a356-a6d54e3297ab,No,"The abstract evaluates VR, AR, MR, and traditional teaching methods in medical education, focusing on student engagement, comprehension, and health impacts. It does not discuss capturing or retaining knowledge from individuals or the organization environment.",high,None identified,None identified,high,No,"The abstract discusses VR, AR, and MR as teaching tools, but not for capturing or retaining knowledge from individuals or organizations. The focus is on educational effectiveness and health impacts, not knowledge retention.",high,None identified,None identified,Empirical Study,"The abstract states 'Eighty-four medical students participated in a structured 20-hour course' and 'Students’ experiences were documented through post-course evaluations', indicating collection and analysis of primary data from an experiment.",high,False
99416445-cd07-46fc-b6bc-8eeb4fe25474,No,"The abstract discusses knowledge acquisition (declarative and procedural) in education using LLM chatbots and critical thinking guidance, but does not discuss capturing or retaining knowledge from individuals or organizational environment. It focuses on learning outcomes.",high,None identified,None identified,high,No,"LLM chatbot is used as an educational tool to enhance knowledge acquisition, not for capturing or retaining tacit knowledge. The study focuses on learning, not knowledge retention/capture.",high,None identified,None identified,Empirical Study,"The abstract states: 'This study investigates the combined effects of the large language model (LLM) chatbot and critical thinking guidance on learners' acquisition of declarative knowledge... Findings indicate...' This implies data collection and analysis, typical of an empirical study.",medium,False
9947b985-ce32-4b75-aae4-114891a53e98,No,The abstract focuses on predicting IGBT junction temperature using an optimized machine learning model (IDMOA-ELM). It does not discuss capturing or retaining knowledge from individuals or the organizational environment.,high,None identified,None identified,high,No,"Digital technologies (machine learning, optimization algorithms) are used for prediction, not for capturing or retaining tacit knowledge.",high,None identified,None identified,Empirical Study,"The abstract describes simulation results and IGBT accelerated ageing experiments, providing a validation dataset and comparative analysis, indicating collection and analysis of data.",high,False
994eeb87-823d-4005-b67c-8b45ea84819e,No,"The study discusses the importance of online self-assisted assessments for medical students in knowledge acquisition, but it does not discuss capturing or retaining knowledge from individuals or the organization environment.",high,None identified,None identified,high,No,"The study uses online assessments (E-assessment) for formative assessment, but these are used for testing and feedback, not for capturing or retaining tacit knowledge.",high,None identified,None identified,Empirical Study,"The abstract describes a cross-sectional descriptive study with 56 undergraduate medical students, where 45 OSPE questions were administered and feedback collected via a 15-item questionnaire.",high,False
995bb00c-5e9d-41f8-863c-ccceaffb83b6,No,"The abstract discusses educational escape rooms for knowledge acquisition and 21st century skills development, but does not discuss capturing or retaining knowledge from individuals or organizational environment. It focuses on design aspects and pedagogical implications.",high,None identified,None identified,high,No,The abstract mentions digital escape rooms but does not describe any digital technology used to capture or retain knowledge. The focus is on game design and learning design approaches.,high,None identified,None identified,Other(Design-Based Research),"The abstract states 'A Design-Based Research (DBR) has been conducted, involving two cohorts of undergraduate students... The educational escape rooms designed by them... were compared to investigate if the progressive enhancement of the design approach has affected the quality.' This involves iterative design and evaluation, not a traditional empirical study or case study.",medium,False
9978d6b7-e9f6-4f1d-85cf-18db7f3abfc0,No,"The abstract evaluates and compares VR, AR, MR, and traditional teaching methods in medical education, focusing on 'student engagement and comprehension' and 'health-related impacts'. It does not discuss capturing or retaining knowledge from individuals or the organization environment; it is about comparing educational modalities.",high,None identified,None identified,high,No,"While VR, AR, and MR are used as teaching tools, the abstract does not describe their use for capturing, preserving, or retaining knowledge from individuals or the organization. They are used for delivering educational content.",high,None identified,None identified,Empirical Study,"The abstract describes a study with 'Eighty-four medical students' participating in a 'structured 20-hour course', with experiences documented through 'post-course evaluations', indicating primary data collection and analysis.",high,False
99836211-0a66-4b4b-a0d3-71201b5eeda9,No,"The abstract focuses on personalized learning, student engagement, and learning outcomes using augmented reality and adaptive AI. It does not discuss capturing or retaining knowledge from individuals or the organization environment.",high,None identified,None identified,low,No,"The abstract does not mention using digital technologies to capture or retain tacit knowledge. It focuses on delivering personalized learning experiences, not knowledge capture.",high,None identified,None identified,Empirical Study,The abstract states: 'Field trials conducted across 12 schools over one academic year demonstrate significant improvements in learning outcomes (87% vs 72% baseline) and knowledge retention (93% vs 76%).' This indicates primary data collection and statistical analysis.,high,False
