src_node_id,dst_node_id,relation_type,evidence_count,evidence_statement,case_title,evidence_label,child_src_id,child_dst_id
h001M01TP13,h001M01TE04,adopt,1,c010M01N17 - c010M01N26: Descriptive survey analysis was conducted using Microsoft Excel.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP13,s001M01TE04
h001M01TP13,h001M01TK10,evaluate,2,"c002M01N35 - c002M01N26: The questionnaire assessed retained safety knowledge that the authors connected to application in safe work practices.
c004M01N19 - c004M01N11: Site A assessed participants’ ability to identify, evaluate, and respond to seven hazards before training.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP13,s001M01TK10
h001M01TP13,h001M01TK13,evaluate,6,"c002M02N43 - c002M02N11: An IT2F-AHP was used for the interpretation of participant feedback on the ARCS questionnaire
c010M01N17 - c010M01N01: The survey questions categorized participants into Visual and other learning preferences.
c010M01N17 - c010M01N02: The survey questions categorized participants into Auditory and other learning preferences.
c010M01N17 - c010M01N03: The survey questions categorized participants into Kinesthetic and other learning preferences.
c010M01N17 - c010M01N04: The survey questions categorized participants into Read/Write and other learning preferences.
c010M01N17 - c010M01N05: Survey analysis identified participants with a combined Visual + Kinesthetic preference.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP13,s001M01TK13
h001M01TP14,h001M01ED02,depend_on,3,"c007M02N60 - c007M02N51: Responding to market changes in the market plan (KR2)
c007M02N61 - c007M02N50: Acquiring knowledge from competitor strategies (KA5)
c007M02N61 - c007M02N51: Acquiring knowledge from market research (KA1)",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01ED02
h001M01TP14,h001M01ED06,depend_on,1,c007M02N60 - c007M02N53: Responding to changes in client needs (KR1),SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01ED06
h001M01TP14,h001M01LI03,be_constrained_by,1,c006M02N24 - c006M02N37: It doesn't have a uniform effect on everyone / It has to be a lower-priced product to be recognized in the construction industry.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01LI03
h001M01TP14,h001M01LI04,mitigate,5,"c015M02N11 - c015M02N33: We have industry visits... we know more about the industry, and what exactly is needed.
c015M02N12 - c015M02N33: Using real-world applications, interactive role-plays... bridges the gap between theory and practice
c015M02N12 - c015M02N36: In this kind of teaching I'm involved, and my mind is focused more on the things that happens in the classroom.
c015M02N13 - c015M02N36: I learn from my groupmates.
c015M02N14 - c015M02N36: 82% of respondents reported feeling more actively involved in discussions... compared to their previous educational experiences.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01LI04
h001M01TP14,h001M01LI06,be_constrained_by,2,"c014M01N21 - c014M01N36: Organizations lack infrastructure required for AI integration.
c017M02N16 - c017M02N28: The data analysis relies on the same occupancy data, so it is also constrained by the inaccuracy of the sensors.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01LI06
h001M01TP14,h001M01LI07,be_constrained_by,3,"c006M02N24 - c006M02N39: Rubber-type assistive suits are cheaper, more versatile... than electric and air-type assistive suits.
c007M01N37 - c007M01N26: Limited budgets constrain KMP technology investment.
c007M02N61 - c007M02N55: KM system investment is costly and may take time",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01LI07
h001M01TP14,h001M01LI08,be_constrained_by,1,c007M02N61 - c007M02N56: knowledge storage systems take time to build and show value,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01LI08
h001M01TP14,h001M01LI09,be_constrained_by,8,"c007M02N61 - c007M02N57: top managers gave limited attention to knowledge acquisition processes
c014M01N21 - c014M01N37: Resistance to change challenges implementation.
c014M01N21 - c014M01N38: Authoritarian leadership hinders AI use and sharing.
c014M01N21 - c014M01N39: Abusive leadership is associated with negligible adoption and failure.
c014M01N21 - c014M01N40: Some projects underutilize AI tools.
c014M01N21 - c014M01N42: Lack of training and engagement weakens AI-KM outcomes.
c014M01N21 - c014M02N55: AI-driven knowledge management initiatives constrained by lack of leadership support
c014M01N21 - c014M02N57: AI-driven KM initiatives constrained by abusive leadership",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01LI09
h001M01TP14,h001M01LI10,be_constrained_by,1,c014M01N21 - c014M01N41: A technology-use and knowledge-transfer gap remains.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01LI10
h001M01TP14,h001M01OD02,depend_on,6,"c006M02N24 - c006M02N32: At a meeting held in the fall of 2019 to exchange views on inhouse technological development, professional contractors expressed strong expectations for the assistive suits.
c007M01N37 - c007M01N24: Knowledge-dissemination initiatives require senior management support.
c014M01N21 - c014M01N31: Leadership support is fundamental to implementation.
c014M01N21 - c014M01N32: Participative leadership facilitates AI use and sharing.
c014M01N21 - c014M02N45: AI-driven knowledge management initiatives depend on clear strategic vision
c014M01N21 - c014M02N43: AI-driven KM initiatives depend on top management engagement",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01OD02
h001M01TP14,h001M01OD03,depend_on,2,"c007M01N37 - c007M01N41: The validating company executes KMP using existing basic management systems.
c014M01N21 - c014M01N33: Implementation requires resource allocation.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01OD03
h001M01TP14,h001M01OD05,depend_on,1,c014M01N21 - c014M02N47: AI-driven knowledge management initiatives depend on training and development,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01OD05
h001M01TP14,h001M01OD06,depend_on,3,"c006M02N24 - c006M02N33: It has to be a lower-priced product to be recognized in the construction industry.
c007M01N37 - c007M01N23: Technology-supported dissemination remains dependent on knowledge-sharing culture.
c014M01N21 - c014M01N34: A knowledge-sharing culture supports AI implementation.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01OD06
h001M01TP14,h001M01OD08,depend_on,1,c006M02N24 - c006M02N34: It's compatibility with the individual is greater than the type of work / It doesn't have a uniform effect on everyone.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01OD08
h001M01TP14,h001M01TE01,adopt,1,c014M01N21 - c014M01N28: AI-based KM initiatives integrate artificial intelligence.,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01TE01
h001M01TP14,h001M01TE02,adopt,1,c009M02N36 - c009M01N35: The graphical interface is built using Streamlit,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01TE02
h001M01TP14,h001M01TE03,adopt,1,"c006M02N24 - c006M02N31: 'Smartsuit' which is based on logical and scientific evidence, among the numerous passive assistance suits.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01TE03
h001M01TP14,h001M01TE04,adopt,2,"c007M02N59 - c007M02N32: KU4: Using new knowledge to improve business processes. Companies have adopted 3D technology... for customer consulting processes.
c007M02N61 - c007M01N38: Storing knowledge using the data warehousing technology (KS1)",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01TE04
h001M01TP14,h001M01TE07,adopt,2,"c007M01N37 - c007M01N40: KD4 uses updated technology and Zalo, Line and Viber are widely used communication tools.
c007M02N60 - c007M02N33: KD4: Disseminating knowledge within the company using updated technology. ICT collaboration tools streamline KM.",SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01TE07
h001M01TP14,h001M01TK06,evaluate,1,c014M02N34 - c014M02N10: Real-time monitoring systems evaluate real-time hazard identification,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01TK06
h001M01TP14,h001M01TP07,be_composed_of,1,c014M01N21 - c014M01N25: AI-driven knowledge management initiatives composed of predictive analytics systems,SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01TP07
h001M01TP14,h001M01TP10,be_composed_of,1,c007M02N61 - c007M02N28: Storing lesson learned into the database (KS6),SIC 15 - Construction (Building Construction—General Contractors And Operative Builders),Aggregation,s001M01TP14,s001M01TP10
h001M01EK01,h001M01EK02,be_derived_from,2,"c108M01N15 - c108M01N14: Conditional know-how rules were extracted from interview corpus statements.
c124M01N05 - c124M01N01: Digital-twin schemes provide equipment-condition, simulation, and predictive diagnostic data, and the paper states that this data is used to redesign maintenance policies.",SIC 80 - Services (Health Services),Aggregation,s002M01EK01,s002M01EK02
h001M01EK01,h001M01EK03,be_derived_from,1,c108M01N15 - c108M01N62: The same thematic-analysis procedure identifies conditional know-how rules in the restituted viticulture interviews.,SIC 80 - Services (Health Services),Aggregation,s002M01EK01,s002M01EK03
h001M01EK01,h001M01EK05,be_derived_from,1,"c124M01N05 - c124M01N03: Digital-twin schemes provide equipment-condition, simulation, and predictive diagnostic data, and the paper states that this data is used to redesign maintenance policies.
c124M01N05 - c124M01N04: Digital-twin schemes provide equipment-condition, simulation, and predictive diagnostic data, and the paper states that this data is used to redesign maintenance policies.",SIC 80 - Services (Health Services),Aggregation,s002M01EK01,s002M01EK05
h001M01EK01,h001M01THR15,be_transferred_by,2,"c108M01N10 - c108M01N30: The viticulture review prepared elicitation in a domain where legislative aspects had to be considered.
c108M01N11 - c108M01N29: Professional-activity analysis collected relevant industrial standards.",SIC 80 - Services (Health Services),Aggregation,s002M01EK01,s002M01THR15
h001M01EK01,h001M01THR17,be_transferred_by,1,"c126M01N04 - c126M01N16: External engagement supplies firms with blockchain best practices, security measures, and compliance strategies.",SIC 80 - Services (Health Services),Aggregation,s002M01EK01,s002M01THR17
h001M01EK01,h001M01TK05,translate_into,1,"c107M01N02 - c107M01N07: trainees must be able to plan, install and commission pneumatic systems using circuit diagrams",SIC 80 - Services (Health Services),Aggregation,s002M01EK01,s002M01TK05
h001M01EK01,h001M01TP03,be_transferred_by,2,"c107M01N02 - c107M02N21: the user must set up a pneumatic control system using a circuit diagram
c107M01N03 - c107M02N21: the task, a description and the circuit diagram are displayed before each level",SIC 80 - Services (Health Services),Aggregation,s002M01EK01,s002M01TP03
h001M01EK01,h001M01TP15,be_transferred_by,2,"c126M02N30 - c126M02N03: External knowledge acquisition is positively associated with BT exploitation (H1a supported: β = 0.389, p < 0.001)
c126M02N30 - c126M02N04: External knowledge acquisition is positively associated with BT exploration (H1b supported: β = 0.438, p < 0.001)",SIC 80 - Services (Health Services),Aggregation,s002M01EK01,s002M01TP15
h001M01EK01,h001M01TP16,be_transferred_by,2,"c107M01N01 - c107M01N14: The learning objectives defined in the framework curricula were incorporated into the conceptual design and taught through the application.
c107M01N03 - c107M01N14: The application supplied the functional description as part of the task for setting up the pneumatic control system.",SIC 80 - Services (Health Services),Aggregation,s002M01EK01,s002M01TP16
h001M01EK02,h001M01EK03,be_derived_from,9,"c105M01N10 - c105M01N09: The automatic transcription was obtained from the recorded video.
c108M01N16 - c108M01N62: After restitution and analysis, the viticulture knowledge was structured as mind maps.
c108M01N64 - c108M01N62: After restitution and analysis, the viticulture knowledge was structured as UML diagrams.
c120M01N07 - c120M01N09: Operation priority-value difference features are calculated according to the specified single dispatching rules.
c120M01N07 - c120M01N10: An RPT priority-value difference is calculated as one of the operation priority-difference features.
c120M01N07 - c120M01N12: An EDD priority-value difference is calculated as one of the operation priority-difference features.
c120M01N07 - c120M01N13: An SL priority-value difference is calculated as one of the operation priority-difference features.
c120M01N07 - c120M01N14: A CR priority-value difference is calculated as one of the operation priority-difference features.
c120M02N03 - c120M02N01: ...the differences... are calculated according to rth of the l given SDRs.",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01EK03
h001M01EK02,h001M01EK04,be_derived_from,1,c121M02N03 - c121M02N04: Iterative innovation converts these technology-driven improvements into scalable circular supply chain practices.,SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01EK04
h001M01EK02,h001M01KL09,be_absorbed_by,1,c114M02N02 - c114M02N04: enterprises must have sufficient knowledge accumulation... knowledge acquisition can drive its innovation performance by applying it to the firm's innovation after absorption and transformation,SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01KL09
h001M01EK02,h001M01THR05,be_transferred_by,1,"c108M02N58 - c108M02N09: build, from heterogeneous sources of information... the data dictionary, the technical glossary, and the list of processes and domain experts",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01THR05
h001M01EK02,h001M01THR07,be_transferred_by,1,c105M01N07 - c105M01N18: physical or printed version of the drawing is often used... in the traditional process,SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01THR07
h001M01EK02,h001M01THR12,be_transferred_by,8,"c104M01N03 - c104M01N10: The paper-based guidelines transferred component information through images of the IoT components.
c105M01N07 - c105M01N19: Companies C, D, E, and F used printed drawings during work.
c107M01N04 - c107M01N36: The pneumatics fundamentals used in the study's knowledge test were taken from the textbook Steuerungstechnik Metall.
c107M01N04 - c107M02N17: Current practice-oriented teaching methods in the field are based on textbooks
c107M01N05 - c107M02N17: trainees must learn to identify pneumatic components and functional sequences
c113M01N01 - c113M01N12: The paper-based document contains all information about the electronic system and its components.
c113M02N01 - c113M02N18: The paper-based document... contains all information about the electronic system
c113M02N06 - c113M02N18: The paper-based document... contains all information about the electronic system and its components",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01THR12
h001M01EK02,h001M01THR14,be_transferred_by,2,"c117M01N07 - c117M01N20: Selected product ideas are developed further through internal round-table discussions.
c117M01N07 - c117M01N21: Selected product ideas are developed further through knowledge-sharing workshops.",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01THR14
h001M01EK02,h001M01THR15,be_transferred_by,2,"c108M01N58 - c108M01N30: The literature review gathered wine-industry vocabulary and risk knowledge.
c119M01N49 - c119M01N47: Semantic-domain labels are conveyed through manual concept grouping.",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01THR15
h001M01EK02,h001M01THR17,be_transferred_by,3,"c107M01N04 - c107M02N18: Current practice-oriented teaching methods in the field are based on... simulation software
c126M01N01 - c126M01N16: External blockchain knowledge acquisition includes keeping updated on blockchain applications and trends.
c126M01N03 - c126M01N16: External blockchain knowledge acquisition includes subscribing to literature about blockchain applications.",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01THR17
h001M01EK02,h001M01TK06,translate_into,1,c107M01N05 - c107M01N06: trainees must learn to identify pneumatic components and functional sequences,SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01TK06
h001M01EK02,h001M01TK12,translate_into,2,"c124M01N01 - c124M01N09: Organizations recognize asset-behaviour information, internalize it into current routines, and convert it into better maintenance practices and routines.
c124M01N02 - c124M01N09: Organizations with absorptive capacity convert sensor data and analytical information into actionable maintenance fixes and improved operating processes.",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01TK12
h001M01EK02,h001M01TK13,translate_into,2,"c113M01N01 - c113M01N06: Participants received information about the electronic system and its components; successful transfer required them to develop the right understanding of the electronic system and identify a new power-source connection.
c113M02N01 - c113M02N09: Declarative knowledge refers to facts and information which cannot be executed directly but can be applied for a specific goal that goes through interpretative process",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01TK13
h001M01EK02,h001M01TP01,be_transferred_by,6,"c121M02N33 - c121M02N11: GenAI can generate modular design prototypes using product disassembly logs and material compatibility data.
c121M02N34 - c121M02N11: GenAI can generate modular design prototypes using product disassembly logs and material compatibility data.
c121M02N35 - c121M02N11: GenAI can encode historical product data using pre-trained models.
c121M02N36 - c121M02N11: GenAI can generate dynamic routing schemes using data such as consumer return patterns.
c124M01N01 - c124M01N15: Virtual representations are continuously informed by real-time operational and status information to support maintenance decisions.
c124M01N02 - c124M01N15: Digital-twin-assisted maintenance integrates sensor data into coherent decision-making environments.
c124M02N26 - c124M01N15: Section 2.1, Page 40
c124M02N22 - c124M01N15: Section 2.1, Page 40",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01TP01
h001M01EK02,h001M01TP03,be_transferred_by,2,"c105M01N08 - c105M01N24: The AR prototype visualized Company A's CAD model with arrows and animations.
c107M01N05 - c107M02N21: The app... user must set up a pneumatic control system using a circuit diagram and a functional description with the help of 3D models",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01TP03
h001M01EK02,h001M01TP04,be_transferred_by,2,"c107M01N05 - c107M01N16: The additional visualization aids were designed to help users learn the functions and structure of pneumatic components.
c113M01N01 - c113M01N13: The traditional AR system presents an overview of the electronic system and all its components.",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01TP04
h001M01EK02,h001M01TP05,be_transferred_by,1,c108M01N20 - c108M01N40: The Wine Cloud traceability platform used sensor feedback data.,SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01TP05
h001M01EK02,h001M01TP06,be_transferred_by,1,c105M01N10 - c105M02N23: The result of converting video instructions to written instructions,SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01TP06
h001M01EK02,h001M01TP07,be_transferred_by,18,"c102M01N06 - c102M01N17: The narration approach produces textual human-intention descriptions that support robot adjustment.
c102M02N08 - c102M01N17: cross-attention module to obtain global visual embeddings
c103M01N15 - c103M01N26: Recordings were processed through the feature-extraction practice.
c103M01N16 - c103M01N27: Feature vectors were supplied to DRLDCC-ELM training.
c103M01N16 - c103M01N28: Feature-vector sequences were supplied to transformer training.
c103M01N17 - c103M01N27: Handwork labels supplied target information for DRLDCC-ELM training.
c103M01N18 - c103M01N27: Training observations were supplied through DRLDCC-ELM training.
c103M01N18 - c103M01N28: Training observations were supplied through transformer training.
c108M01N19 - c108M01N41: Viticulture ontological formalization enabled the prediction and recommendation solutions.
c117M01N08 - c117M01N39: Shortlisted product ideas are co-developed and validated through expert collaboration.
c120M01N01 - c120M01N17: Offline scheduling learning processes accumulated historical data to extract samples and mine the SPRM.
c120M01N02 - c120M01N17: Production orders form part of the historical data processed during offline scheduling learning.
c120M01N03 - c120M01N17: Process information forms part of the historical data processed during offline scheduling learning.
c120M01N04 - c120M01N18: Optimal scheduling schemes are restored and processed by the SPRM training-sample acquisition mechanism.
c120M01N05 - c120M01N19: Acquired SPRM training samples are used in GA- and ELM-based wrapper feature selection.
c120M01N05 - c120M01N17: The acquired training samples and selected input features are used to train the SPRM with ELM.
c120M01N06 - c120M01N21: Dynamic production-system-state features are supplied as inputs to the SPRM.
c120M01N07 - c120M01N21: Operation priority-value difference features are supplied as inputs to the SPRM.",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01TP07
h001M01EK02,h001M01TP08,be_transferred_by,3,"c102M01N04 - c102M01N16: Common-sense scene depictions undergo inference leading to task interpretation.
c121M01N01 - c121M01N14: GenAI-enabled inheritance encodes historical product data and extracts transferable knowledge from earlier product generations.
c121M01N05 - c121M01N13: Supplier material-recovery data are acquired and recombined with other fragmented circular-supply-chain knowledge.",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01TP08
h001M01EK02,h001M01TP09,be_transferred_by,4,"c102M01N03 - c102M01N15: Scene-graph triples are used to generate task interpretations.
c108M01N16 - c108M01N37: The viticulture semi-formal models were followed by ontological formalization.
c108M01N18 - c108M01N39: The reasoning application operated on the ontology-backed manufacturing environment.
c108M01N64 - c108M01N37: The viticulture UML diagrams were followed by ontological formalization.",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01TP09
h001M01EK02,h001M01TP10,be_transferred_by,1,"c109M02N05 - c109M02N22: ""AI-based knowledge management solutions such as SAP's sustainability management solutions support the institutionalization of sustainable practices. These platforms store, retrieve best practices""",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01TP10
h001M01EK02,h001M01TP11,be_transferred_by,9,"c108M01N18 - c108M01N38: The formal manufacturing ontology supported the collaborative digital environment.
c117M01N05 - c117M01N22: External social media surfaces early product-user signals for later internal development.
c117M01N07 - c117M01N38: Submitted product concepts enter voting, expert review, and peer-feedback processes.
c117M01N08 - c117M01N38: Product design suggestions are among submitted ideas subject to evaluation and prioritisation.
c117M01N09 - c117M01N38: Product packaging suggestions are among submitted ideas subject to evaluation and prioritisation.
c117M02N02 - c117M01N24: Platforms enable the creation and exchange of user-generated content
c117M01N07 - c117M01N29: External ideas submitted through platforms like Idea-Point and technical collaboration tools are evaluated by our R&D experts
c122M01N06 - c122M01N22: Process data are exchanged as digital resources through the Metaverse.
c122M02N12 - c122M01N22: I can access a variety of digital resources in the Metaverse that support my task-related knowledge needs",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01TP11
h001M01EK02,h001M01TP12,be_transferred_by,4,"c111M01N04 - c111M01N24: Table 5 specifies webinars as a medium for basic knowledge and areas of application.
c111M01N04 - c111M01N29: Visual tutorials are the preferred presentation format for content concerning AI knowledge and areas of application.
c111M01N06 - c111M01N24: Webinars and podcasts provide engaging media for content that includes overviews of tools for using AI technologies.
c111M01N06 - c111M01N29: The paper couples a rundown of compatible systems and instruments with practical demonstrations and identifies visual tutorials as the format of choice.",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01TP12
h001M01EK02,h001M01TP13,be_transferred_by,6,"c114M02N02 - c114M02N07: firms with the advantage of centrality can quickly and efficiently reach extensive and rich knowledge and technologies
c117M01N07 - c117M01N37: Product concepts are collected, screened, and refined through internal platforms.
c117M01N08 - c117M01N37: Product design suggestions are processed by structured internal submission and screening.
c117M01N09 - c117M01N37: Product packaging suggestions are processed by structured internal submission and screening.
c117M01N05 - c117M01N37: Early product-user signals may inform structured internal development after filtering.
c117M02N01 - c117M02N15: We rely on social listening to understand emerging user needs",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01TP13
h001M01EK02,h001M01TP14,be_transferred_by,7,"c113M02N01 - c113M02N21: assembly instructions were presented step by step on top of the workspace in the form of texts as well as videos
c113M02N05 - c113M02N21: providing such information can increase user awareness of the system
c113M02N06 - c113M02N21: Users were initially presented with an overview of the electronic system and its all components using tooltips and graphical arrows
c114M01N01 - c114M01N10: Enterprises acquire external digital technology knowledge through network embedding, and strong interfirm relationships support knowledge transfer.
c114M01N02 - c114M01N10: Strong relationships lower the cost and uncertainty of acquiring knowledge resources and enable smooth interfirm transfer.
c115M01N02 - c115M01N11: Environmental protection business knowledge is measured under green knowledge acquisition, which is positively affected by digital transformation.
c115M01N03 - c115M01N11: Knowledge about the environmental effects of products, materials and services is measured under green knowledge acquisition, which is positively affected by digital transformation.",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01TP14
h001M01EK02,h001M01TP16,be_transferred_by,1,"c107M01N04 - c107M01N14: The implemented exercises addressed pneumatics content, while knowledge uptake was measured with tests based on pneumatics fundamentals.",SIC 80 - Services (Health Services),Aggregation,s002M01EK02,s002M01TP16
h001M01EK03,h001M01EK01,be_derived_from,2,"c102M01N08 - c102M01N07: The task description is recursively decomposed into subtasks represented as hierarchical plans resembling a task tree.
c102M01N09 - c102M01N07: The robot learns execution policies based solely on a task description.",SIC 80 - Services (Health Services),Aggregation,s002M01EK03,s002M01EK01
h001M01EK03,h001M01EK02,be_derived_from,5,"c105M01N11 - c105M01N10: The timestamped transcription and step indications were used to create written instructions.
c108M01N62 - c108M01N58: The wine-industry literature review was conducted to understand vocabulary and build the viticulture interview guide.
c121M01N02 - c121M01N01: GenAI encodes historical product data to identify transferable design principles.
c124M01N06 - c124M01N01: Digital-twin schemes provide equipment-condition, simulation, and predictive diagnostic data, and the paper states that this data is used to redesign spare parts planning.
c124M01N07 - c124M01N01: Digital-twin schemes provide equipment-condition, simulation, and predictive diagnostic data, and the paper states that this data is used to redesign response strategies.",SIC 80 - Services (Health Services),Aggregation,s002M01EK03,s002M01EK02
h001M01EK03,h001M01EK05,be_derived_from,2,"c124M01N06 - c124M01N03: Digital-twin schemes provide equipment-condition, simulation, and predictive diagnostic data, and the paper states that this data is used to redesign spare parts planning.
c124M01N06 - c124M01N04: Digital-twin schemes provide equipment-condition, simulation, and predictive diagnostic data, and the paper states that this data is used to redesign spare parts planning.
c124M01N07 - c124M01N03: Digital-twin schemes provide equipment-condition, simulation, and predictive diagnostic data, and the paper states that this data is used to redesign response strategies.
c124M01N07 - c124M01N04: Digital-twin schemes provide equipment-condition, simulation, and predictive diagnostic data, and the paper states that this data is used to redesign response strategies.",SIC 80 - Services (Health Services),Aggregation,s002M01EK03,s002M01EK05
h001M01EK03,h001M01EK09,be_derived_from,1,c108M01N13 - c108M01N09: The manufacturing interview guide was prepared from domain analysis that included company internal documents.,SIC 80 - Services (Health Services),Aggregation,s002M01EK03,s002M01EK09
h001M01EK03,h001M01THR05,be_transferred_by,1,c108M01N62 - c108M01N65: Six topic-specific grids structured the viticulture interviews.,SIC 80 - Services (Health Services),Aggregation,s002M01EK03,s002M01THR05
h001M01EK03,h001M01THR11,be_transferred_by,1,"c106M01N01 - c106M02N05: The confirmation group (G1) has been selected to simulate the training of the machinery setup using the traditional approaches already employed in the company, supported by additional VM tools. The worker follows the sequential instructions represented via the guidance device using a 'step' approach.",SIC 80 - Services (Health Services),Aggregation,s002M01EK03,s002M01THR11
h001M01EK03,h001M01THR12,be_transferred_by,7,"c104M01N02 - c104M01N10: Participants used the paper manual's written instructions while assembling the components step by step.
c104M02N06 - c104M02N13: Paper manual instructions are transferred via paper-based self-study.
c105M01N06 - c105M01N19: Paper and digital instructions served as conventional task guidance.
c105M02N06 - c105M02N21: current instructions for the processes mentioned are available on paper and digitally
c113M01N02 - c113M01N12: The paper-based document provides step-by-step textual instructions and pictures for completing the wiring task.
c113M02N02 - c113M02N18: The paper-based document... consists of a step-by-step information
c113M02N03 - c113M02N18: The paper-based document... consists of a step-by-step information in the form of textual instruction and pictures",SIC 80 - Services (Health Services),Aggregation,s002M01EK03,s002M01THR12
h001M01EK03,h001M01THR15,be_transferred_by,1,c108M01N62 - c108M01N35: The restituted viticulture interviews were analyzed before modeling.,SIC 80 - Services (Health Services),Aggregation,s002M01EK03,s002M01THR15
h001M01EK03,h001M01THR17,be_transferred_by,1,c120M02N01 - c120M02N14: ...the DSSC can select the most appropriate SDR...,SIC 80 - Services (Health Services),Aggregation,s002M01EK03,s002M01THR17
h001M01EK03,h001M01TK05,translate_into,2,"c106M01N01 - c106M01N06: Workers received sequential setup information and were later tested on autonomous recall of the whole procedure.
c113M01N02 - c113M01N05: Step-by-step assembly instructions were presented so that users could acquire skills in wiring the system.",SIC 80 - Services (Health Services),Aggregation,s002M01EK03,s002M01TK05
h001M01EK03,h001M01TK12,translate_into,1,c121M01N02 - c121M01N07: Knowledge inherited from earlier product generations supplies structured knowledge that is subsequently translated into actionable insights and routines.,SIC 80 - Services (Health Services),Aggregation,s002M01EK03,s002M01TK12
h001M01EK03,h001M01TK13,translate_into,1,c113M02N02 - c113M02N10: Procedural knowledge is acquired through practice and refers to information about how to perform a task,SIC 80 - Services (Health Services),Aggregation,s002M01EK03,s002M01TK13
