uuid,Title,tacit_knowledge_array,digital_technology_array,sector
5132077b-0980-4ba1-a239-76222fe5e599,The Role Of Academic Library Resources And Teacher Competency In Student Learning Engagement In The Digital Era,[],"[{'digital_technology': 'digital technologies', 'digital_technology_normalized': 'Others(*)'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
da1fa78b-a2eb-4f40-831b-caaf3431ad54,"Where Does Individual Ambidexterity Come From Under Digital Work Context? Inclusive Leadership, Team Knowledge Acquisition, And Team Knowledge Sharing","[{'tacit_knowledge': 'team knowledge acquisition', 'tacit_knowledge_normalized': 'Collective and relational tacit knowledge (Teamwork know-how, other)', 'tacit_knowledge_confidence': 'medium'}, {'tacit_knowledge': 'team knowledge sharing', 'tacit_knowledge_normalized': 'Collective and relational tacit knowledge (Teamwork know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'digital technology', 'digital_technology_normalized': 'Others(*)'}]","{'sector_name': 'Manufacturing (Miscellaneous Manufacturing Industries)', 'sector_id': 'SIC 39', 'sector_confidence': 'high'}"
9453fb92-5466-4b3d-9f91-3d3a11808727,The Impact Of Blockchain Technology Applications On Enterprise Innovation In The Digital Economy Era: An Empirical Test Based On A Psm-Did Model,"[{'tacit_knowledge': 'None identified', 'tacit_knowledge_normalized': 'None identified', 'tacit_knowledge_confidence': 'None identified'}]","[{'digital_technology': 'blockchain technology', 'digital_technology_normalized': 'Distributed, Secure, and Trust Technologies'}]","{'sector_name': 'Services (Business Services)', 'sector_id': 'SIC 73', 'sector_confidence': 'medium'}"
75afd7c8-1a5f-4a28-b006-dda937c39210,Effectiveness Of The Didactic Use Of Telegram In Online University Teaching,"[{'tacit_knowledge': 'None identified', 'tacit_knowledge_normalized': 'None identified', 'tacit_knowledge_confidence': 'None identified'}]","[{'digital_technology': 'Telegram', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
b7357516-2f30-4efb-af89-72f7c1e807af,Comparing The Effectiveness Of Immersive Virtual Simulation And High-Fidelity Simulations In Mechanical Ventilator Nursing Education: A Randomized Crossover Design,"[{'tacit_knowledge': 'Experiential know-how in mechanical ventilator nursing practice', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'high'}, {'tacit_knowledge': 'Clinical know-how in nursing practice', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'immersive virtual simulation', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'high-fidelity simulation', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Health Services)', 'sector_id': 'SIC 80', 'sector_confidence': 'high'}"
9aac32e0-7829-4a78-8928-8681a1f4914b,Enhancing Stem Learning Through Ai-Driven Mind Mapping: A Study On The Educational Impact Of Napkin Ai On Student Outcomes And Knowledge Retention,"[{'tacit_knowledge': 'None identified', 'tacit_knowledge_normalized': 'Other(*)', 'tacit_knowledge_confidence': 'low'}]","[{'digital_technology': 'Napkin AI', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'Structural Equation Modeling (SEM)', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'IBM SPSS 25', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'AMOS 24', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
060b34f6-9708-463a-8f4a-f69ff5623a52,Design And Evaluation Of A Serious Game For Teaching Nanotechnologies In Pharmacy Education,"[{'tacit_knowledge': 'None identified', 'tacit_knowledge_normalized': 'Other(*)', 'tacit_knowledge_confidence': 'low'}]","[{'digital_technology': 'serious game', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
acf6b7a1-3b13-457c-bdb6-6d85f6e8d94a,Immersive Learning In Virtual Worlds: A Two-Step Analysis Sem And Nca For Assessing The Impact Of Metaverse Education On Knowledge Retention And Student Collaboration,"[{'tacit_knowledge': 'None identified', 'tacit_knowledge_normalized': 'Other(*)', 'tacit_knowledge_confidence': 'low'}]","[{'digital_technology': 'Metaverse', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'Partial Least Squares Structural Equation Modeling (PLS-SEM)', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'Necessary Condition Analysis (NCA)', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
ad08fa5a-6a2f-4693-bfae-2a68d0efaf0d,Effects Of Classroom Response System On The Achievement And Knowledge Retention Of The Students In Mathematics,[],"[{'digital_technology': 'Classroom Response System (CRS)', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'Bluetooth technology', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
173030b5-f479-4535-865f-ccc2868352f7,New Knowledge Creation And Loss During Covid-19: Sustainable Knowledge Management'S Perspective,[],"[{'digital_technology': 'digital transformation', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Engineering, Accounting, Research, Management, And Related Services', 'sector_id': 'SIC 87', 'sector_confidence': 'medium'}"
fed0ca71-f6a7-44b4-8df8-759057e303c9,A Combined Approach For Improving Humanoid Robots Autonomous Cognitive Capabilities,[],"[{'digital_technology': 'symbolic AI', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'connectionist approaches', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'machine learning techniques', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Industrial And Commercial Machinery And Computer Equipment', 'sector_id': 'SIC 35', 'sector_confidence': 'medium'}"
b76b0e86-3e2f-4c1c-9bd4-0fabea02e175,"Revolutionizing Safety Training: Enhancing Safety Knowledge Acquisition, Retention, And User Experience With Adaptive Vr-Llm Integration","[{'tacit_knowledge': 'adaptive navigation support by visually emphasizing weak points, highlighting relevant areas in the immersive environment, and restructuring interaction paths in response to learner progress', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Operational know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Virtual Reality (VR)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'Large Language Models (LLMs)', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'AI tutoring system', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'adaptive learning system', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Services (Engineering, Accounting, Research, Management, And Related Services)', 'sector_id': 'SIC 87', 'sector_confidence': 'medium'}"
5a02a89d-d016-42a3-aa22-5ac3239103cc,Virtual Sample Diffusion Generation Method Guided By Large Language Model-Generated Knowledge For Enhancing Information Completeness And Zero-Shot Fault Diagnosis In Building Thermal Systems,[],"[{'digital_technology': 'large language model (LLM)', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'mega-trend diffusion (MTD)', 'digital_technology_normalized': 'Others(*)'}, {'digital_technology': 'Monte Carlo method', 'digital_technology_normalized': 'Others(*)'}, {'digital_technology': 'neural networks', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Construction (Heavy Construction Other Than Building Construction—Contractors)', 'sector_id': 'SIC 16', 'sector_confidence': 'medium'}"
ca97cba5-d962-4ad0-93d8-a2718da93891,Linking Information Technology Use With Corporate Entrepreneurship: The Mediation Role Of Openness To External Knowledge,[],"[{'digital_technology': 'organisational enterprise systems', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'organisational social media', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}, {'digital_technology': 'top management team social media', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}]","{'sector_name': 'Services (Business Services)', 'sector_id': 'SIC 73', 'sector_confidence': 'medium'}"
3aa1db41-c3c1-4654-b1b5-bfb75d12c553,The Influence Of Artificial Intelligence Tools On Student Performance In E-Learning Environments: Case Study,[],"[{'digital_technology': 'AI-powered personalized learning tools', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'Moodle platform', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
ca6326fd-6562-4ac5-ad75-86de47d0d552,Harnessing Digital Transformation For Sustainable Performance: Exploring The Mediating Roles Of Green Knowledge Acquisition And Innovation Performance Under Digital Transformational Leadership,[],[],"{'sector_name': 'Manufacturing', 'sector_id': 'SIC 20-39', 'sector_confidence': 'medium'}"
9589adfe-20c0-47a3-b929-7e49594461f4,Designing Learning Experiences On Climate Change For Undergraduate Students Of Different Majors,[],"[{'digital_technology': 'virtual tools', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'escape room', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
c71c6527-2bbe-4d7e-a25b-87e0aa645916,Digital Technologies And Circular Economy Capabilities: Exploring The Roles Of Supply Chain Knowledge Development Processes And Environmental Uncertainty,"[{'tacit_knowledge': 'knowledge acquisition, shared meaning and achieved memory', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'Industry 4.0 digital technologies', 'digital_technology_normalized': 'Cyber-Physical Systems, IoT, and Smart Environments'}]","{'sector_name': 'Manufacturing (Food And Kindred Products)', 'sector_id': 'SIC 20', 'sector_confidence': 'low'}"
76d59148-5ba6-41bb-ab58-ffc2393cb9ef,Supporting The Management Of Rolling Stock Maintenance With An Ontology-Based Virtual Depot,[],"[{'digital_technology': 'ontology-based Virtual Depot', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Transportation, Communications, Electric, Gas, And Sanitary Services (Railroad Transportation)', 'sector_id': 'SIC 40', 'sector_confidence': 'high'}"
3cf7d662-93a7-4c64-8d64-c16862b3b898,The Impact Of Digital Technology Innovation Network Embedding On Firms' Innovation Performance: The Role Of Knowledge Acquisition And Digital Transformation,"[{'tacit_knowledge': 'social capital and tacit knowledge', 'tacit_knowledge_normalized': 'Collective and relational tacit knowledge (Teamwork know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'digital technology innovation networks', 'digital_technology_normalized': 'Cyber-Physical Systems, IoT, and Smart Environments'}]","{'sector_name': 'None identified', 'sector_id': 'None identified', 'sector_confidence': 'None identified'}"
ce8c0c5e-1655-435f-a316-5b653a458a73,Enhancing Knowledge Engagement In Higher Education: A Vr-Driven Framework For Transforming Ideological And Political Instruction,"[{'tacit_knowledge': 'Contextualized knowledge acquisition', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'Virtual Reality (VR)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
0e474583-4007-4041-af22-f918b76b7a8e,An Anthropotechnological Analysis Of Training Innovations In Prosub: The Role Of Computer-Based Training (Cbt) In Achieving Operational Readiness For Brazil'S Riachuelo-Class Submarine Crews,"[{'tacit_knowledge': 'Technical Capability Building via immersive simulations', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'high'}, {'tacit_knowledge': 'Organizational Adaptation to new roles and technologies', 'tacit_knowledge_normalized': 'Adaptive tacit knowledge (Situational problem-solving, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'Computer-Based Training (CBT)', 'digital_technology_normalized': 'Rule-Based, Decision, and Expert Systems'}]","{'sector_name': 'Public Administration (National Security And International Affairs)', 'sector_id': 'SIC 97', 'sector_confidence': 'medium'}"
a5c05e98-3155-4232-a0aa-921211e95995,Development Of A Sustainable Automated Irrigation System As A Learning Object,[],"[{'digital_technology': 'Automated and sustainable technological irrigation system', 'digital_technology_normalized': 'Cyber-Physical Systems, IoT, and Smart Environments'}]","{'sector_name': 'Agriculture, Forestry, And Fishing (Agriculture, Forestry, And Fishing)', 'sector_id': 'SIC 01-09', 'sector_confidence': 'high'}"
fb9de19c-bf5c-4e85-8fe2-cfc5498e2c96,Design And Evaluation Of A Virtual Rehabilitation System Integrating Intangible Cultural Heritage: A Case Study Of Baduanjin-Based Somatosensory Training,"[{'tacit_knowledge': 'culturally embedded rehabilitation training', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'somatosensory interaction', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'real-time motion capture', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}, {'digital_technology': 'interactive knowledge cards', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Health Services', 'sector_id': 'SIC 80', 'sector_confidence': 'high'}"
6e744663-8ce3-42dd-9a75-5ec4bee2e79b,Exploring The Intersection Of Technology And History: Gifted Students' Journey In Mathematics,[],"[{'digital_technology': 'digital resources', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
93dc4fb5-4410-4d8d-8397-26cc7d271fd5,Looking At Electrochemistry Through A Concentration Cell: A High School Laboratory Activity Integrated Into A Data Access System Explored With Preservice Chemistry Teachers,[],"[{'digital_technology': 'Arduino system', 'digital_technology_normalized': 'Cyber-Physical Systems, IoT, and Smart Environments'}]","{'sector_name': 'Educational Services', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
281868ab-a69c-4c8b-a68a-28a644881f16,Evaluating The Benefits And Drawbacks Of Visualizing Systems Modeling Language (Sysml) Diagrams In The 3D Virtual Reality Environment,"[{'tacit_knowledge': 'Systems Understanding; Information Sharing; Modeling and Training Experience; Digital Twin', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'Virtual Reality (VR)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'head-mounted displays (HMDs)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'Systems Modeling Language (SysML)', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Services (Engineering, Accounting, Research, Management, And Related Services)', 'sector_id': 'SIC 87', 'sector_confidence': 'high'}"
70dfe7cf-9792-4451-a536-35b6a9ae8b07,Design And Application Of An Aigc Music Generation Framework: Aligning Technical Innovation With Organizational Knowledge Management Needs,[],"[{'digital_technology': 'AIGC music technologies', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'hybrid Transformer-GNN framework', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'dual-loop control mechanism', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Services (Business Services)', 'sector_id': 'SIC 73', 'sector_confidence': 'medium'}"
d79e1c9c-d338-4062-8962-f5da702dac5b,Class Incremental Learning For Knowledge Acquisition Based On Prototype Network Gating Mechanism,[],"[{'digital_technology': 'prototype network gating mechanism', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'PGMoE', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Services (Health Services)', 'sector_id': 'SIC 80', 'sector_confidence': 'medium'}"
0d86bab1-b5e6-4d5e-bedd-989c160e98d4,Evaluation Of An Immersive Vr-Based Chemical Production Safety Learning Using A Transferable Psychosomatic Approach,"[{'tacit_knowledge': 'transfer of knowledge and skills in chemical production safety', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Operational know-how, other)', 'tacit_knowledge_confidence': 'medium'}, {'tacit_knowledge': 'human-machine interactions', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Operational know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'virtual reality (VR)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Manufacturing (Chemicals And Allied Products)', 'sector_id': 'SIC 28', 'sector_confidence': 'high'}"
3b882d54-7e1e-4d82-b048-9a7668910bd1,Unlocking Sustainable Performance With Blockchain Technology: Insights From Organizational Learning Theory,"[{'tacit_knowledge': 'external knowledge acquisition', 'tacit_knowledge_normalized': 'Collective and relational tacit knowledge (Teamwork know-how, other)', 'tacit_knowledge_confidence': 'medium'}, {'tacit_knowledge': 'internal knowledge integration', 'tacit_knowledge_normalized': 'Collective and relational tacit knowledge (Teamwork know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'blockchain technology (BT)', 'digital_technology_normalized': 'Distributed, Secure, and Trust Technologies'}]","{'sector_name': 'Services (Engineering, Accounting, Research, Management, And Related Services)', 'sector_id': 'SIC 87', 'sector_confidence': 'medium'}"
c07b5ec7-29ba-43f9-a751-13172b5c3edd,Preparing Student Teachers For Professional Development: Mentoring Generative Artificial Intelligence (Ai) Learners In Mathematical Problem Solving,"[{'tacit_knowledge': 'mentor-acquired knowledge and skills', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'medium'}, {'tacit_knowledge': 'procedural mentoring', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Procedural know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'artificial intelligence (AI)', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
6372a818-e75b-434d-a8c0-c285f221479d,Metaverse For Sustainable Circular Supply Chains: Unlocking Value And Knowledge Synergies,"[{'tacit_knowledge': 'knowledge creation, knowledge acquisition, knowledge sharing, knowledge application and knowledge integration', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'metaverse technology', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Engineering, Accounting, Research, Management, And Related Services)', 'sector_id': 'SIC 87', 'sector_confidence': 'high'}"
741334b4-1bb2-43ff-b915-00b6cf006dbd,Digital Communication Of Cultural Heritage As The Medium For Fluoride Cognition: Intangible Cultural Heritage Visual Narrative Approaches For Public Health Education,[],"[{'digital_technology': '3D laser scanning', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}, {'digital_technology': 'hyperspectral imaging', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}, {'digital_technology': 'multispectral analysis', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}, {'digital_technology': 'multimodal technologies', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'immersive interactive design', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Health Services)', 'sector_id': 'SIC 80', 'sector_confidence': 'high'}"
6a338295-33d9-4242-a987-b219b99e6921,Semantic Knowledge Models For Decision Making In Asset Management: Im-Safe Knowledge Base,[],"[{'digital_technology': 'Semantic Wiki Platform', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Services (Engineering, Accounting, Research, Management, And Related Services)', 'sector_id': 'SIC 87', 'sector_confidence': 'high'}"
0dc583a8-efff-4c45-8a9c-cf08c7acec6f,Preventing And Managing Technical Knowledge Loss In Firms: Insights From Invulnerability Analysis Of Technical Knowledge Network,"[{'tacit_knowledge': 'degree value, betweenness centrality, efficiency, and the contributions of adjacent nodes', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'complex networks', 'digital_technology_normalized': 'Others(*)'}]","{'sector_name': 'Services (Engineering, Accounting, Research, Management, And Related Services)', 'sector_id': 'SIC 87', 'sector_confidence': 'high'}"
b5f6bf13-fe41-4a9f-9fad-56258c2a1447,Is Rpa Causing Process Knowledge Loss? Insights From Rpa Experts,"[{'tacit_knowledge': 'process expertise', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'Robotic process automation (RPA)', 'digital_technology_normalized': 'Rule-Based, Decision, and Expert Systems'}]","{'sector_name': 'Nonclassifiable Establishments', 'sector_id': 'SIC 99', 'sector_confidence': 'low'}"
98b4efe6-d30b-49ae-893b-af9d2c899631,Collaborative Immersive Virtual Environments In Geography Education On Climate Zones: A Ux Case Study,[],"[{'digital_technology': 'Collaborative Immersive Virtual Environment (CIVE)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'Meta Quest 2 headsets', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
207b0aed-7e80-4d76-be29-dc7c898db7d0,Organisational Learning And Sustainable Tourism: The Enabling Role Of Digital Transformation,"[{'tacit_knowledge': 'knowledge creation through content transmission and exchange', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'medium'}, {'tacit_knowledge': 'knowledge retention through utilisation of digital technologies', 'tacit_knowledge_normalized': 'Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)', 'tacit_knowledge_confidence': 'medium'}, {'tacit_knowledge': 'knowledge transformation as implementation', 'tacit_knowledge_normalized': 'Adaptive tacit knowledge (Situational problem-solving, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'digital technologies', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'digitalisation', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Services (Amusement And Recreation Services)', 'sector_id': 'SIC 79', 'sector_confidence': 'high'}"
5694c147-d6ab-40de-9189-3d133807e197,Teaching Efl With Immersive Virtual Reality Technologies: A Comparison With The Conventional Listening Method,[],"[{'digital_technology': 'immersive Virtual Reality (iVR)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'passive iVR', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'interactive iVR', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
6bd36765-e8ba-42b2-83e2-6d3da4839013,"Short-Term Gains, Long-Term Gaps: The Impact Of Genai And Search Technologies On Retention",[],"[{'digital_technology': 'Generative AI (GenAI) tools', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'ChatGPT', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'search engines', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'Google', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}, {'digital_technology': 'e-textbooks', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
b0900e76-cb34-44d9-a38c-df0a2f1fb8d6,Integrating Ai-Driven Large Language Models Tools For Enhanced Problem-Solving And Troubleshooting In Automation Of Manufacturing Systems Education,"[{'tacit_knowledge': 'real-time access to equipment manuals and past experiences', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'high'}, {'tacit_knowledge': 'identifying what students search for the most and where they encounter the most problems', 'tacit_knowledge_normalized': 'Adaptive tacit knowledge (Situational problem-solving, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': ""large language models (LLM's) similar to ChatGPT"", 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'AI-powered tool', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}, {'digital_technology': 'chatbot system', 'digital_technology_normalized': 'Artificial Intelligence and Intelligent Computation'}]","{'sector_name': 'Services (Educational Services)', 'sector_id': 'SIC 82', 'sector_confidence': 'high'}"
81226940-a859-4bb6-881b-be57d30031d1,Evaluation Of The Effectiveness Of Traditional Training Vs. Immersive Training A Case Study Of Building Safety And Emergency Training,"[{'tacit_knowledge': 'realistic simulations that enhance engagement and knowledge retention', 'tacit_knowledge_normalized': 'Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)', 'tacit_knowledge_confidence': 'medium'}]","[{'digital_technology': 'Virtual Reality (VR)', 'digital_technology_normalized': 'Human–Computer Interaction and Immersive Technologies'}, {'digital_technology': 'wearable tech', 'digital_technology_normalized': 'Imaging, Sensing, and Perception Technologies'}]","{'sector_name': 'Services (Health Services)', 'sector_id': 'SIC 80', 'sector_confidence': 'medium'}"
47813a1c-34ea-4908-a8cf-8dae007e5caf,The Role Of Internal And External Social Media In The Idea Generation Phases Of New Product Development: Evidence From The Technology Industry,"[{'tacit_knowledge': 'secure, expert-driven collaboration under tighter governance conditions', 'tacit_knowledge_normalized': 'Collective and relational tacit knowledge (Teamwork know-how, other)', 'tacit_knowledge_confidence': 'high'}]","[{'digital_technology': 'social media', 'digital_technology_normalized': 'Mobile, Social, and Communication Technologies'}, {'digital_technology': 'social media analytics', 'digital_technology_normalized': 'Data, Information, and Knowledge Systems'}]","{'sector_name': 'Services (Engineering, Accounting, Research, Management, And Related Services)', 'sector_id': 'SIC 87', 'sector_confidence': 'high'}"
