uuid,Title,tacit_knowledge_array,digital_technology_array,sector,tacit_taxonomy,digital_taxonomy,sector_taxonomy
52acf732-08a9-4d43-a52e-8aee8a104811,Taxonomy And Representation Of Digital Architecture Knowledge: Proposal For An Online Encyclopedia Model,"[{""tacit_knowledge"": ""scientific knowledge is hierarchically classified across conceptual, procedural, visual, and configurational layers using artificial intelligence algorithms"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""hierarchical classification across conceptual, procedural, visual, and configurational layers"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""multidimensional knowledge discovery"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""text mining techniques"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""artificial intelligence algorithms"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""web platform"", ""digital_technology_normalized"": ""Mobile, Social, and Communication Technologies""}, {""digital_technology"": ""text mining techniques"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""interactive visuals"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Services (Engineering, Accounting, Research, Management, And Related Services)"", ""sector_id"": ""SIC 87"", ""sector_confidence"": ""high""}]",["Cognitive tacit knowledge"],"[""Data, Information, and Knowledge Systems"", ""Artificial Intelligence and Intelligent Computation"", ""Mobile, Social, and Communication Technologies"", ""Human–Computer Interaction and Immersive Technologies""]","[""82"", ""87""]"
26f6894a-784e-40b4-a6aa-9f8a3e323393,Interactive Social Media-Based Road Safety Education For University Students: Development And Validation,"[{""tacit_knowledge"": ""Knowledge of how to design culturally relevant, interactive road safety videos for social media dissemination"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""Knowledge of how to apply the Theory of Planned Behaviour and Social Cognitive Theory to boost road safety awareness and promote safer motorcycle riding"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""road safety awareness and promote safer motorcycle riding"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Operational know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""road safety awareness and safer motorcycle riding practices"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""social media"", ""digital_technology_normalized"": ""Mobile, Social, and Communication Technologies""}, {""digital_technology"": ""TikTok"", ""digital_technology_normalized"": ""Mobile, Social, and Communication Technologies""}, {""digital_technology"": ""Instagram"", ""digital_technology_normalized"": ""Mobile, Social, and Communication Technologies""}, {""digital_technology"": ""augmented reality"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""virtual reality"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""interactive, culturally relevant videos"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Educational Services"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Somatic tacit knowledge""]","[""Mobile, Social, and Communication Technologies"", ""Human–Computer Interaction and Immersive Technologies""]",["82"]
093baa70-0c3e-4c6a-9fb6-6ffb2a1387d4,Dual-Perspective And Haptic Feedback Virtual Reality Simulation For Labor Care: A Randomized Controlled Mixed-Methods Study,"[{""tacit_knowledge"": ""Knowledge of how to perform labor care skills, including complex decision-making and pain management"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""labor care requires complex decision-making and pain management skills"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""labor care skills, pain management skills, and empathy"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""spherical video-based virtual reality (SVVR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""virtual reality synchronous haptic feedback system (VR-SHFS)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""haptic feedback"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""360 degrees panoramic videos"", ""digital_technology_normalized"": ""Imaging, Sensing, and Perception Technologies""}, {""digital_technology"": ""dual-perspective learning"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Health Services"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}, {""sector_name"": ""Services (Health Services)"", ""sector_id"": ""SIC 80"", ""sector_confidence"": ""high""}]","[""Somatic tacit knowledge"",""Cognitive tacit knowledge"",""Cognitive tacit knowledge""]","[""Human–Computer Interaction and Immersive Technologies"", ""Imaging, Sensing, and Perception Technologies""]","[""82"", ""80""]"
c810fe2f-4e34-410d-80c2-48a013975e4f,The Impact Of Podcasting On Learning Outcomes In Communication Education: The Mediating Role Of Engagement And Perceived Usefulness,"[{""tacit_knowledge"": ""communication education, cognitive engagement, and knowledge retention"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""podcasting"", ""digital_technology_normalized"": ""Mobile, Social, and Communication Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Educational Services"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}]",["Cognitive tacit knowledge"],"[""Mobile, Social, and Communication Technologies""]",["82"]
6922b3ae-5ac8-433c-b237-9c4aafc96de4,Unleashing The Power Of Visual Narratives: Enhancing Elt Through Engaging And Impactful Teaching,"[{""tacit_knowledge"": ""Skillfully employed visual narratives by the English language teacher to teach literature texts and grammar"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""utilization of visual narratives to teach literature texts and grammar"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Procedural know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""Utilization of visual narratives to teach literature texts and grammar"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""images"", ""digital_technology_normalized"": ""Imaging, Sensing, and Perception Technologies""}, {""digital_technology"": ""videos"", ""digital_technology_normalized"": ""Imaging, Sensing, and Perception Technologies""}, {""digital_technology"": ""graphical representations"", ""digital_technology_normalized"": ""Imaging, Sensing, and Perception Technologies""}, {""digital_technology"": ""images, videos, and graphical representations"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Educational Services"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Somatic tacit knowledge""]","[""Imaging, Sensing, and Perception Technologies"", ""Human–Computer Interaction and Immersive Technologies""]",["82"]
770ca811-ce10-49fd-9f90-b6383a916f7e,The Contribution Of Technology According To Special Education Teachers Working With Students With Moderate Intellectual And Developmental Disabilities,"[{""tacit_knowledge"": ""Teachers' perspectives on the value of technology tools for designing educational activities for students with moderate intellectual and developmental disabilities"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""Designing educational activities using technology for students with moderate intellectual and developmental disabilities"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""technologies"", ""digital_technology_normalized"": ""Others(*)""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Educational Services"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}]",["Cognitive tacit knowledge"],["Others(*)"],["82"]
ae9ebe9f-c30d-4488-99b3-3f60cf540751,Analysis Of The Impact Of Intelligent Multimedia Educational Systems On The Learning Outcomes Of Deaf And Hard Of Hearing Students,"[{""tacit_knowledge"": ""Adaptive interfaces improved engagement duration by 73.5%"", ""tacit_knowledge_normalized"": ""Adaptive tacit knowledge (Situational problem-solving, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""Multimodal integration in intelligent systems enhances learning through three dimensions: knowledge transfer efficiency, cognitive engagement, and ecological adaptability"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""AI-driven system with visual-tactile feedback"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""eye-tracking"", ""digital_technology_normalized"": ""Imaging, Sensing, and Perception Technologies""}, {""digital_technology"": ""NASA Task Load Index"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""sign language recognition"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""Intelligent multimedia systems"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""NASA Task Load Index"", ""digital_technology_normalized"": ""Others(*)""}, {""digital_technology"": ""Analysis of Moment Structures (AMOS) path modeling"", ""digital_technology_normalized"": ""Others(*)""}, {""digital_technology"": ""sign language recognition"", ""digital_technology_normalized"": ""Imaging, Sensing, and Perception Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}, {""sector_name"": ""Educational Services"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""high""}]","[""Adaptive tacit knowledge"",""Cognitive tacit knowledge""]","[""Artificial Intelligence and Intelligent Computation"", ""Imaging, Sensing, and Perception Technologies"", ""Human–Computer Interaction and Immersive Technologies"", ""Others(*)""]",["82"]
9a7a25a8-1abc-4bfe-a0f4-e2375510995d,"Xr-Driven Robotic System Training For Occupational Health, Safety, And Maintenance","[{""tacit_knowledge"": ""Hands-on experience in robotic system operations and maintenance through immersive VR and AR scenarios"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""Skill acquisition and task efficiency in health and safety tasks"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""hands-on experience while minimizing risks and resource constraints"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""skill acquisition and task efficiency"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""hands-on experience in health and safety, robotic system operations, and maintenance"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Extended Reality (XR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Virtual Reality (VR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Augmented Reality (AR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Extended Reality (XR) technologies"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Services (Educational Services)"", ""sector_id"": ""SIC 82"", ""sector_confidence"": ""medium""}, {""sector_name"": ""Manufacturing (Industrial And Commercial Machinery And Computer Equipment)"", ""sector_id"": ""SIC 35"", ""sector_confidence"": ""high""}, {""sector_name"": ""Services (Business Services)"", ""sector_id"": ""SIC 73"", ""sector_confidence"": ""medium""}]","[""Somatic tacit knowledge"",""Somatic tacit knowledge""]",["Human–Computer Interaction and Immersive Technologies"],"[""82"", ""35"", ""73""]"
22e1e027-642c-4214-9366-fcbf2301dc19,Strategic Measures For Enhancing Resiliency In Knowledge Base Supply Chains: An Emerging Economy Perspective,"[{""tacit_knowledge"": ""Mentoring and coaching for knowledge retention in supply chains"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""Human intelligence and knowledge application for navigating disruptive environments"", ""tacit_knowledge_normalized"": ""Adaptive tacit knowledge (Situational problem-solving, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""expert's judgement"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""mentoring & coaching for knowledge retention"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Digital technologies-based supply chains"", ""digital_technology_normalized"": ""Cyber-Physical Systems, IoT, and Smart Environments""}, {""digital_technology"": ""Industry 4.0 technologies"", ""digital_technology_normalized"": ""Cyber-Physical Systems, IoT, and Smart Environments""}, {""digital_technology"": ""digital technologies-based supply chains"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""e-Procurement"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""digital technologies-based supply chains"", ""digital_technology_normalized"": ""Cyber-Physical Systems, IoT, and Smart Environments""}]","[{""sector_name"": ""Transportation, Communications, Electric, Gas, And Sanitary Services (Motor Freight Transportation And Warehousing)"", ""sector_id"": ""SIC 42"", ""sector_confidence"": ""medium""}, {""sector_name"": ""Services (Engineering, Accounting, Research, Management, And Related Services)"", ""sector_id"": ""SIC 87"", ""sector_confidence"": ""medium""}, {""sector_name"": ""Wholesale Trade (Wholesale Trade—Durable Goods)"", ""sector_id"": ""SIC 50"", ""sector_confidence"": ""low""}]","[""Cognitive tacit knowledge"",""Adaptive tacit knowledge"",""Cognitive tacit knowledge""]","[""Cyber-Physical Systems, IoT, and Smart Environments"", ""Data, Information, and Knowledge Systems""]","[""42"", ""87""]"
80523f35-bd7b-48a5-87d0-c757aaac462c,Enhancing Safety Training Performance Using Extended Reality: A Hybrid Delphi-Ahp Multi-Attribute Analysis In A Type-2 Fuzzy Environment,"[{""tacit_knowledge"": ""Knowledge retention by trainees through virtual interface design and virtual environment resemblance to actual site and task"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""Interactive nature of AR visualizations allowing trainees to retain learned knowledge"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""construction safety training"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""construction safety training to construction workers"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Extended Reality (XR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Augmented Reality (AR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Virtual Reality (VR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""extended reality (XR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""augmented reality (AR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""virtual reality (VR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""interval type-2 fuzzy Delphi (IT2FD)"", ""digital_technology_normalized"": ""Others(*)""}, {""digital_technology"": ""interval type-2 fuzzy analytic hierarchy process (IT2F-AHP)"", ""digital_technology_normalized"": ""Others(*)""}, {""digital_technology"": ""extended reality (XR) technologies"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Construction (Building Construction—General Contractors And Operative Builders)"", ""sector_id"": ""SIC 15"", ""sector_confidence"": ""high""}]","[""Somatic tacit knowledge"",""Somatic tacit knowledge""]","[""Human–Computer Interaction and Immersive Technologies"", ""Others(*)""]",["15"]
df61758e-d919-40a5-991e-1a13ae64d48f,Education 4.0 For Industry 4.0: A Mixed Reality Framework For Workforce Readiness In Manufacturing,"[{""tacit_knowledge"": ""Students demonstrated enhanced problem-solving, process optimisation, and adaptability compared to traditional methods"", ""tacit_knowledge_normalized"": ""Adaptive tacit knowledge (Situational problem-solving, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""hands-on expertise"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""problem-solving, process optimisation, and adaptability"", ""tacit_knowledge_normalized"": ""Adaptive tacit knowledge (Situational problem-solving, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""hands-on expertise demanded by modern industrial challenges"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Mixed Reality (MR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""Virtual Learning Factories (VLFs)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Manufacturing (Industrial And Commercial Machinery And Computer Equipment)"", ""sector_id"": ""SIC 35"", ""sector_confidence"": ""medium""}, {""sector_name"": ""Manufacturing (Industrial And Commercial Machinery And Computer Equipment)"", ""sector_id"": ""SIC 35"", ""sector_confidence"": ""high""}]","[""Adaptive tacit knowledge"",""Somatic tacit knowledge""]",["Human–Computer Interaction and Immersive Technologies"],["35"]
7aafce5a-384b-42cd-b155-733bf3348b27,Digital Immersion Technologies Transform Agricultural Learning: A Study Of Interactive Educational Platforms Among Rural Colombian University Students,"[{""tacit_knowledge"": ""soil nutrient management education"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""virtual reality (VR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""AgriSphere software"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""AgriSphere software"", ""digital_technology_normalized"": ""Others(*)""}, {""digital_technology"": ""AgriSphere software"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}]","[{""sector_name"": ""Agriculture, Forestry, And Fishing (Agriculture, Forestry, And Fishing)"", ""sector_id"": ""SIC 01-09"", ""sector_confidence"": ""high""}]",["Cognitive tacit knowledge"],"[""Human–Computer Interaction and Immersive Technologies"", ""Others(*)"", ""Data, Information, and Knowledge Systems""]",["0109"]
f33ed3fa-da09-4c6c-8be7-9887c39a311f,Knowledge Management Model In The Integration Of Open Innovation And Circular Economy Driven By Digital Intelligence: A Comparative Multi-Case Study,"[{""tacit_knowledge"": ""knowledge management powered by digital intelligence enables the integration of open innovation and circular economy practices by automating knowledge capture, facilitating cross-boundary collaboration, and enabling real-time, sustainability-oriented decision-making"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Decision rules, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""knowledge-based innovation and sustainability"", ""tacit_knowledge_normalized"": ""Collective and relational tacit knowledge (Teamwork know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""absorb, integrate, and apply distributed knowledge across organizational boundaries"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""artificial intelligence"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""blockchain"", ""digital_technology_normalized"": ""Distributed, Secure, and Trust Technologies""}, {""digital_technology"": ""big data analytics"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""digital twins"", ""digital_technology_normalized"": ""Cyber-Physical Systems, IoT, and Smart Environments""}]","[{""sector_name"": ""Services (Business Services)"", ""sector_id"": ""SIC 73"", ""sector_confidence"": ""low""}, {""sector_name"": ""Services (Engineering, Accounting, Research, Management, And Related Services)"", ""sector_id"": ""SIC 87"", ""sector_confidence"": ""high""}, {""sector_name"": ""Services (Business Services)"", ""sector_id"": ""SIC 73"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Collective and relational tacit knowledge"",""Cognitive tacit knowledge""]","[""Artificial Intelligence and Intelligent Computation"", ""Distributed, Secure, and Trust Technologies"", ""Data, Information, and Knowledge Systems"", ""Cyber-Physical Systems, IoT, and Smart Environments""]","[""87"", ""73""]"
81f8b5bc-03fb-4dde-b29a-59cba19e8f7f,Enhancing Failure Analysis With Augmented Reality: Insights From A Rolling Stock Case Study,"[{""tacit_knowledge"": ""Operator-driven insights for troubleshooting and structuring system data"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""Knowledge capture from operator feedback for maintenance workflows"", ""tacit_knowledge_normalized"": ""Adaptive tacit knowledge (Situational problem-solving, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""real-time data visualisation, contextualised fault diagnostics, and interactive guidance into the troubleshooting workflow"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Operational know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""adaptive user interfaces (UI), and operator-driven insights"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Operational know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""clear visualisation, guided autonomy, contextual information, and operator feedback"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Operational know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""real-time data visualisation, contextualised fault diagnostics, and interactive guidance into the troubleshooting workflow"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}, {""tacit_knowledge"": ""clear visualisation, guided autonomy, contextual information, and operator feedback"", ""tacit_knowledge_normalized"": ""Somatic tacit knowledge (Experiential know-how, Procedural know-how, Craft knowledge, Operational know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Augmented reality (AR)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}, {""digital_technology"": ""artificial intelligence (AI)"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""adaptive user interfaces (UI)"", ""digital_technology_normalized"": ""Human–Computer Interaction and Immersive Technologies""}]","[{""sector_name"": ""Transportation, Communications, Electric, Gas, And Sanitary Services (Railroad Transportation)"", ""sector_id"": ""SIC 40"", ""sector_confidence"": ""high""}]","[""Cognitive tacit knowledge"",""Adaptive tacit knowledge"",""Somatic tacit knowledge"",""Somatic tacit knowledge""]","[""Human–Computer Interaction and Immersive Technologies"", ""Artificial Intelligence and Intelligent Computation""]",["40"]
d7faf364-de31-4f98-88be-b37c0fff691f,Towards An Ai-Based Knowledge Assistant For Goat Farmers Based On Retrieval-Augmented Generation,"[{""tacit_knowledge"": ""Domain knowledge for goat husbandry including disease prevention, nutrition management, rearing management, goat milk management, and basic farming knowledge"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""medium""}, {""tacit_knowledge"": ""None identified"", ""tacit_knowledge_normalized"": ""None identified"", ""tacit_knowledge_confidence"": ""None identified""}, {""tacit_knowledge"": ""essential knowledge for goat husbandry including Disease Prevention and treatment, Nutrition Management, Rearing Management, Goat Milk Management, and Basic Farming Knowledge"", ""tacit_knowledge_normalized"": ""Cognitive tacit knowledge (Expert judgment, Decision rules, Clinical know-how, other)"", ""tacit_knowledge_confidence"": ""high""}]","[{""digital_technology"": ""Retrieval-Augmented Generation (RAG)"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""table textualization"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""decision-tree textualization"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""Domain-First Retrieval-Augmented Generation (RAG) assistant framework"", ""digital_technology_normalized"": ""Artificial Intelligence and Intelligent Computation""}, {""digital_technology"": ""table textualization and decision-tree textualization technologies"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}, {""digital_technology"": ""online retrieval module"", ""digital_technology_normalized"": ""Data, Information, and Knowledge Systems""}]","[{""sector_name"": ""Agriculture, Forestry, And Fishing (Agriculture, Forestry, And Fishing)"", ""sector_id"": ""SIC 01-09"", ""sector_confidence"": ""high""}]",["Cognitive tacit knowledge"],"[""Artificial Intelligence and Intelligent Computation"", ""Data, Information, and Knowledge Systems""]",["0109"]
